DOI,Title,year,Abstract,Semantic Scholar ID,url,PMID,PMCID,intent,isinfluential,journal_title,Journal_id,relevance_score,similarity,Cited Number,impact_factor,cited_Normalized,impact_Normalized,final_score
10.1038/s41598-024-59110-7,Epigenetic modulation through BET bromodomain inhibitors as a novel therapeutic        strategy for progranulin-deficient frontotemporal dementia.,2024.0,"Frontotemporal dementia (FTD) is a debilitating neurodegenerative disorder with        currently no disease-modifying treatment options available. Mutations in GRN are        one of the most common genetic causes of FTD, near ubiquitously resulting in        progranulin (PGRN) haploinsufficiency. Small molecules that can restore PGRN        protein to healthy levels in individuals bearing a heterozygous GRN mutation may        thus have therapeutic value. Here, we show that epigenetic modulation through        bromodomain and extra-terminal domain (BET) inhibitors (BETi) potently enhance        PGRN protein levels, both intracellularly and secreted forms, in human central        nervous system (CNS)-relevant cell types, including in microglia-like cells. In        terms of potential for disease modification, we show BETi treatment effectively        restores PGRN levels in neural cells with a GRN mutation known to cause PGRN        haploinsufficiency and FTD. We demonstrate that BETi can rapidly and durably        enhance PGRN in neural progenitor cells (NPCs) in a manner dependent upon BET        protein expression, suggesting a gain-of-function mechanism. We further describe        a CNS-optimized BETi chemotype that potently engages endogenous BRD4 and enhances        PGRN expression in neuronal cells. Our results reveal a new epigenetic target for        treating PGRN-deficient forms of FTD and provide mechanistic insight to aid in        translating this discovery into therapeutics.",dccc10117e0d252275d832ea36589fcfc81ac5e0,https://www.semanticscholar.org/paper/dccc10117e0d252275d832ea36589fcfc81ac5e0,38643236,PMC11032351,,False,Scientific reports,101563288,0.36965635418891907,0.0,0,4.996,0.020100502512562814,0.2663316582914573,0.1538617303772787
10.3389/fnins.2023.1130730,The potential of the gut microbiome for identifying Alzheimer's disease        diagnostic biomarkers and future therapies.,2023.0,"Being isolated from the peripheral system by the blood-brain barrier, the brain        has long been considered a completely impervious tissue. However, recent findings        show that the gut microbiome (GM) influences gastrointestinal and brain disorders        such as Alzheimer's disease (AD). Despite several hypotheses, such as        neuroinflammation, tau hyperphosphorylation, amyloid plaques, neurofibrillary        tangles, and oxidative stress, being proposed to explain the origin and        progression of AD, the pathogenesis remains incompletely understood. Epigenetic,        molecular, and pathological studies suggest that GM influences AD development and        have endeavored to find predictive, sensitive, non-invasive, and accurate        biomarkers for early disease diagnosis and monitoring of progression. Given the        growing interest in the involvement of GM in AD, current research endeavors to        identify prospective gut biomarkers for both preclinical and clinical diagnoses,        as well as targeted therapy techniques. Here, we discuss the most recent findings        on gut changes in AD, microbiome-based biomarkers, prospective clinical        diagnostic uses, and targeted therapy approaches. Furthermore, we addressed        herbal components, which could provide a new venue for AD diagnostic and therapy        research.",4178cb0763a4e5739e088f4de3088e09f83f2be1,https://www.semanticscholar.org/paper/4178cb0763a4e5739e088f4de3088e09f83f2be1,37179559,PMC10174259,,False,Frontiers in neuroscience,101478481,0.3644382059574127,0.03017241379310345,11,5.152,0.7386934673366834,0.2964824120603015,0.27667680921401294
10.3389/fendo.2023.1246979,The role of microglia in the pathogenesis of diabetic-associated cognitive        dysfunction.,2024.0,,3c7f1886703af7e507b624f51ca1b95df7205423,https://www.semanticscholar.org/paper/3c7f1886703af7e507b624f51ca1b95df7205423,38274227,PMC10808430,,False,Frontiers in endocrinology,101555782,0.35432136058807373,0.05714285714285714,1,6.055,0.21608040201005024,0.4321608040201005,0.2263897319380876
10.3390/biomedicines10092098,Modifiable Innate Biology within the Gut-Brain Axis for Alzheimer's Disease.,2022.0,"Alzheimer's disease (AD) is a prototypical inflammation-associated loss of        cognitive function, with approximately 90% of the AD burden associated with        invading myeloid cells controlling the function of the resident microglia. This        indicates that the immune microenvironment has a pivotal role in the pathogenesis        of the disease. Multiple peripheral stimuli, conditioned by complex and varied        interactions between signals that stem at the intestinal level and neuroimmune        processes, are involved in the progression and severity of AD. Conceivably, the        targeting of critical innate immune signals and cells is achievable, influencing        immune and metabolic health within the gut-brain axis. Considerable progress has        been made, modulating many different metabolic and immune alterations that can        drive AD development. However, non-pharmacological strategies targeting        immunometabolic processes affecting neuroinflammation in AD treatment remain        general and, at this point, are applied to all patients regardless of disease        features. Despite these possibilities, improved knowledge of the relative        contribution of the different innate immune cells and molecules comprising the        chronically inflamed brain network to AD pathogenesis, and elucidation of the        network hierarchy, are needed for planning potent preventive and/or therapeutic        interventions. Moreover, an integrative perspective addressing transdisciplinary        fields can significantly contribute to molecular pathological epidemiology,        improving the health and quality of life of AD patients. This review is intended        to gather modifiable immunometabolic processes based on their importance in the        prevention and management of AD.",64d11ecfb19f3a56a2f7ad7dd019df1772f53407,https://www.semanticscholar.org/paper/64d11ecfb19f3a56a2f7ad7dd019df1772f53407,36140198,PMC9495985,background,False,Biomedicines,101691304,0.32777586579322815,0.0,1,4.757,0.22110552763819097,0.22613065326633167,0.16541818687364684
10.3389/fnagi.2021.748388,Mitochondrial Deficits With Neural and Social Damage in Early-Stage Alzheimer's        Disease Model Mice.,2021.0,"Alzheimer's disease (AD) is the most common neurodegenerative disorder worldwide.        Mitochondrial dysfunction is thought to be an early event in the onset and        progression of AD; however, the precise underlying mechanisms remain unclear. In        this study, we investigated mitochondrial proteins involved in organelle        dynamics, morphology and energy production in the medial prefrontal cortex (mPFC)        and hippocampus (HIPP) of young (1∼2 months), adult (4∼5 months) and aged (9∼10,        12∼18 months) APP/PS1 mice. We observed increased levels of mitochondrial fission        protein, Drp1, and decreased levels of ATP synthase subunit, ATP5A, leading to        abnormal mitochondrial morphology, increased oxidative stress, glial activation,        apoptosis, and altered neuronal morphology as early as 4∼5 months of age in        APP/PS1 mice. Electrophysiological recordings revealed abnormal miniature        excitatory postsynaptic current in the mPFC together with a minor connectivity        change between the mPFC and HIPP, correlating with social deficits. These results        suggest that abnormal mitochondrial dynamics, which worsen with disease        progression, could be a biomarker of early-stage AD. Therapeutic interventions        that improve mitochondrial function thus represent a promising approach for        slowing the progression or delaying the onset of AD.",1e67046f08309a71fa202e6569576a169448ddb0,https://www.semanticscholar.org/paper/1e67046f08309a71fa202e6569576a169448ddb0,34955809,PMC8704997,background,False,Frontiers in aging neuroscience,101525824,0.32295289635658264,0.024,11,5.702,0.7437185929648241,0.35175879396984927,0.2708074769471758
10.1212/WNL.0000000000207369,"Association of APOE-ε4, Osteoarthritis, β-Amyloid, and Tau Accumulation in        Primary Motor and Somatosensory Regions in Alzheimer Disease.",2023.0,"BACKGROUND AND OBJECTIVES: One of the most prevalent chronic diseases,        osteoarthritis (OA), may work in conjunction with APOE-ε4 to accelerate Alzheimer        disease (AD) alterations, particularly in the primary motor (precentral) and        somatosensory (postcentral) cortices. To understand the reasoning behind this, we        investigated how OA and APOE-ε4 influence the accumulation of β-amyloid (Aβ) and        tau accumulation in primary motor and somatosensory regions in Aβ-positive (Aβ+)        older individuals. METHODS: We selected Aβ+ Alzheimer Disease Neuroimaging        Initiative participants, defined by baseline (18)F-florbetapir (FBP) Aβ PET        standardized uptake value ratio (SUVR) of AD summary cortical regions, who had        longitudinal Aβ PET, the records of OA medical history, and APOE-ε4 genotyping.        We examined how OA and APOE-ε4 relate to baseline and longitudinal Aβ        accumulation and tau deposition measured at follow-up in precentral and        postcentral cortical areas and how they modulate Aβ-associated future higher tau        levels, adjusting for age, sex, and diagnosis and using multiple comparison        corrections. RESULTS: A total of 374 individuals (mean age 75 years, 49.2%        female, 62.8% APOE-ε4 carriers) who underwent longitudinal FBP PET with a median        follow-up of 3.3 years (interquartile range [IQR] 3.4, range 1.6-9.4) were        analyzed, and 96 people had (18)F-flortaucipir (FTP) tau PET measured at a median        of 5.4 (IQR 1.9, range 4.0-9.3) years postbaseline FBP PET. Neither OA nor        APOE-ε4 was related to baseline FBP SUVR in precentral and postcentral regions.        At follow-up, OA rather than APOE-ε4 was associated with faster Aβ accumulation        in postcentral region (β = 0.005, 95% CI 0.001-0.008) over time. In addition, OA        but not the APOE-ε4 allele was strongly linked to higher follow-up FTP tau levels        in precentral (β = 0.098, 95% CI 0.034-0.162) and postcentral (β = 0.105, 95% CI        0.040-0.169) cortices. OA and APOE-ε4 were also interactively associated with        higher follow-up FTP tau deposition in precentral (β = 0.128, 95% CI 0.030-0.226)        and postcentral (β = 0.124, 95% CI 0.027-0.223) regions. DISCUSSION: This study        suggests that OA was associated with faster Aβ accumulation and higher        Aβ-dependent future tau deposition in primary motor and somatosensory regions,        providing novel insights into how OA increases the risk of AD.",e3c8838037a047cf2c09ba19aebb16007de580f6,https://www.semanticscholar.org/paper/e3c8838037a047cf2c09ba19aebb16007de580f6,37188537,PMC10351313,background,False,Neurology,0401060,0.3087110221385956,0.0,5,0.0,0.49246231155778897,0.005025125628140704,0.1672364222194681
10.3390/ijms25052595,Deletion of Gadd45a Expression in Mice Leads to Cognitive and Synaptic Impairment        Associated with Alzheimer's Disease Hallmarks.,2024.0,"Gadd45 genes have been implicated in survival mechanisms, including apoptosis,        autophagy, cell cycle arrest, and DNA repair, which are processes related to        aging and life span. Here, we analyzed if the deletion of Gadd45a activates        pathways involved in neurodegenerative disorders such as Alzheimer's Disease        (AD). This study used wild-type (WT) and Gadd45a knockout (Gadd45a(-/-)) mice to        evaluate AD progression. Behavioral tests showed that Gadd45a(-/-) mice presented        lower working and spatial memory, pointing out an apparent cognitive impairment        compared with WT animals, accompanied by an increase in Tau hyperphosphorylation        and the levels of kinases involved in its phosphorylation in the hippocampus.        Moreover, Gadd45a(-/-) animals significantly increased the brain's        pro-inflammatory cytokines and modified autophagy markers. Notably, neurotrophins        and the dendritic spine length of the neurons were reduced in Gadd45a(-/-) mice,        which could contribute to the cognitive alterations observed in these animals.        Overall, these findings demonstrate that the lack of the Gadd45a gene activates        several pathways that exacerbate AD pathology, suggesting that promoting this        protein's expression or function might be a promising therapeutic strategy to        slow down AD progression.",3a8d09ea3cceb32ed1ae285d4b43a7cc4904797c,https://www.semanticscholar.org/paper/3a8d09ea3cceb32ed1ae285d4b43a7cc4904797c,38473843,PMC10931605,,False,International journal of molecular sciences,101092791,0.3078780174255371,0.03389830508474576,0,6.208,0.02512562814070352,0.5376884422110553,0.19034483781432326
10.1007/s13311-021-01179-3,Microglia in Alzheimer's Disease: a Key Player in the Transition Between        Homeostasis and Pathogenesis.,2022.0,"Immune activation accompanies the development of proteinopathy in the brains of        Alzheimer's dementia patients. Evolving from the long-held viewpoint that immune        activation triggers the pathological trajectory in Alzheimer's disease, there is        accumulating evidence now that microglial activation is neither pro-amyloidogenic        nor just a simple reactive process to the proteinopathy. Preclinical studies        highlight an interesting aspect of immunity, i.e., spurring immune system        activity may be beneficial under certain circumstances. Indeed, a dynamic        evolving relationship between different activation states of the immune system        and its neuronal neighbors is thought to regulate overall brain organ health in        both healthy aging and progression of Alzheimer's dementia. A new premise        evolving from genome, transcriptome, and proteome data is that there might be at        least two major phases of immune activation that accompany the pathological        trajectory in Alzheimer's disease. Though activation on a chronic scale will        certainly lead to neurodegeneration, this emerging knowledge of a potential        beneficial aspect of immune activation allows us to form holistic insights into        when, where, and how much immune system activity would need to be tuned to impact        the Alzheimer's neurodegenerative cascade. Even with the trove of recently        emerging -omics data from patients and preclinical models, how microglial        phenotypes are functionally related to the transition of a healthy aging brain        towards progressive degenerative state remains unknown. A deeper understanding of        the synergism between microglial functional states and brain organ health could        help us discover newer interventions and therapies that enable us to address the        current paucity of disease-modifying therapies in Alzheimer's disease.",c3c6e138c565f1889f9336b6fba73f971c95c889,https://www.semanticscholar.org/paper/c3c6e138c565f1889f9336b6fba73f971c95c889,35286658,PMC9130399,,False,Neurotherapeutics : the journal of the American Society for Experimental,101290381,0.30331891775131226,0.09541984732824428,19,6.088,0.8793969849246231,0.5125628140703518,0.33795758410593757
10.3390/cells12182318,Biochemical and Molecular Pathways in Neurodegenerative Diseases: An Integrated        View.,2023.0,"Neurodegenerative diseases (NDDs) like Alzheimer's disease (AD), Parkinson's        disease (PD), and amyotrophic lateral sclerosis (ALS) are defined by a myriad of        complex aetiologies. Understanding the common biochemical molecular pathologies        among NDDs gives an opportunity to decipher the overlapping and numerous        cross-talk mechanisms of neurodegeneration. Numerous interrelated pathways lead        to the progression of neurodegeneration. We present evidence from the past pieces        of literature for the most usual global convergent hallmarks like ageing,        oxidative stress, excitotoxicity-induced calcium butterfly effect, defective        proteostasis including chaperones, autophagy, mitophagy, and proteosome networks,        and neuroinflammation. Herein, we applied a holistic approach to identify and        represent the shared mechanism across NDDs. Further, we believe that this        approach could be helpful in identifying key modulators across NDDs, with a        particular focus on AD, PD, and ALS. Moreover, these concepts could be applied to        the development and diagnosis of novel strategies for diverse NDDs.",c351195e21f71a79c6df38a3466fa5a6cb43cacc,https://www.semanticscholar.org/paper/c351195e21f71a79c6df38a3466fa5a6cb43cacc,37759540,PMC10527779,,False,Cells,101600052,0.29665425419807434,0.008771929824561403,5,7.666,0.49748743718592964,0.6834170854271356,0.26964072658120664
10.1002/mco2.173,Targeting epigenetic regulators for inflammation: Mechanisms and intervention        therapy.,2022.0,"Emerging evidence indicates that resolution of inflammation is a critical and        dynamic endogenous process for host tissues defending against external invasive        pathogens or internal tissue injury. It has long been known that autoimmune        diseases and chronic inflammatory disorders are characterized by dysregulated        immune responses, leading to excessive and uncontrol tissue inflammation. The        dysregulation of epigenetic alterations including DNA methylation,        posttranslational modifications to histone proteins, and noncoding RNA expression        has been implicated in a host of inflammatory disorders and the immune system.        The inflammatory response is considered as a critical trigger of epigenetic        alterations that in turn intercede inflammatory actions. Thus, understanding the        molecular mechanism that dictates the outcome of targeting epigenetic regulators        for inflammatory disease is required for inflammation resolution. In this        article, we elucidate the critical role of the nuclear factor-κB signaling        pathway, JAK/STAT signaling pathway, and the NLRP3 inflammasome in chronic        inflammatory diseases. And we formulate the relationship between inflammation,        coronavirus disease 2019, and human cancers. Additionally, we review the        mechanism of epigenetic modifications involved in inflammation and innate immune        cells. All that matters is that we propose and discuss the rejuvenation potential        of interventions that target epigenetic regulators and regulatory mechanisms for        chronic inflammation-associated diseases to improve therapeutic outcomes.",5a908d74452cd6ca49d87b91857cfee0a9679a58,https://www.semanticscholar.org/paper/5a908d74452cd6ca49d87b91857cfee0a9679a58,36176733,PMC9477794,,False,MedComm,101769925,0.29320207238197327,0.0160857908847185,12,0.0,0.7788944723618091,0.010050251256281407,0.21273664661119296
10.1002/stem.3444,Epigenetic regulation of neural stem cells: The emerging role of nucleoporins.,2021.0,"Nucleoporins (Nups) are components of the nuclear pore complex that, besides        regulating nucleus-cytoplasmic transport, emerged as a hub for chromatin        interaction and gene expression modulation. Specifically, Nups act in a dynamic        manner both at specific gene level and in the topological organization of        chromatin domains. As such, they play a fundamental role during development and        determination of stemness/differentiation balance in stem cells. An increasing        number of reports indicate the implication of Nups in many central nervous system        functions with great impact on neurogenesis, neurophysiology, and neurological        disorders. Nevertheless, the role of Nup-mediated epigenetic regulation in        embryonic and adult neural stem cells (NSCs) is a field largely unexplored and        the comprehension of their mechanisms of action is only beginning to be unveiled.        After a brief overview of epigenetic mechanisms, we will present and discuss the        emerging role of Nups as new effectors of neuroepigenetics and as dynamic        platform for chromatin function with specific reference to the biology of NSCs.",3d92a0e607cbdce447b5cebbb5e67cd3d7946add,https://www.semanticscholar.org/paper/3d92a0e607cbdce447b5cebbb5e67cd3d7946add,34399020,PMC9290943,,False,"Stem cells (Dayton, Ohio)",9304532,0.2835829555988312,0.0,3,5.845,0.4120603015075377,0.4120603015075377,0.20869297713191065
