arxivId,Title,Year,Semantic Scholar ID,URL
,Systematic comparison of 2A peptides for cloning multi-genes in a polycistronic vector,2017,4dee12700d77a059251f13ad0aa39c0c29e820f8,https://www.semanticscholar.org/paper/4dee12700d77a059251f13ad0aa39c0c29e820f8
,Retinoic Acid Inducible Gene 1 Protein (RIG1)‐Like Receptor Pathway Is Required for Efficient Nuclear Reprogramming,2017,55ca5086435c56c86b0601e892e3af7fc546162d,https://www.semanticscholar.org/paper/55ca5086435c56c86b0601e892e3af7fc546162d
,SCnorm: robust normalization of single-cell RNA-seq data,2017,054c09f15f260c8610730ee3ffe5c18adebeddb9,https://www.semanticscholar.org/paper/054c09f15f260c8610730ee3ffe5c18adebeddb9
,Molecular barriers to direct cardiac reprogramming,2017,d344f277431048bf40a8b57106b1fcfc32b82826,https://www.semanticscholar.org/paper/d344f277431048bf40a8b57106b1fcfc32b82826
,Chemical Enhancement of In Vitro and In Vivo Direct Cardiac Reprogramming,2017,7efd84eefe33f895d5815f7260b6a83b5471be8a,https://www.semanticscholar.org/paper/7efd84eefe33f895d5815f7260b6a83b5471be8a
,Discovery and progress of direct cardiac reprogramming,2017,43073bff154b45bf6f4e6f73a86b4a4b168d8b7b,https://www.semanticscholar.org/paper/43073bff154b45bf6f4e6f73a86b4a4b168d8b7b
,"Core Transcription Factors, MicroRNAs, and Small Molecules Drive Transdifferentiation of Human Fibroblasts Towards The Cardiac Cell Lineage",2017,1f651d83f5b846159f9d98571b903a467ff78a39,https://www.semanticscholar.org/paper/1f651d83f5b846159f9d98571b903a467ff78a39
,Dissecting direct reprogramming from fibroblast to neuron using single-cell RNA-seq,2016,49e996d99078408d5e42d45a08934e7d0a566edf,https://www.semanticscholar.org/paper/49e996d99078408d5e42d45a08934e7d0a566edf
,Bmi1 Is a Key Epigenetic Barrier to Direct Cardiac Reprogramming.,2016,79670ba4f257f8285bebc91677eeb89917193047,https://www.semanticscholar.org/paper/79670ba4f257f8285bebc91677eeb89917193047
,The Cardiac TBX5 Interactome Reveals a Chromatin Remodeling Network Essential for Cardiac Septation.,2016,e0a6fd080a88dfb6069a9ee1bcd0acadc4874c9b,https://www.semanticscholar.org/paper/e0a6fd080a88dfb6069a9ee1bcd0acadc4874c9b
,"Improved Generation of Induced Cardiomyocytes Using a Polycistronic Construct Expressing Optimal Ratio of Gata4, Mef2c and Tbx5.",2015,a3e27a94daedcdcd0ceafd8bdf0ec586dee66011,https://www.semanticscholar.org/paper/a3e27a94daedcdcd0ceafd8bdf0ec586dee66011
,Predicting effective microRNA target sites in mammalian mRNAs,2015,3b16bb2a40be127a5c024413fd1790fb476c43a8,https://www.semanticscholar.org/paper/3b16bb2a40be127a5c024413fd1790fb476c43a8
,Let-7 family of microRNA is required for maturation and adult-like metabolism in stem cell-derived cardiomyocytes,2015,d1eff565d9e7940b2301476d3cca176cbe2fbf3a,https://www.semanticscholar.org/paper/d1eff565d9e7940b2301476d3cca176cbe2fbf3a
,"Stoichiometry of Gata4, Mef2c, and Tbx5 Influences the Efficiency and Quality of Induced Cardiac Myocyte Reprogramming",2015,d6bcbccc2e02eb7be9f192a3ff6f22dd3ea2e1ad,https://www.semanticscholar.org/paper/d6bcbccc2e02eb7be9f192a3ff6f22dd3ea2e1ad
,Moderated estimation of fold change and dispersion for RNA-seq data with DESeq2,2014,817fc8de25f989b8229847fc7710750f273460b6,https://www.semanticscholar.org/paper/817fc8de25f989b8229847fc7710750f273460b6
,miRDB: an online resource for microRNA target prediction and functional annotations,2014,feaece50ac2bfc236b96d3e8a000affe6b96f2a0,https://www.semanticscholar.org/paper/feaece50ac2bfc236b96d3e8a000affe6b96f2a0
,HTSeq—a Python framework to work with high-throughput sequencing data,2014,a992c8fd24587f12d41f48df84b29d847634c0e4,https://www.semanticscholar.org/paper/a992c8fd24587f12d41f48df84b29d847634c0e4
,Structural and biochemical insights to the role of the CCR4-NOT complex and DDX6 ATPase in microRNA repression.,2014,1366ee69507f2cb3dce50d8df28b103e122186f5,https://www.semanticscholar.org/paper/1366ee69507f2cb3dce50d8df28b103e122186f5
,Single-cell RNA-seq highlights intratumoral heterogeneity in primary glioblastoma,2014,f65ed87390df365fd928af269b77b5dc4e62f7a5,https://www.semanticscholar.org/paper/f65ed87390df365fd928af269b77b5dc4e62f7a5
,Alternative splicing regulates vesicular trafficking genes in cardiomyocytes during postnatal heart development,2014,2f6cc19e9cf27139eaf950cbbceb34c31963bef7,https://www.semanticscholar.org/paper/2f6cc19e9cf27139eaf950cbbceb34c31963bef7
,Quantitative assessment of single-cell RNA-sequencing methods,2013,a8c900ab67a1f9111445f98fb4d8eaac95e6ae17,https://www.semanticscholar.org/paper/a8c900ab67a1f9111445f98fb4d8eaac95e6ae17
,Direct Reprogramming of Human Fibroblasts toward a Cardiomyocyte-like State,2013,00ffddf9933cce6f317fe36455c9fa84ac65defc,https://www.semanticscholar.org/paper/00ffddf9933cce6f317fe36455c9fa84ac65defc
,Abstract 246: Transdifferentiation of Human Fibroblasts to Endothelial Cells: Role of Innate Immunity,2013,a5f41a68c45a9007ac10e84cb2b94223848e7ec6,https://www.semanticscholar.org/paper/a5f41a68c45a9007ac10e84cb2b94223848e7ec6
,Induction of human cardiomyocyte-like cells from fibroblasts by defined factors,2013,85b6cbef962338aa5a768c488a4a6951ac2e640e,https://www.semanticscholar.org/paper/85b6cbef962338aa5a768c488a4a6951ac2e640e
,Optimization of direct fibroblast reprogramming to cardiomyocytes using calcium activity as a functional measure of success.,2013,c50ecc659b54b69aa738b2c827627d64cd9d06ed,https://www.semanticscholar.org/paper/c50ecc659b54b69aa738b2c827627d64cd9d06ed
,Making steady progress on direct cardiac reprogramming toward clinical application.,2013,27caa86bfa034d89211a93f434c15e26c21ab7e7,https://www.semanticscholar.org/paper/27caa86bfa034d89211a93f434c15e26c21ab7e7
,Activation of Innate Immunity Is Required for Efficient Nuclear Reprogramming,2012,4c2c5907241a09771b49ae1695c0b3967a82ddf0,https://www.semanticscholar.org/paper/4c2c5907241a09771b49ae1695c0b3967a82ddf0
,Functional performance of human cardiosphere-derived cells delivered in an in situ polymerizable hyaluronan-gelatin hydrogel.,2012,e5ba257d72db76072b2c7eec68e3f812f9cd8eaf,https://www.semanticscholar.org/paper/e5ba257d72db76072b2c7eec68e3f812f9cd8eaf
,Heart repair by reprogramming non-myocytes with cardiac transcription factors,2012,225509f61a4efee39f3f1a487efdeca6ff97d9f6,https://www.semanticscholar.org/paper/225509f61a4efee39f3f1a487efdeca6ff97d9f6
,Abstract 10466: In Vivo Reprogramming of Murine Cardiac Fibroblasts into Induced Cardiomyocytes,2011,176e2b8dedbad7a17c7e6279762cdeb0f2cd34ac,https://www.semanticscholar.org/paper/176e2b8dedbad7a17c7e6279762cdeb0f2cd34ac
,MicroRNA-133 Controls Vascular Smooth Muscle Cell Phenotypic Switch In Vitro and Vascular Remodeling In Vivo,2011,83270c0c1fa1f084a7ad94d5747c394ac3dfa8fe,https://www.semanticscholar.org/paper/83270c0c1fa1f084a7ad94d5747c394ac3dfa8fe
,REVIGO Summarizes and Visualizes Long Lists of Gene Ontology Terms,2011,362286ddbdd1e623163433e4ea12d5c16ef91540,https://www.semanticscholar.org/paper/362286ddbdd1e623163433e4ea12d5c16ef91540
,Co-occupancy by multiple cardiac transcription factors identifies transcriptional enhancers active in heart,2011,a03887738dc30050baacd495c4b19a86465cca9d,https://www.semanticscholar.org/paper/a03887738dc30050baacd495c4b19a86465cca9d
,Direct Reprogramming of Fibroblasts into Functional Cardiomyocytes by Defined Factors,2010,696ab3d5fb53db1cf35407788786fae5041482a5,https://www.semanticscholar.org/paper/696ab3d5fb53db1cf35407788786fae5041482a5
,BISMA - Fast and accurate bisulfite sequencing data analysis of individual clones from unique and repetitive sequences,2010,c239e81b254ac5f76b166312dbe416034fd6ef09,https://www.semanticscholar.org/paper/c239e81b254ac5f76b166312dbe416034fd6ef09
,microRNA-133a regulates cardiomyocyte proliferation and suppresses smooth muscle gene expression in the heart.,2008,8f4beffedd73fc4f39783be09d7f100dd60f5ad6,https://www.semanticscholar.org/paper/8f4beffedd73fc4f39783be09d7f100dd60f5ad6
,The role of TGF-β Signaling in Myocardial Infarction and Cardiac Remodeling,2007,00c94ee8833ed8ddc300f9dfed9623f37c0ffa17,https://www.semanticscholar.org/paper/00c94ee8833ed8ddc300f9dfed9623f37c0ffa17
,"Myospryn Is a Direct Transcriptional Target for MEF2A That Encodes a Striated Muscle, α-Actinin-interacting, Costamere-localized Protein*",2006,817e242c59e6659f9de257508103b0a5983f546f,https://www.semanticscholar.org/paper/817e242c59e6659f9de257508103b0a5983f546f
,"ERAP140, a Conserved Tissue-Specific Nuclear Receptor Coactivator",2002,327aa6f46c4f8d0ce88af47108d3709ff01d45f6,https://www.semanticscholar.org/paper/327aa6f46c4f8d0ce88af47108d3709ff01d45f6
,Smoothing Spline Anova Models,2002,4027427ddbfae986ea095c61bf0df2a4786af642,https://www.semanticscholar.org/paper/4027427ddbfae986ea095c61bf0df2a4786af642
,Exportin 4: a mediator of a novel nuclear export pathway in higher eukaryotes,2000,7703ef47be2b6d97daca36e47a7b0c2b78eaaf0e,https://www.semanticscholar.org/paper/7703ef47be2b6d97daca36e47a7b0c2b78eaaf0e
,Muscle Develops a Specific Form of Small Heat Shock Protein Complex Composed of MKBP/HSPB2 and HSPB3 during Myogenic Differentiation*,2000,24e8fad543ed6677fea2c1ceed88e2724ac79f63,https://www.semanticscholar.org/paper/24e8fad543ed6677fea2c1ceed88e2724ac79f63
,Spline Models for Observational Data,1990,e786caa59202d923ccaae00ae6a4682eec92699b,https://www.semanticscholar.org/paper/e786caa59202d923ccaae00ae6a4682eec92699b
,Inhibition of prostaglandin synthesis as a mechanism of action for aspirin-like drugs.,1971,4cf2f5b4bfece9aa2a5c684b3d037f20107755d3,https://www.semanticscholar.org/paper/4cf2f5b4bfece9aa2a5c684b3d037f20107755d3
,Enabling Privacy Preserving GWAS in Heterogeneous Human Populations,2016,7e08158ef27cf1732d589e58e807377074b151cb,https://www.semanticscholar.org/paper/7e08158ef27cf1732d589e58e807377074b151cb
,Cell stem cell.,2007,8ff62ddae2af9a9030a7a41a24d599d133a8f102,https://www.semanticscholar.org/paper/8ff62ddae2af9a9030a7a41a24d599d133a8f102
