Title,Abstract,PMID,PMCID,DOI,Cited Number,journal_title,Journal_id,impact_factor,relevance_score,cited_Normalized,impact_Normalized,final_score
Multi-OMICS approaches in cancer biology: New era in cancer therapy,"Innovative multi-omics frameworks integrate diverse datasets from the same patients to enhance our understanding of the molecular and clinical aspects of cancers. Advanced omics and multi-view clustering algorithms present unprecedented opportunities for classifying cancers into subtypes, refining survival predictions and treatment outcomes, and unravelling key pathophysiological processes across various molecular layers. However, with the increasing availability of cost-effective high-throughput technologies (HTT) that generate vast amounts of data, analyzing single layers often falls short of establishing causal relations. Integrating multi-omics data spanning genomes, epigenomes, transcriptomes, proteomes, metabolomes, and microbiomes offers unique prospects to comprehend the underlying biology of complex diseases like cancer. This discussion explores algorithmic frameworks designed to uncover cancer subtypes, disease mechanisms, and methods for identifying pivotal genomic alterations. It also underscores the significance of multi-omics in tumor classifications, diagnostics, and prognostications. Despite its unparalleled advantages, the integration of multi-omics data has been slow to find its way into everyday clinics. A major hurdle is the uneven maturity of different omics approaches and the widening gap between the generation of large datasets and the capacity to process this data. Initiatives promoting the standardization of sample processing and analytical pipelines, as well as multidisciplinary training for experts in data analysis and interpretation, are crucial for translating theoretical findings into practical applications.",38484941,,10.1016/j.bbadis.2024.167120,0,Biochimica et biophysica acta. Molecular basis of disease,101731730,6.633,0.7236024737358093,0.006688963210702341,0.5585284280936454,0.5472049625023552
Practicing precision medicine with intelligently integrative clinical and multi-omics data analysis,"Precision medicine aims to empower clinicians to predict the most appropriate course of action for patients with complex diseases like cancer, diabetes, cardiomyopathy, and COVID-19. With a progressive interpretation of the clinical, molecular, and genomic factors at play in diseases, more effective and personalized medical treatments are anticipated for many disorders. Understanding patient's metabolomics and genetic make-up in conjunction with clinical data will significantly lead to determining predisposition, diagnostic, prognostic, and predictive biomarkers and paths ultimately providing optimal and personalized care for diverse, and targeted chronic and acute diseases. In clinical settings, we need to timely model clinical and multi-omics data to find statistical patterns across millions of features to identify underlying biologic pathways, modifiable risk factors, and actionable information that support early detection and prevention of complex disorders, and development of new therapies for better patient care. It is important to calculate quantitative phenotype measurements, evaluate variants in unique genes and interpret using ACMG guidelines, find frequency of pathogenic and likely pathogenic variants without disease indicators, and observe autosomal recessive carriers with a phenotype manifestation in metabolome. Next, ensuring security to reconcile noise, we need to build and train machine-learning prognostic models to meaningfully process multisource heterogeneous data to identify high-risk rare variants and make medically relevant predictions. The goal, today, is to facilitate implementation of mainstream precision medicine to improve the traditional symptom-driven practice of medicine, and allow earlier interventions using predictive diagnostics and tailoring better-personalized treatments. We strongly recommend automated implementation of cutting-edge technologies, utilizing machine learning (ML) and artificial intelligence (AI) approaches for the multimodal data aggregation, multifactor examination, development of knowledgebase of clinical predictors for decision support, and best strategies for dealing with relevant ethical issues.",33008459,PMC7530549,10.1186/s40246-020-00287-z,27,Human genomics,101202210,6.481,0.7231139540672302,0.8729096989966555,0.5451505016722408,0.7174804125741174
Multi-omics integration with weighted affinity and self-diffusion applied for cancer subtypes identification,"Background:Characterizing cancer molecular subtypes is crucial for improving prognosis and individualized treatment. Integrative analysis of multi-omics data has become an important approach for disease subtyping, yielding better understanding of the complex biology. Current multi-omics integration tools and methods for cancer subtyping often suffer challenges of high computational efficiency as well as the problem of weight assignment on data types.Results:Here, we present an efficient multi-omics integration via weighted affinity and self-diffusion (MOSD) to dissect cancer heterogeneity. MOSD first construct local scaling affinity on each data type and then integrate all affinities by weighted linear combination, followed by the self-diffusion to further improve the patients' similarities for the downstream clustering analysis. To demonstrate the effectiveness and usefulness for cancer subtyping, we apply MOSD across ten cancer types with three measurements (Gene expression, DNA methylation, miRNA).Conclusions:Our approach exhibits more significant differences in patient survival and computationally efficient benchmarking against several state-of-art integration methods and the identified molecular subtypes reveal strongly biological interpretability. The code as well as its implementation are available in GitHub: https://github.com/DXCODEE/MOSD .",38243340,PMC10799401,10.1186/s12967-024-04864-x,0,Journal of translational medicine,101190741,8.44,0.7229183912277222,0.010033444816053512,0.7525083612040134,0.5862593959406468
A Detailed Catalogue of Multi-Omics Methodologies for Identification of Putative Biomarkers and Causal Molecular Networks in Translational Cancer Research,"Recent advances in sequencing and biotechnological methodologies have led to the generation of large volumes of molecular data of different omics layers, such as genomics, transcriptomics, proteomics and metabolomics. Integration of these data with clinical information provides new opportunities to discover how perturbations in biological processes lead to disease. Using data-driven approaches for the integration and interpretation of multi-omics data could stably identify links between structural and functional information and propose causal molecular networks with potential impact on cancer pathophysiology. This knowledge can then be used to improve disease diagnosis, prognosis, prevention, and therapy. This review will summarize and categorize the most current computational methodologies and tools for integration of distinct molecular layers in the context of translational cancer research and personalized therapy. Additionally, the bioinformatics tools Multi-Omics Factor Analysis (MOFA) and netDX will be tested using omics data from public cancer resources, to assess their overall robustness, provide reproducible workflows for gaining biological knowledge from multi-omics data, and to comprehensively understand the significantly perturbed biological entities in distinct cancer types. We show that the performed supervised and unsupervised analyses result in meaningful and novel findings.",33802234,PMC8000236,10.3390/ijms22062822,6,International journal of molecular sciences,101092791,6.208,0.7177048921585083,0.6086956521739131,0.5183946488294314,0.6560409954957739
ioSearch: An approach for identifying interacting multiomics biomarkers using a novel algorithm with application on breast cancer data sets,"Identification of biomarkers by integrating multiple omics together is important because complex diseases occur due to an intricate interplay of various genetic materials. Traditional single-omics association tests neither explore this crucial interomics dependence nor identify moderately weak signals due to the multiple-testing burden. Conversely, multiomics data integration imparts complementary information but suffers from an increased multiple-testing burden, data diversity inherent with different omics features, high-dimensionality, and so forth. Most of the available methods address subtype classification using dimension-reduction techniques to circumvent the sample size issue but interacting multiomics biomarker identification methods are unavailable. We propose a two-step model that first investigates phenotype-omics association using logistic regression. Then, selects disease-associated omics using sparse principal components which explores the interrelationship of multiple variables from two omics in a multivariate multiple regression framework. On the basis of this model, we developed a multiomics biomarker identification algorithm, interacting omics search (ioSearch), that jointly tests the effect of multiple omics with disease and between-omics associations by using pathway information that subsequently reduces the multiple-testing burden. Further, inference in terms of p values potentially makes it an easily interpretable biomarker identification tool. Extensive simulation demonstrates ioSearch as statistically powerful with a controlled Type-I error rate. Its application to publicly available breast cancer data sets identified relevant omics features in important pathways.",37795815,,10.1002/gepi.22536,0,Genetic epidemiology,8411723,2.344,0.7173089981079102,0.013377926421404682,0.08695652173913043,0.4504522884968531
MOGONET integrates multi-omics data using graph convolutional networks allowing patient classification and biomarker identification,"To fully utilize the advances in omics technologies and achieve a more comprehensive understanding of human diseases, novel computational methods are required for integrative analysis of multiple types of omics data. Here, we present a novel multi-omics integrative method named Multi-Omics Graph cOnvolutional NETworks (MOGONET) for biomedical classification. MOGONET jointly explores omics-specific learning and cross-omics correlation learning for effective multi-omics data classification. We demonstrate that MOGONET outperforms other state-of-the-art supervised multi-omics integrative analysis approaches from different biomedical classification applications using mRNA expression data, DNA methylation data, and microRNA expression data. Furthermore, MOGONET can identify important biomarkers from different omics data types related to the investigated biomedical problems.",34103512,PMC8187432,10.1038/s41467-021-23774-w,86,Nature communications,101528555,17.694,0.7162185907363892,0.9632107023411371,0.919732441471572,0.8063197832043754
[Study design and statistical methods used for integrative analysis on multi-omics in cancer epidemiology],"Rapid development of biotechnology provides us with large number of omics data from different angles in biological research, including genomics, transcriptomics, proteomics, metabolomics and epigenetics. However, any single technology cannot reflect the entire picture of the biological complexity of most tumors. The integration of multiple technologies has emerged as a new approach to provide a more comprehensive view on the biological aspects of tumors. Despite the maturing of acquisition and processing approaches regarding the various omics data, integration of multi-omics data still needs to be developed. In this paper, we summarize the applications of various omics approaches in the field of cancer research, focusing on the current status of integration of omics data in the study design and strategies on cancer research.",32447926,,10.3760/cma.j.cn112338-20190624-00461,1,Zhonghua liu xing bing xue za zhi = Zhonghua liuxingbingxue zazhi,8208604,0.0,0.7161193490028381,0.20066889632107024,0.006688963210702341,0.4711431813080574
[Identification of disease targets for precision medicine by integrative analysis of multi-omics data],"With the development and improvement of high-throughput sequencing technologies, the acquisition and processing approaches of various biological omics data on different levels are becoming more mature. Despite several new disease-associated factors have been discovered based on single omics data analysis, identification of disease targets by integrative analysis of multi-omics data is still growing. Since life is a complex regulatory system in which the regulation of gene mutations, epigenetic alterations, abnormal gene expression as well as anomalous variations in signal pathway are related with the occurrence and development of diseases, it is obvious that finding therapeutic factors using single omics data analysis has its limitation. Systematical studies of clinical and pathological mechanisms and identification of optimal therapeutic targets through integrative analysis of multi-omics data from different levels and resources have become an important research direction of precision medicine, which would provide innovative perspectives on disease study and new theoretical basis for early diagnosis, personalized treatment and medicine guide. In this review, we introduce new technologies and research progresses in screening therapeutic targets using systematic omics such as genomics, transcriptomics and epigenomics, and also discusse new strategies and advantages of integrative analysis among them.",26351165,,10.16288/j.yczz.15-061,0,Yi chuan = Hereditas,9436478,0.0,0.7145284414291382,0.016722408026755852,0.010033444816053512,0.4340682354260449
A multi-omics data simulator for complex disease studies and its application to evaluate multi-omics data analysis methods for disease classification,"Background:An integrative multi-omics analysis approach that combines multiple types of omics data including genomics, epigenomics, transcriptomics, proteomics, metabolomics, and microbiomics has become increasing popular for understanding the pathophysiology of complex diseases. Although many multi-omics analysis methods have been developed for complex disease studies, only a few simulation tools that simulate multiple types of omics data and model their relationships with disease status are available, and these tools have their limitations in simulating the multi-omics data.Results:We developed the multi-omics data simulator OmicsSIMLA, which simulates genomics (i.e., single-nucleotide polymorphisms [SNPs] and copy number variations), epigenomics (i.e., bisulphite sequencing), transcriptomics (i.e., RNA sequencing), and proteomics (i.e., normalized reverse phase protein array) data at the whole-genome level. Furthermore, the relationships between different types of omics data, such as methylation quantitative trait loci (SNPs influencing methylation), expression quantitative trait loci (SNPs influencing gene expression), and expression quantitative trait methylations (methylations influencing gene expression), were modeled. More importantly, the relationships between these multi-omics data and the disease status were modeled as well. We used OmicsSIMLA to simulate a multi-omics dataset for breast cancer under a hypothetical disease model and used the data to compare the performance among existing multi-omics analysis methods in terms of disease classification accuracy and runtime. We also used OmicsSIMLA to simulate a multi-omics dataset with a scale similar to an ovarian cancer multi-omics dataset. The neural network-based multi-omics analysis method ATHENA was applied to both the real and simulated data and the results were compared. Our results demonstrated that complex disease mechanisms can be simulated by OmicsSIMLA, and ATHENA showed the highest prediction accuracy when the effects of multi-omics features (e.g., SNPs, copy number variations, and gene expression levels) on the disease were strong. Furthermore, similar results can be obtained from ATHENA when analyzing the simulated and real ovarian multi-omics data.Conclusions:OmicsSIMLA will be useful to evaluate the performace of different multi-omics analysis methods. Sample sizes and power can also be calculated by OmicsSIMLA when planning a new multi-omics disease study.",31029063,PMC6486474,10.1093/gigascience/giz045,14,GigaScience,101596872,7.658,0.7136312127113342,0.7792642140468228,0.725752508361204,0.7291820721084059
Identification of novel prognostic biomarkers by integrating multi-omics data in gastric cancer,"Background:Gastric cancer is a fatal gastrointestinal cancer with high morbidity and poor prognosis. The dismal 5-year survival rate warrants reliable biomarkers to assess and improve the prognosis of gastric cancer. Distinguishing driver mutations that are required for the cancer phenotype from passenger mutations poses a formidable challenge for cancer genomics.Methods:We integrated the multi-omics data of 293 primary gastric cancer patients from The Cancer Genome Atlas (TCGA) to identify key driver genes by establishing a prognostic model of the patients. Analyzing both copy number alteration and somatic mutation data helped us to comprehensively reveal molecular markers of genomic variation. Integrating the transcription level of genes provided a unique perspective for us to discover dysregulated factors in transcriptional regulation.Results:We comprehensively identified 31 molecular markers of genomic variation. For instance, the copy number alteration of WASHC5 (also known as KIAA0196) frequently occurred in gastric cancer patients, which cannot be discovered using traditional methods based on significant mutations. Furthermore, we revealed that several dysregulation factors played a hub regulatory role in the process of biological metabolism based on dysregulation networks. Cancer hallmark and functional enrichment analysis showed that these key driver (KD) genes played a vital role in regulating programmed cell death. The drug response patterns and transcriptional signatures of KD genes reflected their clinical application value.Conclusions:These findings indicated that KD genes could serve as novel prognostic biomarkers for further research on the pathogenesis of gastric cancers. Our study elucidated a multidimensional and comprehensive genomic landscape and highlighted the molecular complexity of GC.",33902514,PMC8073914,10.1186/s12885-021-08210-y,9,BMC cancer,100967800,4.638,0.7093212604522705,0.6956521739130435,0.3076923076923077,0.6262616525924326
HCNM: Heterogeneous Correlation Network Model for Multi-level Integrative Study of Multi-omics Data for Cancer Subtype Prediction,"Integrative analysis of multi-omics data is important for biomedical applications, as it is required for a comprehensive understanding of biological function. Integrating multi-omics data serves multiple purposes, such as, an integrated data model, dimensionality reduction of omic features, patient clustering, etc. For oncological data, patient clustering is synonymous to cancer subtype prediction. However, there is a gap in combining some of the widely used integrative analyses to build more powerful tools. To bridge the gap, we propose a multi-level integration algorithm to identify representative integrative subspace and use it for cancer subtype prediction. The three integrative approaches we implement on multi-omics features are, (1) multivariate multiple (linear) regression of the features from a cohort of patients/samples, (2) network construction using different omics features, and (3) fusion of sample similarity networks across the features. We use a type of multilayer network, called heterogeneous network, as a data model to transition between a network-free (NF) regression model and a network-based (NB) model, which uses correlation networks. The heterogeneous networks consist of intra- and inter-layer graphs. Our proposed heterogeneous correlation network model, HCNM, is central to our algorithm for gene-ranking, integrative subspace identification, and tumor-specific subtypes prediction. The genes of our representative integrative subspace have been enriched with gene-ontology and found to exhibit significant gene-disease association (GDA) scores. The subspace in genes which is less than 5% of the total gene-set of each genomic feature is used with NB fusion integrative model to predict sample subtypes. As the identified integrative subspace data of multi-omics is less prone to noise, bias, and outliers, our experiments show that the subtypes in our results agree with previous benchmark studies and exhibit better classification between poor and good survival of patient cohorts.Clinical relevance: Finding significant cancer-specific genes and subtypes of cancer is vital for early prognosis, and personalized treatment; therefore, improves survival probability of a patient.",34891654,,10.1109/EMBC46164.2021.9630781,2,Annual International Conference of the IEEE Engineering in Medicine and Biology,101763872,0.0,0.7093212604522705,0.3076923076923077,0.013377926421404682,0.48980680309410474
IMIX: a multivariate mixture model approach to association analysis through multi-omics data integration,"Motivation:Integrative genomic analysis is a powerful tool used to study the biological mechanisms underlying a complex disease or trait across multiplatform high-dimensional data, such as DNA methylation, copy number variation and gene expression. It is common to perform large-scale genome-wide association analysis of an outcome for each data type separately and combine the results ad hoc, leading to loss of statistical power and uncontrolled overall false discovery rate (FDR).Results:We propose a multivariate mixture model (IMIX) framework that integrates multiple types of genomic data and allows modeling of inter-data-type correlations. We investigated the across-data-type FDR control in IMIX and demonstrated lower misclassification rates at controlled overall FDR than established individual data type analysis strategies, such as the Benjamini-Hochberg FDR control, the q-value and the local FDR control by extensive simulations. IMIX features statistically principled model selection, FDR control and computational efficiency. Applications to The Cancer Genome Atlas data provided novel multi-omics insights into the genes and mechanisms associated with the luminal and basal subtypes of bladder cancer and the prognosis of pancreatic cancer.Availabilityand implementation:We have implemented our method in R package 'IMIX' available at https://github.com/ziqiaow/IMIX, as well as CRAN soon.Supplementary information:Supplementary data are available at Bioinformatics online.",33258948,PMC8016490,10.1093/bioinformatics/btaa1001,3,"Bioinformatics (Oxford, England)",9808944,6.931,0.7059877514839172,0.38461538461538464,0.5953177257525084,0.6195792729639289
Multi-omics study for interpretation of genome-wide association study,"Genome-wide association studies (GWASs) have identified thousands of genetic loci associated with complex traits, including a wide variety of diseases. Despite the successful identification of associated loci, interpreting GWAS findings remains challenging and requires other biological resources. Omics, including genomics, transcriptomics, proteomics, metabolomics, and epigenomics, are increasingly used in a broad range of research fields. Integrative analyses applying GWAS with these omics data are expected to expand our knowledge of complex traits and provide insight into the pathogenesis of complex diseases and their causative factors. Recently, associations between genetic variants and omics data have been comprehensively evaluated, providing new information on the influence of genetic variants on omics. Furthermore, recent advances in analytic methods, including single-cell technologies, have revealed previously unknown disease mechanisms. To advance our understanding of complex traits, integrative analysis using GWAS with multi-omics data is needed. In this review, I describe successful examples of integrative analyses based on omics and GWAS, discuss the limitations of current multi-omics analyses, and provide a perspective on future integrative studies.",32948838,,10.1038/s10038-020-00842-5,18,Journal of human genetics,9808008,3.755,0.7026321291923523,0.8160535117056856,0.2140468227424749,0.6275993444050434
