DOI,Title,year,Abstract,Semantic Scholar ID,url,PMID,PMCID,intent,isinfluential,journal_title,Journal_id,relevance_score,similarity,Cited Number,impact_factor,cited_Normalized,impact_Normalized,final_score
10.1038/s41467-021-27667-w,Topographic mapping of the glioblastoma proteome reveals a triple-axis model of        intra-tumoral heterogeneity.,2022.0,"Glioblastoma is an aggressive form of brain cancer with well-established patterns        of intra-tumoral heterogeneity implicated in treatment resistance and        progression. While regional and single cell transcriptomic variations of        glioblastoma have been recently resolved, downstream phenotype-level proteomic        programs have yet to be assigned across glioblastoma's hallmark histomorphologic        niches. Here, we leverage mass spectrometry to spatially align abundance levels        of 4,794 proteins to distinct histologic patterns across 20 patients and propose        diverse molecular programs operational within these regional tumor compartments.        Using machine learning, we overlay concordant transcriptional information, and        define two distinct proteogenomic programs, MYC- and KRAS-axis hereon, that        cooperate with hypoxia to produce a tri-dimensional model of intra-tumoral        heterogeneity. Moreover, we highlight differential drug sensitivities and        relative chemoresistance in glioblastoma cell lines with enhanced KRAS programs.        Importantly, these pharmacological differences are less pronounced in        transcriptional glioblastoma subgroups suggesting that this model may provide        insights for targeting heterogeneity and overcoming therapy resistance.",f57c2cba86d01739a83d07119c1d6ed8fc19a9dd,https://www.semanticscholar.org/paper/f57c2cba86d01739a83d07119c1d6ed8fc19a9dd,35013227,PMC8748638,background,False,Nature communications,101528555,0.5076898336410522,0.07017543859649122,37,17.694,0.8545454545454545,0.8909090909090909,0.44219530734909396
10.1158/2159-8290.CD-20-1376,Decoding Cancer Biology One Cell at a Time.,2021.0,"Human tumors are composed of diverse malignant and nonmalignant cells, generating        a complex ecosystem that governs tumor biology and response to treatments. Recent        technological advances have enabled the characterization of tumors at single-cell        resolution, providing a compelling strategy to dissect their intricate biology.        Here we describe recent developments in single-cell expression profiling and the        studies applying them in clinical settings. We highlight some of the powerful        insights gleaned from these studies for tumor classification, stem cell programs,        tumor microenvironment, metastasis, and response to targeted and immune        therapies. SIGNIFICANCE: Intratumor heterogeneity (ITH) has been a major barrier        to our understanding of cancer. Single-cell genomics is leading a revolution in        our ability to systematically dissect ITH. In this review, we focus on        single-cell expression profiling and lessons learned in key aspects of human        tumor biology.",f5746539ecaab5206a04d7bdcd2d14a4e6405939,https://www.semanticscholar.org/paper/f5746539ecaab5206a04d7bdcd2d14a4e6405939,33811126,PMC8030694,background,False,Cancer discovery,101561693,0.5072512030601501,0.05555555555555555,28,38.272,0.7818181818181819,0.9272727272727272,0.43076121950390356
10.1038/s41698-022-00290-8,A patient-designed tissue-engineered model of the infiltrative glioblastoma        microenvironment.,2020.0,"Glioblastoma is an aggressive brain cancer characterized by diffuse infiltration.        Infiltrated glioma cells persist in the brain post-resection where they interact        with glial cells and experience interstitial fluid flow. We use patient-derived        glioma stem cells and human glial cells (i.e., astrocytes and microglia) to        create a four-component 3D model of this environment informed by resected patient        tumors. We examine metrics for invasion, proliferation, and putative stemness in        the context of glial cells, fluid forces, and chemotherapies. While the responses        are heterogeneous across seven patient-derived lines, interstitial flow        significantly increases glioma cell proliferation and stemness while glial cells        affect invasion and stemness, potentially related to CCL2 expression and        differential activation. In a screen of six drugs, we find in vitro expression of        putative stemness marker CD71, but not viability at drug IC(50), to predict        murine xenograft survival. We posit this patient-informed, infiltrative tumor        model as a novel advance toward precision medicine in glioblastoma treatment.",de530f9128097739114e296d8b0b5d6d0252a0a0,https://www.semanticscholar.org/paper/de530f9128097739114e296d8b0b5d6d0252a0a0,35906273,PMC9338058,background,False,NPJ precision oncology,101708166,0.5046728849411011,0.017857142857142856,11,10.092,0.5636363636363636,0.7272727272727273,0.3521810862615511
10.1038/s41568-022-00486-x,Brain cancer stem cells: resilience through adaptive plasticity and hierarchical        heterogeneity.,2022.0,"Malignant brain tumours are complex ecosystems containing neoplastic and stromal        components that generate adaptive and evolutionarily driven aberrant tissues in        the central nervous system. Brain cancers are cultivated by a dynamic population        of stem-like cells that enforce intratumoural heterogeneity and respond to        intrinsic microenvironment or therapeutically guided insults through        proliferation, plasticity and restructuring of neoplastic and stromal components.        Far from a rigid hierarchy, heterogeneous neoplastic populations transition        between cellular states with differential self-renewal capacities, endowing them        with powerful resilience. Here we review the biological machinery used by brain        tumour stem cells to commandeer tissues in the intracranial space, evade immune        responses and resist chemoradiotherapy. Through recent advances in single-cell        sequencing, improved models to investigate the role of the tumour        microenvironment and a deeper understanding of the fundamental role of the immune        system in cancer biology, we are now better equipped to explore mechanisms by        which these processes can be exploited for therapeutic benefit.",b24a95f0ebd359697876e30efe28d89c5795f721,https://www.semanticscholar.org/paper/b24a95f0ebd359697876e30efe28d89c5795f721,35710946,,,False,Nature reviews. Cancer,101124168,0.44794324040412903,0.04205607476635514,37,69.8,0.8727272727272727,0.9818181818181818,0.4293872202095989
10.1186/s40478-024-01755-6,Chronic hypoxia remodels the tumor microenvironment to support glioma stem cell        growth.,2024.0,"Cerebral organoids co-cultured with patient derived glioma stem cells (GLICOs)        are an experimentally tractable research tool useful for investigating the role        of the human brain tumor microenvironment in glioblastoma. Here we describe        long-term GLICOs, a novel model in which COs are grown from embryonic stem cell        cultures containing low levels of GSCs and tumor development is monitored over        extended durations (ltGLICOs). Single-cell profiling of ltGLICOs revealed an        unexpectedly long latency period prior to GSC expansion, and that normal organoid        development was unimpaired by the presence of low numbers of GSCs. However, as        organoids age they experience chronic hypoxia and oxidative stress which remodels        the tumor microenvironment to promote GSC expansion. Receptor-ligand modelling        identified astrocytes, which secreted various pro-tumorigenic ligands including        FGF1, as the primary cell type for GSC crosstalk and single-cell multi-omic        analysis revealed these astrocytes were under the control of ischemic regulatory        networks. Functional validation confirmed hypoxia as a driver of pro-tumorigenic        astrocytic ligand secretion and that GSC expansion was accelerated by        pharmacological induction of oxidative stress. When controlled for genotype, the        close association between glioma aggressiveness and patient age has very few        proposed biological explanations. Our findings indicate that age-associated        increases in cerebral vascular insufficiency and associated regional chronic        cerebral hypoxia may contribute to this phenomenon.",fbdd1360bf2024b042e88f8d7287d47c02f960cc,https://www.semanticscholar.org/paper/fbdd1360bf2024b042e88f8d7287d47c02f960cc,38528608,PMC10964514,,False,Acta neuropathologica communications,101610673,0.4451074004173279,0.043478260869565216,0,7.578,0.01818181818181818,0.6363636363636364,0.24910534265484263
10.1093/neuonc/noaa259,The evolution of the cancer stem cell state in glioblastoma: emerging insights        into the next generation of functional interactions.,2020.0,"Cellular heterogeneity is a hallmark of advanced cancers and has been ascribed in        part to a population of self-renewing, therapeutically resistant cancer stem        cells (CSCs). Glioblastoma (GBM), the most common primary malignant brain tumor,        has served as a platform for the study of CSCs. In addition to illustrating the        complexities of CSC biology, these investigations have led to a deeper        understanding of GBM pathogenesis, revealed novel therapeutic targets, and driven        innovation towards the development of next-generation therapies. While there        continues to be an expansion in our knowledge of how CSCs contribute to GBM        progression, opportunities have emerged to revisit this conceptual framework. In        this review, we will summarize the current state of CSCs in GBM using key        concepts of evolution as a paradigm (variation, inheritance, selection, and time)        to describe how the CSC state is subject to alterations of cell intrinsic and        extrinsic interactions that shape their evolutionarily trajectory. We identify        emerging areas for future consideration, including appreciating CSCs as a cell        state that is subject to plasticity, as opposed to a discrete population. These        future considerations will not only have an impact on our understanding of this        ever-expanding field but will also provide an opportunity to inform future        therapies to effectively treat this complex and devastating disease.",6ae217b40ed1a08c9469c4fbb99a7e30af74b5b5,https://www.semanticscholar.org/paper/6ae217b40ed1a08c9469c4fbb99a7e30af74b5b5,33173943,PMC7906055,,False,Neuro-oncology,100887420,0.4304465651512146,0.06040268456375839,44,13.029,0.9272727272727272,0.8,0.4123859524617768
10.1007/s10555-023-10100-7,Considerations for modelling diffuse high-grade gliomas and developing clinically        relevant therapies.,2023.0,"Diffuse high-grade gliomas contain some of the most dangerous human cancers that        lack curative treatment options. The recent molecular stratification of gliomas        by the World Health Organisation in 2021 is expected to improve outcomes for        patients in neuro-oncology through the development of treatments targeted to        specific tumour types. Despite this promise, research is hindered by the lack of        preclinical modelling platforms capable of recapitulating the heterogeneity and        cellular phenotypes of tumours residing in their native human brain        microenvironment. The microenvironment provides cues to subsets of glioma cells        that influence proliferation, survival, and gene expression, thus altering        susceptibility to therapeutic intervention. As such, conventional in vitro        cellular models poorly reflect the varied responses to chemotherapy and        radiotherapy seen in these diverse cellular states that differ in transcriptional        profile and differentiation status. In an effort to improve the relevance of        traditional modelling platforms, recent attention has focused on human        pluripotent stem cell-based and tissue engineering techniques, such as        three-dimensional (3D) bioprinting and microfluidic devices. The proper        application of these exciting new technologies with consideration of tumour        heterogeneity and microenvironmental interactions holds potential to develop more        applicable models and clinically relevant therapies. In doing so, we will have a        better chance of translating preclinical research findings to patient        populations, thereby addressing the current derisory oncology clinical trial        success rate.",acaa7ba54cabe781f64f2354de42fb32ce946778,https://www.semanticscholar.org/paper/acaa7ba54cabe781f64f2354de42fb32ce946778,37004686,PMC10348989,,False,Cancer metastasis reviews,8605731,0.42984816431999207,0.05970149253731343,1,9.237,0.16363636363636364,0.7090909090909091,0.2837441372200139
10.1242/bio.056416,Three-dimensional model of glioblastoma by co-culturing tumor stem cells with        human brain organoids.,2021.0,"Emerging three-dimensional (3D) cultures of glioblastoma are becoming powerful        models to study glioblastoma stem cell behavior and the impact of cell-cell and        cell-microenvironment interactions on tumor growth and invasion. Here we describe        a method for culturing human glioblastoma stem cells (GSCs) in 3D by co-culturing        them with pluripotent stem cell-derived brain organoids. This requires multiple        coordinated steps, including the generation of cerebral organoids, and the growth        and fluorescence tagging of GSCs. We highlight how to recognize optimal organoid        generation and how to efficiently mark GSCs, before describing optimized        co-culture conditions. We show that GSCs can efficiently integrate into brain        organoids and maintain a significant degree of cell fate heterogeneity, paving        the way for the analysis of GSC fate behavior and lineage progression. These        results establish the 3D culture system as a viable and versatile GBM model for        investigating tumor cell biology and GSC heterogeneity.This article has an        associated First Person interview with the first author of the paper.",71fce95cb984463f44024aa86471a8419385caa9,https://www.semanticscholar.org/paper/71fce95cb984463f44024aa86471a8419385caa9,33619017,PMC7928227,"result,background",True,Biology open,101578018,0.3654567003250122,0.15217391304347827,17,2.643,0.6545454545454545,0.05454545454545454,0.2768702116785313
10.3390/ijms24065115,Differential Transcriptome Responses in Human THP-1 Macrophages Following        Exposure to T98G and LN-18 Human Glioblastoma Secretions: A Simplified        Bioinformatics Approach to Understanding Patient-Glioma-Specific Effects on        Tumor-Associated Macrophages.,2023.0,"A common theme in glioma disease progression is robust infiltration of immune        cells within the tumor microenvironment, resulting in a state of chronic        inflammation. This disease state is characterized by an abundance of CD68(+)        microglia and CD163(+) bone marrow-derived macrophages with the greater the        percentage of CD163(+) cells, the poorer the prognosis. These macrophages are        ""cold,"" in that their phenotype is of an alternatively activated state        (M0-M2-like) supporting tumor growth rather than being engaged with classically        activated, pro-inflammatory, and anti-tumor activities, referred to as ""hot"", or        M1-like. Herein, we have developed an in vitro approach that uses two human        glioma cell lines, T98G and LN-18, which exhibit a variety of differing mutations        and characteristics, to demonstrate their disparate effects on differentiated        THP-1 macrophages. We first developed an approach to differentiating THP-1        monocytes to macrophages with mixed transcriptomic phenotypes we regard as        M0-like macrophages. We then found that supernatants from the two different        glioma cell lines induced different gene expression profiles in THP-1        macrophages, suggesting that from patient to patient, gliomas may be considered        as different diseases. This study suggests that in addition to standard glioma        treatment modalities, transcriptome profiling of the effects of cultured glioma        cells on a standard THP-1 macrophage in vitro model may lead to future druggable        targets that aim to reprogram tumor-associated macrophages towards an anti-tumor        phenotype.",c067086e1e6a38691e966f07e3484a21bbbe503f,https://www.semanticscholar.org/paper/c067086e1e6a38691e966f07e3484a21bbbe503f,36982186,PMC10049238,,False,International journal of molecular sciences,101092791,0.351311057806015,0.04,2,6.208,0.2,0.34545454545454546,0.20321149915998632
10.3390/cells13040350,Subtype Transdifferentiation in Human Cancer: The Power of Tissue Plasticity in        Tumor Progression.,2024.0,"The classification of tumors into subtypes, characterized by phenotypes        determined by specific differentiation pathways, aids diagnosis and directs        therapy towards targeted approaches. However, with the advent and explosion of        next-generation sequencing, cancer phenotypes are turning out to be far more        heterogenous than initially thought, and the classification is continually being        updated to include more subtypes. Tumors are indeed highly dynamic, and they can        evolve and undergo various changes in their characteristics during disease        progression. The picture becomes even more complex when the tumor responds to a        therapy. In all these cases, cancer cells acquire the ability to        transdifferentiate, changing subtype, and adapt to changing microenvironments.        These modifications affect the tumor's growth rate, invasiveness, response to        treatment, and overall clinical behavior. Studying tumor subtype transitions is        crucial for understanding tumor evolution, predicting disease outcomes, and        developing personalized treatment strategies. We discuss this emerging hallmark        of cancer and the molecular mechanisms involved at the crossroads between tumor        cells and their microenvironment, focusing on four different human cancers in        which tissue plasticity causes a subtype switch: breast cancer, prostate cancer,        glioblastoma, and pancreatic adenocarcinoma.",f3af602cce3cd31ec4bf52a0a60bae929796b0cb,https://www.semanticscholar.org/paper/f3af602cce3cd31ec4bf52a0a60bae929796b0cb,38391963,PMC10887430,background,False,Cells,101600052,0.34400254487991333,0.0364963503649635,0,7.666,0.03636363636363636,0.6727272727272727,0.22416293997359577
