Title,Abstract,PMID,PMCID,DOI,Cited Number,journal_title,Journal_id,impact_factor,relevance_score,cited_Normalized,impact_Normalized,final_score
Single-cell transcriptome analysis reveals cell lineage specification in temporal-spatial patterns in human cortical development,"Neurogenesis processes differ in different areas of the cortex in many species, including humans. Here, we performed single-cell transcriptome profiling of the four cortical lobes and pons during human embryonic and fetal development. We identified distinct subtypes of neural progenitor cells (NPCs) and their molecular signatures, including a group of previously unidentified transient NPCs. We specified the neurogenesis path and molecular regulations of the human deep-layer, upper-layer, and mature neurons. Neurons showed clear spatial and temporal distinctions, while glial cells of different origins showed development patterns similar to those of mice, and we captured the developmental trajectory of oligodendrocyte lineage cells until the human mid-fetal stage. Additionally, we verified region-specific characteristics of neurons in the cortex, including their distinct electrophysiological features. With systematic single-cell analysis, we decoded human neuronal development in temporal and spatial dimensions from GW7 to GW28, offering deeper insights into the molecular regulations underlying human neurogenesis and cortical development.",32923614,PMC7450478,10.1126/sciadv.aaz2978,48,Science advances,101653440,14.957,0.7379142642021179,0.7391304347826086,0.68561872909699,0.7276983912971904
Dissecting transition cells from single-cell transcriptome data through multiscale stochastic dynamics,"Advances in single-cell technologies allow scrutinizing of heterogeneous cell states, however, detecting cell-state transitions from snap-shot single-cell transcriptome data remains challenging. To investigate cells with transient properties or mixed identities, we present MuTrans, a method based on multiscale reduction technique to identify the underlying stochastic dynamics that prescribes cell-fate transitions. By iteratively unifying transition dynamics across multiple scales, MuTrans constructs the cell-fate dynamical manifold that depicts progression of cell-state transitions, and distinguishes stable and transition cells. In addition, MuTrans quantifies the likelihood of all possible transition trajectories between cell states using coarse-grained transition path theory. Downstream analysis identifies distinct genes that mark the transient states or drive the transitions. The method is consistent with the well-established Langevin equation and transition rate theory. Applying MuTrans to datasets collected from five different single-cell experimental platforms, we show its capability and scalability to robustly unravel complex cell fate dynamics induced by transition cells in systems such as tumor EMT, iPSC differentiation and blood cell differentiation. Overall, our method bridges data-driven and model-based approaches on cell-fate transitions at single-cell resolution.",34556644,PMC8460805,10.1038/s41467-021-25548-w,33,Nature communications,101528555,17.694,0.7369688749313354,0.6755852842809364,0.7324414715719063,0.7237866761293699
Single-cell and spatial transcriptomics during human organogenesis,"The molecular and cellular events that occur during the onset of human organogenesis remain mysterious. We used single-cell and spatial transcriptomics to provide a global view of human embryonic cell-type specification, shedding light on developmental processes such as axial patterning, stage transition, and differences between human and mouse embryonic development.",36949166,PMC10032247,10.1038/s41556-023-01113-z,0,Nature cell biology,100890575,28.213,0.731442391872406,0.010033444816053512,0.8729096989966555,0.6154540638859854
A single-cell transcriptome atlas profiles early organogenesis in human embryos,"The early window of human embryogenesis is largely a black box for developmental biologists. Here we probed the cellular diversity of 4-6 week human embryos when essentially all organs are just laid out. On the basis of over 180,000 single-cell transcriptomes, we generated a comprehensive atlas of 313 clusters in 18 developmental systems, which were annotated with a collection of ontology and markers from 157 publications. Together with spatial transcriptome on embryonic sections, we characterized the molecule and spatial architecture of previously unappreciated cell types. Combined with data from other vertebrates, the rich information shed light on spatial patterning of axes, systemic temporal regulation of developmental progression and potential human-specific regulation. Our study provides a compendium of early progenitor cells of human organs, which can serve as the root of lineage analysis in organogenesis.",36928764,,10.1038/s41556-023-01108-w,15,Nature cell biology,100890575,28.213,0.7120319604873657,0.5618729096989966,0.8762541806020067,0.71484459435262
HelPredictor models single-cell transcriptome to predict human embryo lineage allocation,"The in-depth understanding of cellular fate decision of human preimplantation embryos has prompted investigations on how changes in lineage allocation, which is far from trivial and remains a time-consuming task by experimental methods. It is desirable to develop a novel effective bioinformatics strategy to consider transitions of coordinated embryo lineage allocation and stage-specific patterns. There are rapidly growing applications of machine learning models to interpret complex datasets for identifying candidate development-related factors and lineage-determining molecular events. Here we developed the first machine learning platform, HelPredictor, that integrates three feature selection methods, namely, principal components analysis, F-score algorithm and squared coefficient of variation, and four classical machine learning classifiers that different combinations of methods and classifiers have independent outputs by increment feature selection method. With application to single-cell sequencing data of human embryo, HelPredictor not only achieved 94.9% and 90.9% respectively with cross-validation and independent test, but also fast classified different embryonic lineages and their development trajectories using less HelPredictor-predicted factors. The above-mentioned candidate lineage-specific genes were discussed in detail and were clustered for exploring transitions of embryonic heterogeneity. Our tool can fast and efficiently reveal potential lineage-specific and stage-specific biomarkers and provide insights into how advanced computational tools contribute to development research. The source code is available at https://github.com/liameihao/HelPredictor.",34037706,,10.1093/bib/bbab196,4,Briefings in bioinformatics,100912837,13.994,0.7076067924499512,0.35451505016722407,0.6655518394648829,0.6285774533963921
Single-Cell Transcriptome Analysis of Uniparental Embryos Reveals Parent-of-Origin Effects on Human Preimplantation Development,"To investigate the contribution of parental genomes to early embryogenesis, we profiled the single-cell transcriptomes of human biparental and uniparental embryos systematically from the 1-cell to the morula stage. We observed that uniparental embryos exhibited variable and decreased embryonic genome activation (EGA). Comparative transcriptome analysis identified 807 maternally biased expressed genes (MBGs) and 581 paternally biased expressed genes (PBGs) in the preimplantation stages. MBGs became apparent at the 4-cell stage and contributed to the initiation of EGA, whereas PBGs preferentially appeared at the 8-cell stage and might affect embryo compaction and trophectoderm specification. Regulatory network analysis revealed that DUX4, EGR2, and DUXA are key transcription factors in MBGs' expression; ZNF263 and KLF3 are important for PBGs' expression. We demonstrated that parent-specific DNA methylation might account for the expression of most PBGs. Our results provide a valuable resource to understand parental genome activation and might help to elucidate parent-of-origin effects in early human development.",31588047,,10.1016/j.stem.2019.09.004,37,Cell stem cell,101311472,25.269,0.7013041377067566,0.6956521739130435,0.862876254180602,0.7324881682427831
Longitudinal profiling of human androgenotes through single-cell analysis unveils paternal gene expression dynamics in early embryo development,"Study question:How do transcriptomics vary in haploid human androgenote embryos at single cell level in the first four cell cycles of embryo development?Summary answer:Gene expression peaks at the fourth cell cycle, however some androcytes exhibit unique transcriptional behaviors.What is known already:The developmental potential of an embryo is determined by the competence of the oocyte and the sperm. However, studies of the contribution of the paternal genome using pure haploid androgenotes are very scarce.Study design, size, duration:This study was performed analyzing the single-cell transcriptomic sequencing of 38 androcytes obtained from 10 androgenote bioconstructs previously produced in vitro (de Castro et al., 2023). These results were analyzed through different bioinformatics software such as g: Profiler, GSEA, Cytoscape, and Reactome.Participants/materials, setting, methods:Single cell sequencing was used to obtain the transcriptomic profiles of the different androcytes. The results obtained were compared between the different cycles studied using the DESeq2 program and functional enrichment pathways using g: Profiler, Cytoscape, and Reactome.Main results and the role of chance:A wave of paternally driven transcriptomic activation was found during the third-cell cycle, with 1128 upregulated and 225 downregulated genes and the fourth-cell cycle, with 1373 upregulated and 286 downregulated genes, compared to first-cell cycle androcytes. Differentially expressed routes related to cell differentiation, DNA-binding transcription, RNA biosynthesis and RNA polymerase II transcription regulatory complex, and cell death were found in the third and fourth with respect to the first-cell cycle. Conversely, in the fourth cell cycle, 153 downregulated and 332 upregulated genes were found compared with third cell cycle, associated with differentially expressed processes related to E-box binding and zinc finger protein 652 (ZNF652) transcription factor. Further, significant overexpression of LEUTX, PRAMEF1, DUXA, RFPL4A, TRIM43, and ZNF675 found in androgenotes, compared to biparental embryos, highlights the paternal contributions to zygote genome activation.Large scale data:All raw sequencing data are available through the Gene Expression Omnibus (GEO) under accessions number: GSE216501.Limitations, reasons for caution:Extrapolation of biological events from uniparental constructs to biparental embryos should be done with caution. Maternal and paternal genomes do not act independently of each other in a natural condition. The absence of one genome may affect gene transcription of the other. In this sense, the haploid condition of the bioconstructs could mask the transcriptomic patterns of the single cells.Wider implications of the findings:The results obtained demonstrated the level of involvement of the human paternal haploid genome in the early stages of embryo development as well as its evolution at the transcriptomic level, laying the groundwork for the use of these bioconstructs as reliable models to dispel doubts about the genetic role played by the paternal genome in the early cycles of embryo development.Study funding/competing interest(s):This study was funded by Instituto de Salud Carlos III (ISCIII) through the project 'PI22/00924', co-funded by European Regional Development Fund (ERDF); 'A way to make Europe'. F.D. was supported by the Spanish Ministry of Economy and Competitiveness through the Miguel Servet program (CPII018/00002). M.J.E. was supported by Instituto de Salud Carlos III (PI19/00577 [M.J.E.]) and FI20/00086. P.dC. was supported by a predoctoral grant for training in research into health (PFIS PI19/00577) from the Instituto de Salud Carlos III. All authors declare having no conflict of interest with regard to this trial.",38622061,,10.1093/humrep/deae072,0,"Human reproduction (Oxford, England)",8701199,6.353,0.6899327039718628,0.013377926421404682,0.3411371237458194,0.4848626324165625
DevOmics: an integrated multi-omics database of human and mouse early embryo,"Transcriptomic and epigenetic alterations during early embryo development have been proven to play essential roles in regulating the cell fate. Nowadays, advances in single-cell transcriptomics and epigenomics profiling techniques provide large volumes of data for understanding the molecular regulatory mechanisms in early embryos and facilitate the investigation of assisted reproductive technology as well as preimplantation genetic testing. However, the lack of integrated data collection and unified analytic procedures greatly limits their usage in scientific research and clinical application. Hence, it is necessary to establish a database integrating the regulatory information of human and mouse early embryos with unified analytic procedures. Here, we introduce DevOmics (http://devomics.cn/), which contains normalized gene expression, DNA methylation, histone modifications (H3K4me3, H3K9me3, H3K27me3, H3K27ac), chromatin accessibility and 3D chromatin architecture profiles of human and mouse early embryos spanning six developmental stages (zygote, 2cell, 4cell, 8cell, morula and blastocyst (ICM, TE)). The current version of DevOmics provides Search and Advanced Search for retrieving genes a researcher is interested in, Analysis Tools including the differentially expressed genes (DEGs) analysis for acquiring DEGs between different types of samples, allelic explorer for displaying allele-specific gene expression as well as epigenetic modifications and correlation analysis for showing the dynamic changes in different layers of data across developmental stages, as well as Genome Browser and Ortholog for visualization. DevOmics offers a user-friendly website for biologists and clinicians to decipher molecular regulatory mechanisms of human and mouse early embryos.",34097004,,10.1093/bib/bbab208,10,Briefings in bioinformatics,100912837,13.994,0.6790723204612732,0.5016722408026756,0.6688963210702341,0.6415571046513459
Deciphering transcriptional and functional heterogeneity in hematopoiesis with single-cell genomics,"Purpose of review:Single-cell genomic approaches have uncovered cell fate biases and heterogeneity within hematopoietic subpopulations. However, standard single-cell transcriptomics suffers from high sampling noise, which particularly skews the distribution of lowly expressed genes, such as transcription factors (TFs). This might preclude the identification of rare transcripts that define cell identity and demarcate cell fate biases. Moreover, these studies need to go hand in hand with relevant functional assays to ensure that observed gene expression changes represent biologically meaningful alterations.Recent findings:Single-cell lineage tracing and functional validation studies have uncovered cell fate bias within transcriptionally distinct hematopoietic stem and progenitor subpopulations. Novel markers identified using these strategies have been proposed to prospectively isolate functionally distinct subpopulations, including long-term hematopoietic stem cells for ex vivo applications. Furthermore, the continuous nature of hematopoiesis has prompted the study of the relationship between stochastic transcriptional noise in hematopoietic TFs and cell fate determination.Summary:An understanding of the limitations of single-cell genomic approaches and follow-up functional assays is critical to discern the technical and biological contribution of noise in hematopoietic heterogeneity, to identify rare gene expression states, and to uncover functionally distinct subpopulations within hematopoiesis.Supplementary video:http://links.lww.com/COH/A23.",33901135,PMC8169609,10.1097/MOH.0000000000000657,3,Current opinion in hematology,9430802,3.218,0.6784335374832153,0.31438127090301005,0.1705685618729097,0.5040500890451132
Single-cell analysis of nonhuman primate preimplantation development in comparison to humans and mice,"Background:Genetic programs underlying preimplantation development and early lineage segregation are highly conserved across mammals. It has been suggested that nonhuman primates would be better model organisms for human embryogenesis, but a limited number of studies have investigated the monkey preimplantation development. In this study, we collect single cells from cynomolgus monkey preimplantation embryos for transcriptome profiling and compare with single-cell RNA-seq data derived from human and mouse embryos.Results:By weighted gene-coexpression network analysis, we found that cynomolgus gene networks have greater conservation with human embryos including a greater number of conserved hub genes than that of mouse embryos. Consistently, we found that early ICM/TE lineage-segregating genes in monkeys exhibit greater similarity with human when compared to mouse, so are the genes in signaling pathways such as LRP1 and TCF7 involving in WNT pathway. Last, we tested the role of one conserved pre-EGA hub gene, SIN3A, using a morpholino knockdown of maternal RNA transcripts in monkey embryos followed by single-cell RNA-seq. We found that SIN3A knockdown disrupts the gene-silencing program during the embryonic genome activation transition and results in developmental delay of cynomolgus embryos.Conclusion:Taken together, our study provided new insight into evolutionarily conserved and divergent transcriptome dynamics during mammalian preimplantation development.",33449399,,10.1002/dvdy.295,2,Developmental dynamics : an official publication of the American Association of,9201927,2.842,0.6732991337776184,0.24749163879598662,0.14715719063545152,0.48290924615285863
Single-Cell Transcriptomic Profiling Identifies Molecular Phenotypes of Newborn Human Lung Cells,"While animal model studies have extensively defined the mechanisms controlling cell diversity in the developing mammalian lung, there exists a significant knowledge gap with regards to late-stage human lung development. The NHLBI Molecular Atlas of Lung Development Program (LungMAP) seeks to fill this gap by creating a structural, cellular and molecular atlas of the human and mouse lung. Transcriptomic profiling at the single-cell level created a cellular atlas of newborn human lungs. Frozen single-cell isolates obtained from two newborn human lungs from the LungMAP Human Tissue Core Biorepository, were captured, and library preparation was completed on the Chromium 10X system. Data was analyzed in Seurat, and cellular annotation was performed using the ToppGene functional analysis tool. Transcriptional interrogation of 5500 newborn human lung cells identified distinct clusters representing multiple populations of epithelial, endothelial, fibroblasts, pericytes, smooth muscle, immune cells and their gene signatures. Computational integration of data from newborn human cells and with 32,000 cells from postnatal days 1 through 10 mouse lungs generated by the LungMAP Cincinnati Research Center facilitated the identification of distinct cellular lineages among all the major cell types. Integration of the newborn human and mouse cellular transcriptomes also demonstrated cell type-specific differences in maturation states of newborn human lung cells. Specifically, newborn human lung matrix fibroblasts could be separated into those representative of younger cells (n= 393), or older cells (n= 158). Cells with each molecular profile were spatially resolved within newborn human lung tissue. This is the first comprehensive molecular map of the cellular landscape of neonatal human lung, including biomarkers for cells at distinct states of maturity.",38540357,PMC10970229,10.3390/genes15030298,1,Genes,101551097,4.141,0.6715782880783081,0.17725752508361203,0.22408026755852842,0.483214531375413
Single-cell analysis of progenitor cell dynamics and lineage specification in the human fetal kidney,"The mammalian kidney develops through reciprocal interactions between the ureteric bud and the metanephric mesenchyme to give rise to the entire collecting system and the nephrons. Most of our knowledge of the developmental regulators driving this process arises from the study of gene expression and functional genetics in mice and other animal models. In order to shed light on human kidney development, we have used single-cell transcriptomics to characterize gene expression in different cell populations, and to study individual cell dynamics and lineage trajectories during development. Single-cell transcriptome analyses of 6414 cells from five individual specimens identified 11 initial clusters of specific renal cell types as defined by their gene expression profile. Further subclustering identifies progenitors, and mature and intermediate stages of differentiation for several renal lineages. Other lineages identified include mesangium, stroma, endothelial and immune cells. Novel markers for these cell types were revealed in the analysis, as were components of key signaling pathways driving renal development in animal models. Altogether, we provide a comprehensive and dynamic gene expression profile of the developing human kidney at the single-cell level.",30166318,PMC6124540,10.1242/dev.164038,83,"Development (Cambridge, England)",8701744,6.862,0.6658452153205872,0.8561872909698997,0.3879598662207358,0.6483365606304794
Mechanisms of fate decision and lineage commitment during haematopoiesis,"Blood stem cells need to both perpetuate themselves (self-renew) and differentiate into all mature blood cells to maintain blood formation throughout life. However, it is unclear how the underlying gene regulatory network maintains this population of self-renewing and differentiating stem cells and how it accommodates the transition from a stem cell to a mature blood cell. Our current knowledge of transcriptomes of various blood cell types has mainly been advanced by population-level analysis. However, a population of seemingly homogenous blood cells may include many distinct cell types with substantially different transcriptomes and abilities to make diverse fate decisions. Therefore, understanding the cell-intrinsic differences between individual cells is necessary for a deeper understanding of the molecular basis of their behaviour. Here we review recent single-cell studies in the haematopoietic system and their contribution to our understanding of the mechanisms governing cell fate choices and lineage commitment.",26526619,,10.1038/icb.2015.96,13,Immunology and cell biology,8706300,5.853,0.659514844417572,0.5418060200668896,0.31438127090301005,0.5669463648445232
Single cell transcriptomic analysis of human pluripotent stem cell chondrogenesis,"The therapeutic application of human induced pluripotent stem cells (hiPSCs) for cartilage regeneration is largely hindered by the low yield of chondrocytes accompanied by unpredictable and heterogeneous off-target differentiation of cells during chondrogenesis. Here, we combine bulk RNA sequencing, single cell RNA sequencing, and bioinformatic analyses, including weighted gene co-expression analysis (WGCNA), to investigate the gene regulatory networks regulating hiPSC differentiation under chondrogenic conditions. We identify specific WNTs and MITF as hub genes governing the generation of off-target differentiation into neural cells and melanocytes during hiPSC chondrogenesis. With heterocellular signaling models, we further show that WNT signaling produced by off-target cells is responsible for inducing chondrocyte hypertrophy. By targeting WNTs and MITF, we eliminate these cell lineages, significantly enhancing the yield and homogeneity of hiPSC-derived chondrocytes. Collectively, our findings identify the trajectories and molecular mechanisms governing cell fate decision in hiPSC chondrogenesis, as well as dynamic transcriptome profiles orchestrating chondrocyte proliferation and differentiation.",33441552,PMC7806634,10.1038/s41467-020-20598-y,67,Nature communications,101528555,17.694,0.6537903547286987,0.8093645484949833,0.7357859531772575,0.7013043131716674
