DOI,Title,year,Abstract,Semantic Scholar ID,url,PMID,PMCID,intent,isinfluential,journal_title,Journal_id,relevance_score,similarity,Cited Number,impact_factor,cited_Normalized,impact_Normalized,final_score
10.1007/s11064-019-02777-6,MicroRNAs and Regeneration in Animal Models of CNS Disorders.,2019.0,"microRNAs (miRNAs) are recently identified small RNA molecules that regulate gene        expression and significantly influence the essential cellular processes        associated with CNS repair after trauma and neuropathological conditions        including stroke and neurodegenerative disorders. A number of specific miRNAs are        implicated in regulating the development and propagation of CNS injury, as well        as its subsequent regeneration. The review focuses on the functions of the miRNAs        and their role in brain recovery following CNS damage. The article introduces a        brief description of miRNA biogenesis and mechanisms of miRNA-induced gene        suppression, followed by an overview of miRNAs involved in the processes        associated with CNS repair, including neuroprotection, neuronal plasticity and        axonal regeneration, vascular reorganization, neuroinflammation, and endogenous        stem cell activation. Specific emphasis is placed on the role of multifunctional        miRNA miR-155, as it appears to be involved in multiple neurorestorative        processes during different CNS pathologies. In association with our own studies        on miR-155, I introduce a new and unexplored approach to cerebral regeneration:        regulation of brain tissue repair through a direct modulation of specific miRNA        activity. The review concludes with discussion on the challenges and the future        potential of miRNA-based therapeutic approaches to CNS repair.",3b53ed66f859838f3da95738274433d7dc5a85c2,https://www.semanticscholar.org/paper/3b53ed66f859838f3da95738274433d7dc5a85c2,30877519,PMC6745301,,False,Neurochemical research,7613461,0.6364660859107971,0.004830917874396135,16,4.414,0.6865671641791045,0.2537313432835821,0.33391696904240054
10.1111/jcmm.15677,Silencing miR-20a-5p inhibits axonal growth and neuronal branching and prevents        epileptogenesis through RGMa-RhoA-mediated synaptic plasticity.,2020.0,"Epileptogenesis is a potential process. Mossy fibre sprouting (MFS) and synaptic        plasticity promote epileptogenesis. Overexpression of repulsive guidance molecule        a (RGMa) prevents epileptogenesis by inhibiting MFS. However, other aspects        underlying the RGMa regulatory process of epileptogenesis have not been        elucidated. We studied whether RGMa could be modulated by microRNAs and regulated        RhoA in epileptogenesis. Using microRNA databases, we selected four miRNAs as        potential candidates. We further experimentally confirmed miR-20a-5p as a RGMa        upstream regulator. Then, in vitro, by manipulating miR-20a-5p and RGMa, we        investigated the regulatory relationship between miR-20a-5p, RGMa and RhoA, and        the effects of this pathway on neuronal morphology. Finally, in the epilepsy        animal model, we determined whether the miR-20a-5p-RGMa-RhoA pathway influenced        MFS and synaptic plasticity and then modified epileptogenesis. Our results showed        that miR-20a-5p regulated RGMa and that RGMa regulated RhoA in vitro.        Furthermore, in primary hippocampal neurons, the miR-20a-5p-RGMa-RhoA pathway        regulated axonal growth and neuronal branching; in the PTZ-induced epilepsy        model, silencing miR-20a-5p prevented epileptogenesis through RGMa-RhoA-mediated        synaptic plasticity but did not change MFS. Overall, we concluded that silencing        miR-20a-5p inhibits axonal growth and neuronal branching and prevents        epileptogenesis through RGMa-RhoA-mediated synaptic plasticity in the PTZ-induced        epilepsy model, thereby providing a possible strategy to prevent epileptogenesis.",e671e89484ae218f7464be6bcb485e6c558a15ad,https://www.semanticscholar.org/paper/e671e89484ae218f7464be6bcb485e6c558a15ad,32779334,PMC7521253,,False,Journal of cellular and molecular medicine,101083777,0.6164164543151855,0.0,19,5.295,0.7761194029850746,0.3582089552238806,0.35507419002589896
10.1038/s41419-019-1329-3,Astrocytic miR-324-5p is essential for synaptic formation by suppressing the        secretion of CCL5 from astrocytes.,2019.0,"There is accumulating evidence that astrocytes play an important role in synaptic        formation, plasticity, and pruning. Dicer and the fine-tuning of microRNA (miRNA)        network are important for maintaining the normal functions of central nervous        system and dysregulation of miRNAs is implicated in neurological disorders.        However, little is known about the role of Dicer and miRNAs of astrocytes in the        homeostasis of synapse as well as its plasticity. By selectively deleting Dicer        in postnatal astrocytes, Dicer-deficient mice exhibited reactive astrogliosis and        deficits in dendritic spine formation. Astrocyte-conditioned medium (ACM)        collected from Dicer-null astrocytes caused synapse degeneration in cultured        primary neurons. The expression of chemokine ligand 5 (CCL5) elevated in        Dicer-deleted astrocytes which led to the significant augmentation of secreted        CCL5 in ACM. In neurons treated with Dicer KO-ACM, CCL5 supplementation inhibited        MAPK/CREB signaling pathway and exacerbated the synaptic formation deficiency,        while CCL5 knockdown partially rescued the synapse degeneration. Moreover, we        validated CCL5 as miR-324-5p targeted gene. ACM collected from miR-324-5p        antagomir-transfected astrocytes mimicked the effect of CCL5 treatment on        inhibiting synapse formation and MAPK/CREB signaling in Dicer KO-ACM-cocultured        neurons. Furthermore, decreased miR-324-5p expression and elevated CCL5        expression were observed in the brain of aging mice. Our work reveals the        non-cell-autonomous roles of astroglial miRNAs in regulation of astrocytic        secretory milieu and neuronal synaptogenesis, implicating the loss or        misregulation of astroglial miRNA network may contribute to neuroinflammation,        neurodegeneration, and aging.",cdcaacd54c4fbee9f53d1cf814263a23f28358ae,https://www.semanticscholar.org/paper/cdcaacd54c4fbee9f53d1cf814263a23f28358ae,30760705,PMC6374376,,False,Cell death & disease,101524092,0.6112659573554993,0.0,55,9.685,0.9850746268656716,0.8955223880597015,0.4654693394454557
10.1002/hipo.23455,MeCP2 loss-of-function dysregulates microRNAs regionally and disrupts        excitatory/inhibitory synaptic transmission balance.,2022.0,"Rett syndrome is a leading cause of intellectual disability in females primarily        caused by loss of function mutations in the transcriptional regulator MeCP2. Loss        of MeCP2 leads to a host of synaptic phenotypes that are believed to underlie        Rett syndrome pathophysiology. Synaptic deficits vary by brain region upon MeCP2        loss, suggesting distinct molecular alterations leading to disparate synaptic        outcomes. In this study, we examined the contribution of MeCP2's newly described        role in miRNA regulation to regional molecular and synaptic impairments. Two        miRNAs, miR-101a and miR-203, were identified and confirmed as upregulated in        MeCP2 KO mice in the hippocampus and cortex, respectively. miR-101a        overexpression in hippocampal cultures led to opposing effects at excitatory and        inhibitory synapses and in spontaneous and evoked neurotransmission, revealing        the potential for a single miRNA to broadly regulate synapse function in the        hippocampus. These results highlight the importance of regional alterations in        miRNA expression and the specific impact on synaptic function with potential        implications for Rett syndrome.",cfa0e5d6f487db0302ec878548656f7fd4fedc01,https://www.semanticscholar.org/paper/cfa0e5d6f487db0302ec878548656f7fd4fedc01,35851733,PMC9344394,background,False,Hippocampus,9108167,0.6087103486061096,0.028037383177570093,2,3.753,0.1791044776119403,0.22388059701492538,0.2542758190468908
10.14336/AD.2018.0409,"MicroRNAs and the Genetic Nexus of Brain Aging, Neuroinflammation,        Neurodegeneration, and Brain Trauma.",2019.0,"Aging is a complex and integrated gradual deterioration of cellular activities in        specific organs of the body, which is associated with increased mortality. This        deterioration is the primary risk factor for major human pathologies, including        cancer, diabetes, cardiovascular disorders, neurovascular disorders, and        neurodegenerative diseases. There are nine tentative hallmarks of aging. In        addition, several of these hallmarks are increasingly being associated with acute        brain injury conditions. In this review, we consider the genes and their        functional pathways involved in brain aging as a means of developing new        strategies for therapies targeted to the neuropathological processes themselves,        but also as targets for many age-related brain diseases. A single microRNA (miR),        which is a short, non-coding RNA species, has the potential for targeting many        genes simultaneously and, like practically all other cellular processes, genes        associated with many features of brain aging and injury are regulated by miRs. We        highlight how certain miRs can mediate deregulation of genes involved in        neuroinflammation, acute neuronal injury and chronic neurodegenerative diseases.        Finally, we review the recent progress in the development of effective strategies        to block specific miR functions and discuss future approaches with the prediction        that anti-miR drugs may soon be used in the clinic.",93d337e2fedc1cd7c51109e80cae58844e2d7e68,https://www.semanticscholar.org/paper/93d337e2fedc1cd7c51109e80cae58844e2d7e68,31011481,PMC6457055,background,False,Aging and disease,101540533,0.5927255153656006,0.004366812227074236,31,9.968,0.8805970149253731,0.9104477611940298,0.4482210959184203
10.26508/lsa.202201757,MicroRNAs in tear fluids predict underlying molecular changes associated with        Alzheimer's disease.,2023.0,"Extracellular circulating microRNAs (miRNAs) have been discussed as potential        biomarkers for Alzheimer's disease (AD) diagnosis. As the retina is a part of the        CNS, we hypothesize that miRNAs expression levels in the brain, particularly        neocortex-hippocampus, eye tissues, and tear fluids are similar at different        stages of AD progression. Ten miRNA candidates were systematically investigated        in transgenic APP-PS1 mice, noncarrier siblings, and C57BL/6J wild-type controls        at young and old ages. Relative expression levels of tested miRNAs revealed a        similar pattern in both APP-PS1 mice and noncarrier siblings when compared with        age- and sex-matched wild-type controls. However, the differences seen in        expression levels between APP-PS1 mice and noncarrier siblings could possibly        have resulted from underlying molecular etiology of AD. Importantly, miRNAs        associated with amyloid beta (Aβ) production (-101a, -15a, and -342) and        proinflammation (-125b, -146a, and -34a) showed significant up-regulations in the        tear fluids with disease progression, as tracked by cortical Aβ load and reactive        astrogliosis. Overall, for the first time, the translational potential of        up-regulated tear fluid miRNAs associated with AD pathogenesis was        comprehensively demonstrated.",f5865fe4ed3823d2442f01b6bac8867978045d3a,https://www.semanticscholar.org/paper/f5865fe4ed3823d2442f01b6bac8867978045d3a,36941055,PMC10027899,background,False,Life science alliance,101728869,0.5835593938827515,0.014705882352941176,5,5.781,0.2835820895522388,0.417910447761194,0.28617405170301685
10.1002/wrna.1637,Role of microRNAs in the pathophysiology of addiction.,2020.0,"Addiction is a chronic and relapsing brain disorder characterized by compulsive        seeking despite adverse consequences. There are both heritable and epigenetic        mechanisms underlying drug addiction. Emerging evidence suggests that non-coding        RNAs (ncRNAs) such as microRNAs (miRNAs), long non-coding RNAs, and circular RNAs        regulate synaptic plasticity and related behaviors caused by substances of abuse.        These ncRNAs modify gene expression and may contribute to the behavioral        phenotypes of addiction. Among the ncRNAs, the most widely researched and        impactful are miRNAs. The goal in this systematic review is to provide a detailed        account of recent research involving the role of miRNAs in addiction. This        article is categorized under: RNA Interactions with Proteins and Other Molecules        > Small Molecule-RNA Interactions RNA in Disease and Development > RNA in        Disease.",5aa8252cccecf69a29e43fd4c4d417d9ceef32d5,https://www.semanticscholar.org/paper/5aa8252cccecf69a29e43fd4c4d417d9ceef32d5,33336550,PMC8026578,background,False,Wiley interdisciplinary reviews. RNA,101536955,0.5706902742385864,0.015706806282722512,25,9.349,0.835820895522388,0.8507462686567164,0.4304748794115305
10.1111/cns.12840,Dysregulation of miRNA and its potential therapeutic application in        schizophrenia.,2018.0,"Although it is generally believed that genetic and developmental factors play        critical roles in pathogenesis of schizophrenia, however, the precise etiological        mechanism of schizophrenia remains largely unknown. Over past decades, miRNAs        have emerged as an essential post-transcriptional regulator in gene expression        regulation. The importance of miRNA in brain development and neuroplasticity has        been well-established. Abnormal expression and dysfunction of miRNAs are known to        involve in the pathophysiology of many neuropsychiatric diseases including        schizophrenia. In this review, we summarized the recent findings in the        schizophrenia-associated dysregulation of miRNA and functional roles in the        development and pathogenesis of schizophrenia. We also discussed the potential        therapeutic implications of miRNA regulation in the illness.",efaa6a08b76eba0f8c9fee1e92fcfc190a94c56d,https://www.semanticscholar.org/paper/efaa6a08b76eba0f8c9fee1e92fcfc190a94c56d,29529357,PMC6490029,,False,CNS neuroscience & therapeutics,101473265,0.5492175221443176,0.06395348837209303,54,7.035,0.9402985074626866,0.7014925373134329,0.4366153087085504
10.1093/schbul/sbab046,miR-936 is Increased in Schizophrenia and Inhibits Neural Development and AMPA        Receptor-Mediated Synaptic Transmission.,2021.0,"MicroRNAs (miRNAs) are non-coding RNAs that regulate gene expression and play        important roles in the development and function of synapses. miR-936 is a        primate-specific miRNA increased in the dorsolateral prefrontal cortex (DLPFC) of        individuals with schizophrenia. The significance of miR-936 increase to        schizophrenia is unknown. Here, we show that miR-936 in the human DLPFC is        enriched in cortical layer 2/3 and expressed in glutamatergic and GABAergic        neurons. miR-936 is increased from layers 2 to 6 of the DLPFC in schizophrenia        samples. In neurons derived from human induced pluripotent stem cells (iNs),        miR-936 reduces the number of excitatory synapses, inhibits AMPA        receptor-mediated synaptic transmission, and increases intrinsic excitability.        These effects are mediated by its target gene TMOD2. These results indicate that        miR-936 restricts the number of synapses and the strength of glutamatergic        synaptic transmission by inhibiting TMOD2 expression. miR-936 upregulation in the        DLPFC, therefore, can reduce glutamatergic synapses and weaken excitatory        synaptic transmission, which underlie the synaptic pathology and hypofrontality        in schizophrenia.",1d1315b45f8d8896eaf5a953e0b500541965b4cd,https://www.semanticscholar.org/paper/1d1315b45f8d8896eaf5a953e0b500541965b4cd,33940617,PMC8530405,,False,Schizophrenia bulletin,236760,0.5486432313919067,0.04081632653061224,6,7.348,0.34328358208955223,0.7313432835820896,0.3421135298805632
10.3390/cells9061364,A Role for mir-26a in Stress: A Potential sEV Biomarker and Modulator of        Excitatory Neurotransmission.,2020.0,"Stress is a widespread problem in today's societies, having important        consequences on brain function. Among the plethora of mechanisms involved in the        stress response at the molecular level, the role of microRNAs (miRNAs) is        beginning to be recognized. The control of gene expression by these noncoding        RNAs makes them essential regulators of neuronal and synaptic physiology, and        alterations in their levels have been associated with pathological conditions and        mental disorders. In particular, the excitatory (i.e., glutamate-mediated)        neurotransmission is importantly affected by stress. Here, we found that loss of        miR-26a-5p (miR-26a henceforth) function in primary hippocampal neurons increased        the frequency and amplitude of miniature excitatory currents, as well as the        expression levels of the excitatory postsynaptic scaffolding protein PSD95.        Incubation of primary hippocampal neurons with corticosterone downregulated        miR-26a, an effect that mirrored our in vivo results, as miR-26a was        downregulated in the hippocampus as well as in blood serum-derived small        extracellular vesicles (sEVs) of rats exposed to two different stress paradigms        by movement restriction (i.e., stress by restraint in cages or by complete        immobilization in bags). Overall, these results suggest that miR-26a may be        involved in the generalized stress response and that a stress-induced        downregulation of miR-26a could have long-term effects on glutamate        neurotransmission.",cd20280e1557682fafaf9f5c9d5432b84cad8d2b,https://www.semanticscholar.org/paper/cd20280e1557682fafaf9f5c9d5432b84cad8d2b,32492799,PMC7349773,,False,Cells,101600052,0.546042263507843,0.017241379310344827,9,7.666,0.417910447761194,0.7761194029850746,0.34981370838843107
