Title,Abstract,PMID,PMCID,DOI,Cited Number,journal_title,Journal_id,impact_factor,relevance_score,cited_Normalized,impact_Normalized,final_score
The role of microRNAs in the pathophysiology of human central nervous system: A focus on neurodegenerative diseases,"microRNAs (miRNAs) are suggested to play substantial roles in regulating the development and various physiologic functions of the central nervous system (CNS). These include neurogenesis, cell fate and differentiation, morphogenesis, formation of dendrites, and targeting non-neural mRNAs. Notably, deregulation of an increasing number of miRNAs is associated with several neurodegenerative diseases including Alzheimer's disease, Parkinson's disease, multiple sclerosis, amyotrophic lateral sclerosis and CNS tumors. They are particularly known to affect the amyloid Î² (AÎ²) cleavage and accumulation, tau protein homeostasis, and expression of alpha-synuclein (Î±-syn), Parkin, PINK1, and brain-derived neurotrophic factor (BDNF) that play pivotal roles in the pathogenesis of neurodegenerative diseases. These include miR-16, miR-17-5p, miR-20a, miR-106a, miR-106b, miR-15a, miR-15b, miR-103, miR-107, miR-298, miR-328, miR-195, miR-485, and miR-29. In CNS tumors, several miRNAs, including miR-31, miR-16, and miR-21 have been identified to modulate tumorigenesis through impacting tumor invasion and apoptosis. In this review article, we have a look at the recent advances on our knowledge about the role of miRNAs in human brain development and functions, neurodegenerative diseases, and their clinical potentials.",37832609,,10.1016/j.arr.2023.102090,9,Ageing research reviews,101128963,11.788,0.8670357465744019,0.43812709030100333,0.882943143812709,0.7844354947673835
MicroRNAs in Neurodegenerative Diseases,"MicroRNAs are small noncoding RNAs that regulate gene expression at the posttranscriptional level in a sequence-specific manner. After their discovery in 1993, mounting data have provided compelling evidence for their causal involvement in several human diseases, such as cancer and disorders of the brain. MicroRNAs have been described as the main regulator of homeostasis in neurons, and their dysregulation results in pathological conditions in the brain. In this review, we will focus on the role of MicroRNAs as novel drug targets and biomarkers of the three main neurodegenerative disorders (Alzheimer's disease, Parkinson's diseases, and Huntington's disease) and their role in other neurological disorders including traumatic brain injury and status epilepticus.",28838542,,10.1016/bs.ircmb.2017.04.002,81,International review of cell and molecular biology,101475846,6.42,0.851212203502655,0.9431438127090301,0.6354515050167224,0.8264463856467434
AFM Imaging Reveals MicroRNA-132 to be a Positive Regulator of Synaptic Functions,"The modification of synaptic and neural connections in adults, including the formation and removal of synapses, depends on activity-dependent synaptic and structural plasticity. MicroRNAs (miRNAs) play crucial roles in regulating these changes by targeting specific genes and regulating their expression. The fact that somatic and dendritic activity in neurons often occurs asynchronously highlights the need for spatial and dynamic regulation of protein synthesis in specific milieu and cellular loci. MicroRNAs, which can show distinct patterns of enrichment, help to establish the localized distribution of plasticity-related proteins. The recent study using atomic force microscopy (AFM)-based nanoscale imaging reveals that the abundance of miRNA(miR)-134 is inversely correlated with the functional activity of dendritic spine structures. However, the miRNAs that are selectively upregulated in potentiated synapses, and which can thereby support prospective changes in synaptic efficacy, remain largely unknown. Using AFM force imaging, significant increases in miR-132 in the dendritic regions abutting functionally-active spines is discovered. This study provides evidence for miR-132 as a novel positive miRNA regulator residing in dendritic shafts, and also suggests that activity-dependent miRNAs localized in distinct sub-compartments of neurons play bi-directional roles in controlling synaptic transmission and synaptic plasticity.",38493494,PMC11077659,10.1002/advs.202306630,0,"Advanced science (Weinheim, Baden-Wurttemberg, Germany)",101664569,17.521,0.8504685759544373,0.0,0.9531772575250836,0.7009165970776791
The Dysregulation of microRNAs and the Role of Stress in the Pathogenesis of Mental Disorders,"MicroRNAs are endogenous small non-coding RNAs that regulate gene expression by means of partial complementarity to microRNA binding sites at their target genes. These molecules have emerged as key regulators of almost every biological process including accurate control of neuronal gene expression. The authors discuss the current state of microRNA research, including studies of psychiatric disorders (schizophrenia, autism spectrum disorder and affective disorders). Stress has also been shown to have a critical role in the development of psychiatric disorders, at least partially, through mechanisms related to neural plasticity. Synaptic connections in the brain undergo experience-dependent functional or morphological changes through complex pathways that are not yet fully understood, but for which microRNAs might have a critical role. The focus is on the role that microRNAs play in the development of psychiatric disorders and their potential to serve as biomarkers of disease as well as targets for pharmacological treatment.",30499408,,10.2174/1568026619666181130135253,4,Current topics in medicinal chemistry,101119673,3.57,0.8463238477706909,0.22073578595317725,0.23745819397993312,0.5994331046490367
MicroRNAs regulate synaptic plasticity underlying drug addiction,"Chronic use of drugs of abuse results in neurochemical, morphological and behavioral plasticity that underlies the emergence of compulsive drug seeking and vulnerability to relapse during periods of attempted abstinence. Identifying and reversing addiction-relevant plasticity is seen as a potential point of pharmacotherapeutic intervention in drug-addicted individuals. Despite considerable advances in our understanding of the actions of drugs of abuse in the brain, this information has thus far yielded few novel treatment options addicted individuals. MicroRNAs are small noncoding RNAs that can each regulate the translation of hundreds to thousands of messenger RNAs. The highly pleiotropic nature of miRNAs has focused attention on their contribution to addiction-relevant structural and functional plasticity in the brain and their potential utility as targets for medications development. In this review, we discuss the roles of miRNAs in synaptic plasticity underlying the development of addiction and then briefly discuss the possibility of using circulating miRNA as biomarkers for addiction.",28873276,PMC5837931,10.1111/gbb.12424,46,"Genes, brain, and behavior",101129617,3.708,0.8460696339607239,0.8695652173913043,0.26421404682274247,0.7343976332192437
MicroRNA-322 Cluster Promotes Tau Phosphorylation via Targeting Brain-Derived Neurotrophic Factor,"Brain-derived neurotrophic factor (BDNF) is a crucial regulator to support synaptic plasticity and neuronal survival, its significant decrease is a pathophysiological hallmark in Alzheimer's disease (AD) brains and accounts for poor prognosis. MicroRNAs (miRNAs) interfere with the translation of target mRNAs and control a variety of physiological and pathological processes. MiR-322 is the rodent homologue of human miR-424, it is involved in the modulation of cell differentiation, proliferation, apoptosis and metabolic activities in diverse tissues and organs. However, the roles and potential mechanisms of miR-322 remain elusive in AD pathogenesis. Here we observed miR-322 is significantly increased along with BDNF decrease in AD mouse brain. Bioinformatics prediction implicated that BDNF 3'-untranslated region (3'-UTR) possesses the putative target sequence of miR-322. Luciferase reporter assay identified that miR-322 can directly conjugate to BDNF 3'-UTR. The functional research showed that MiR-322 input deregulates BDNF expression at either mRNA or protein levels, whereas miR-322 silence restores BDNF expression in vitro. Furthermore, we found miR-322 promotes Tau phosphorylation via negatively controlling BDNF-TrkB receptor activation, otherwise MiR-322 silence restores TrkB activation and attenuates tau phosphorylation. Collectively, this study demonstrated a novel miRNA-dependent manner of BDNF degradation in AD pathogenesis, it may drive a miRNAs- or BDNF based therapeutic strategies against Alzheimer's disease.",29464486,,10.1007/s11064-018-2475-1,16,Neurochemical research,7613461,4.414,0.8366881012916565,0.5986622073578596,0.3511705685618729,0.6919794159589404
Recent Advances in the Roles of MicroRNA and MicroRNA-Based Diagnosis in Neurodegenerative Diseases,"Neurodegenerative diseases manifest as progressive loss of neuronal structures and their myelin sheaths and lead to substantial morbidity and mortality, especially in the elderly. Despite extensive research, there are few effective treatment options for the diseases. MicroRNAs have been shown to be involved in the developmental processes of the central nervous system. Mounting evidence suggest they play an important role in the development of neurodegenerative diseases such as Alzheimer's disease and Parkinson's disease. However, there are few reviews regarding the roles of miRNAs in neurodegenerative diseases. This review summarizes the recent developments in the roles of microRNAs in neurodegenerative diseases and presents the application of microRNA-based methods in the early diagnosis of these diseases.",36551041,PMC9776063,10.3390/bios12121074,2,Biosensors,101609191,5.743,0.8361535668373108,0.13043478260869565,0.5585284280936454,0.6394847822428547
Targeting MicroRNAs in Prevention and Treatment of Neurodegenerative Disorders,"Preclinical Research microRNAs (miRNAs) are small noncoding RNAs (ncRNAs) that are key regulators of gene expression. They act on wide range of targets by binding to mRNA via imperfect complementarity at 3' UTR. Evidence suggests that miRNAs regulate many biological processes including neuronal development, differentiation, and disease. Altered expression of several miRNAs has been reported in many neurodegenerative disorders (NDDs). Many miRNAs are altered in these diseases, but miRNA 15, miRNA 21, and miRNA 146a have been shown to play critical role in many neurodegenerative conditions. As these miRNAs regulate many genes, miRNA targeted approaches would allow concurrently targeting of multiple effectors of pathways that regulate disease progression. In this review, we describe the role of miRNAs in various NDDs and their potential as therapeutic tools in prevention and treatment of neurological conditions.",26359796,,10.1002/ddr.21277,14,Drug development research,8204468,5.004,0.8356177806854248,0.5518394648829431,0.4214046822742475,0.696019497842693
Role of microRNAs in neurodegeneration induced by environmental neurotoxicants and aging,"The progressive loss of neuronal structure and functions resulting in the death of neurons is considered as neurodegeneration. Environmental toxicants induced degeneration of neurons is accelerated with aging. In adult brains, most of the neurons are post-mitotic, and their loss results in the development of diseases like amyotrophic lateral sclerosis (ALS), Parkinson's disease (PD), Alzheimer's disease (AD), and Huntington's disease (HD). Neurodegenerative diseases have several similarities at the sub-cellular and molecular levels, such as synaptic degeneration, oxidative stress, inflammation, and cognitive decline, which are also known in brain aging. Identification of these similarities at the molecular level offers hope for the development of new therapeutics to ameliorate all neurodegenerative diseases simultaneously. Aging is known as the most strongly associated additive factor in the pathogenesis of neurodegenerative diseases. Studies carried out so far identified several genes, which are responsible for selective degeneration of neurons in different neurodegenerative diseases. Countless efforts have been made in identifying therapeutics for neurodegenerative diseases; however, the discovery of effective therapy remains elusive. Findings made in the last two decades identified microRNAs (miRNAs) as the most potent post-transcription regulatory RNA molecule, which can condition protein levels in the cell and tissue-specific manner. Identification of miRNAs, which regulate both neurotoxicant and aging-associated degeneration of brain cells, raises the possibility that roads leading to aging and neurotoxicant induced neurodegeneration cross at some point. Identification of miRNAs, which are common to aging and neurotoxicant induced neurodegeneration, will help in understanding the complex mechanism of neurodegenerative disease development. In the future, the use of natural miRNAs in vivo in therapy will be able to tackle several issues of aging and neurodegeneration. In the present review, we have provided a summary of findings made on the role of miRNAs in neurodegeneration and explored the common link made by miRNAs between aging and neurotoxicants induced neurodegeneration.",32283224,,10.1016/j.arr.2020.101068,13,Ageing research reviews,101128963,11.788,0.8333246111869812,0.5384615384615384,0.8862876254180602,0.7849445994881085
The Functional Role of microRNAs in the Pathogenesis of Tauopathy,"Tauopathies are neurodegenerative disorders which include Alzheimer's disease, Pick's disease, corticobasal degeneration, and progressive supranuclear palsy among others. Pathologically, they are characterized by the accumulation of highly phosphorylated and aggregated tau protein in different brain regions. Currently, the mechanisms responsible for their pathogenesis are not known, and for this reason, there is no cure. MicroRNAs (miRNAs) are abundantly present in the central nervous system where they act as master regulators of pathways considered important for tau post-translational modifications, metabolism, and clearance. Although in recent years, several miRNAs have been reported to be altered in tauopathy, we still do not know whether these changes contribute to the onset and progression of the disorder, or are secondary events following the development of tau neuropathology. Additionally, since miRNAs are relatively stable in biological fluids and their measurement is easy and non-invasive, these small molecules hold the potential to function as biomarkers for tauopathy. Herein, we showcase recent findings on the biological link between miRNAs and the pathogenesis of tauopathy, and present emerging evidence supporting their role as biomarkers and targets for novel therapies against them.",33050194,PMC7600742,10.3390/cells9102262,7,Cells,101600052,7.666,0.8281063437461853,0.36789297658862874,0.7290969899665551,0.716261799558748
Mechanism and Therapeutic Prospect of miRNAs in Neurodegenerative Diseases,"MicroRNAs (miRNAs) are the smallest class of noncoding RNAs, which widely exist in animals and plants. They can inhibit translation or overexpression by combining with mRNA and participate in posttranscriptional regulation of genes, resulting in reduced expression of target proteins, affecting the development, growth, aging, metabolism, and other physiological and pathological processes of animals and plants. It is a powerful negative regulator of gene expression. It mediates the information exchange between different cellular pathways in cellular homeostasis and stress response and regulates the differentiation, plasticity, and neurotransmission of neurons. In neurodegenerative diseases, in addition to the complex interactions between genetic susceptibility and environmental factors, miRNAs can serve as a promising diagnostic tool for diseases. They can also increase or reduce neuronal damage by regulating the body's signaling pathways, immune system, stem cells, gut microbiota, etc. They can not only affect the occurrence of diseases and exacerbate disease progression but also promote neuronal repair and reduce apoptosis, to prevent and slow down the development of diseases. This article reviews the research progress of miRNAs on the mechanism and treatment of neurodegenerative diseases in the nervous system. This trial is registered withNCT01819545,NCT02129452,NCT04120493,NCT04840823,NCT02253732,NCT02045056,NCT03388242,NCT01992029,NCT04961450,NCT03088839,NCT04137926,NCT02283073,NCT04509271,NCT02859428, andNCT05243017.",38058356,PMC10697780,10.1155/2023/8537296,0,Behavioural neurology,8914585,3.112,0.8279673457145691,0.0033444816053511705,0.1806020066889632,0.5335697050876044
MicroRNA-dependent control of neuroplasticity in affective disorders,"Affective disorders are a group of neuropsychiatric disorders characterized by severe mood dysregulations accompanied by sleep, eating, cognitive, and attention disturbances, as well as recurring thoughts of suicide. Clinical studies consistently show that affective disorders are associated with reduced size of brain regions critical for mood and cognition, neuronal atrophy, and synaptic loss in these regions. However, the molecular mechanisms that mediate these changes and thereby increase the susceptibility to develop affective disorders remain poorly understood. MicroRNAs (miRNAs or miRs) are small regulatory RNAs that repress gene expression by binding to the 3'UTR of mRNAs. They have the ability to bind to hundreds of target mRNAs and to regulate entire gene networks and cellular pathways implicated in brain function and plasticity, many of them conserved in humans and other animals. In rodents, miRNAs regulate synaptic plasticity by controlling the morphology of dendrites and spines and the expression of neurotransmitter receptors. Furthermore, dysregulated miRNA expression is frequently observed in patients suffering from affective disorders. Together, multiple lines of evidence suggest a link between miRNA dysfunction and affective disorder pathology, providing a rationale to consider miRNAs as therapeutic tools or molecular biomarkers. This review aims to highlight the most recent and functionally relevant studies that contributed to a better understanding of miRNA function in the development and pathogenesis of affective disorders. We focused on in vivo functional studies, which demonstrate that miRNAs control higher brain functions, including mood and cognition, in rodents, and that their dysregulation causes disease-related behaviors.",33941769,PMC8093191,10.1038/s41398-021-01379-7,19,Translational psychiatry,101562664,7.989,0.8264318704605103,0.6321070234113713,0.7792642140468228,0.7781333697679449
The role of microRNA-485 in neurodegenerative diseases,"Neurodegenerative diseases (NDDs) are age-related disorders characterized by progressive neurodegeneration and neuronal cell loss in the central nervous system. Neuropathological conditions such as the accumulation of misfolded proteins can cause neuroinflammation, apoptosis, and synaptic dysfunction in the brain, leading to the development of NDDs including Alzheimer's disease (AD) and Parkinson's disease (PD). MicroRNAs (miRNAs) are small noncoding RNA molecules that regulate gene expression post-transcriptionally via RNA interference. Recently, some studies have reported that some miRNAs play an important role in the development of NDDs by regulating target gene expression. MiRNA-485 (miR-485) is a highly conserved brain-enriched miRNA. Accumulating clinical reports suggest that dysregulated miR-485 may be involved in the pathogenesis of AD and PD. Emerging studies have also shown that miR-485 plays a novel role in the regulation of neuroinflammation, apoptosis, and synaptic function in the pathogenesis of NDDs. In this review, we introduce the biological characteristics of miR-485, provide clinical evidence of the dysregulated miR-485 in NDDs, novel roles of miR-485 in neuropathological events, and discuss the potential of targeting miR-485 as a diagnostic and therapeutic marker for NDDs.",35793556,,10.1515/revneuro-2022-0039,4,Reviews in the neurosciences,8711016,4.703,0.8174288272857666,0.22408026755852842,0.3779264214046823,0.6108586341641021
miRNA: local guardians of presynaptic function in plasticity and disease,"Environmental fitness is an essential component of animal survival. Fitness is achieved through responsive physiological plasticity of tissues across the entire body, and particularly in the nervous system. At the molecular level, neural plasticity is mediated via gene-environmental interactions whereby developmental cues and experience dependent input adapt neuronal function to ever changing demands. To this end, neuronal gene regulation must be coupled to changes in neural activity. Seminal discoveries of the 20th century demonstrated neural activity modifies gene expression through calcium-dependent gene transcription. Building on this model, recent work over the last two decades shows that mRNA products of transcriptional programming continue to be regulated in the neuron through the activity-dependent post-transcriptional action of microRNAs (miRNAs). miRNAs are special post-transcriptional regulators that can tune gene expression within the spatial and temporal requirements of synaptic compartments. This mode of gene regulation has proven to be essential for synaptic function and plasticity as miRNA loss of function is highly associated with neural disease. In this review we will discuss current perspective on the link between presynaptic plasticity and miRNA biogenesis in the neuron.",33586621,PMC8216186,10.1080/15476286.2020.1871214,8,RNA biology,101235328,4.766,0.8168451189994812,0.4080267558528428,0.39464882943143814,0.650642188456545
