PMID,Title,DOI,Abstract,PMCID,Journal_title,Journal_id
       Survey of a Representative Sample of Polish Citizens.",10.3390/healthcare11202714,"Biotechnology is developing at an ever-increasing pace, and the progressive 
       computerization of health care and research is making it increasingly easy to 
       share data. One of the fastest growing areas is biobanking. However, even with 
       the best equipment and the best trained staff, a biobank will be useless without 
       donors. For this reason, we have decided to gauge Polish citizens' awareness and 
       attitudes towards biobanking and their willingness to donate biological samples. 
       For this purpose the survey was conducted among a nationwide group of 1052 Poles 
       aged 18 and over where the totals for gender, age and place of residence were 
       selected according to their representation in the total population of adult 
       Poles. The survey was conducted using the Computer Assisted Web Interview (CAWI) 
       technique. Approximately two thirds of respondents N = 701 (66.6%) indicated that 
       they had heard of scientific studies in which samples of biological material such 
       as blood, saliva or urine are collected. More than half of respondents (N = 613, 
       58.3%) had a positive opinion regarding scientific research in which samples of 
       biological material are taken. Only N = 220 (20.9%) of respondents had previously 
       encountered the term biobanking. More than a half N = 687 (65.3%) of respondents 
       would participate in a scientific study that biobanked biological material and 
       health information. Almost half of the respondents (48.0%) would like specific 
       consent to be used in biobanking. In our study we observed a negligible 
       correlation between socio-demographic factors and a willingness to donate 
       biological material to a biobank. Considering the results presented above, the 
       level of knowledge and awareness of biobanks, and their role in scientific 
       research and the health care system, among Polish citizens is low and requires 
       education and information activities.",PMC10606933,"Healthcare (Basel, Switzerland)",101666525

37819913,"Specimen sharing for epidemic preparedness: Building a virtual biorepository 
       system from local governance to global partnerships.",10.1371/journal.pgph.0001568,"We present a framework for a federated, virtual biorepository system (VBS) with 
       locally collected and managed specimens, as a 'global public good' model based on 
       principles of equitable access and benefit sharing. The VBS is intended to 
       facilitate timely access to biological specimens and associated data for 
       outbreak-prone infectious diseases to accelerate the development and evaluation 
       of diagnostics, assess vaccine efficacy, and to support surveillance and research 
       needs. The VBS is aimed to be aligned with the WHO BioHub and other specimen 
       sharing efforts as a force multiplier to meet the needs of strengthening global 
       tools for countering epidemics. The purpose of our initial research is to lay the 
       basis of the collaboration, management and principles of equitable sharing 
       focused on low- and middle-income country partners. Here we report on surveys and 
       interviews undertaken with biorepository-interested parties to better understand 
       needs and barriers for specimen access and share examples from the ZIKAlliance 
       partnership on the governance and operations of locally organized 
       biorepositories.",PMC10566708,PLOS global public health,9918283779606676

37746090,"Building a rheumatology biobank for reliable basic/translational research and 
       precision medicine.",10.3389/fmed.2023.1228874,"Research biobanks are non-profit structures that collect, manipulate, store, 
       analyze and distribute systematically organized biological samples and data for 
       research and development purposes. Over the recent years, we have established a 
       biobank, the Rheumatology BioBank (RheumaBank) headed by the Medicine and 
       Rheumatology unit of the IRCCS Istituto Ortopedico Rizzoli (IOR) in Bologna, 
       Italy for the purpose of collecting, processing, storing, and distributing 
       biological samples and associated data obtained from patients suffering from 
       inflammatory joint diseases. RheumaBank is a research biobank, and its main 
       objective is to promote large-scale, high-quality basic, translational, and 
       clinical research studies that can help elucidate pathogenetic mechanisms and 
       improve personalization of treatment choice in patients with rheumatoid arthritis 
       (RA), psoriatic arthritis (PsA) and other spondyloarthritides (SpA).",PMC10513757,Frontiers in medicine,101648047

37509403,"Applied Molecular-Based Quality Control of Biobanked Samples for Multi-Omics 
       Approach.",10.3390/cancers15143742,"Biobanks are vital for high-throughput translational research, but the rapid 
       development of novel molecular techniques, especially in omics assays, poses 
       challenges to traditional practices and recommendations. In our study, we used 
       biospecimens from oncological patients in Polish clinics and collaborated with 
       the Indivumed Group. For serum/plasma samples, we monitored hemolysis, controlled 
       RNA extraction, assessed cDNA library quality and quantity, and verified NGS raw 
       data. Tissue samples underwent pathologic evaluation to confirm histology and 
       determine tumor content. Molecular quality control measures included evaluating 
       the RNA integrity number, assessing cDNA library quality and quantity, and 
       analyzing NGS raw data. Our study yielded the creation of distinct workflows for 
       conducting preanalytical quality control of serum/plasma and fresh-frozen tissue 
       samples. These workflows offer customization options to suit the capabilities of 
       different biobanking entities. In order to ensure the appropriateness of 
       biospecimens for advanced research applications, we introduced molecular-based 
       quality control methods that align with the demands of high-throughput assays. 
       The novelty of proposed workflows, rooted in innovative molecular techniques, 
       lies in the integration of these QC methods into a comprehensive schema 
       specifically designed for high-throughput research applications.",PMC10378006,Cancers,101526829

37189609,"The Stability of the Anti-Müllerian Hormone in Serum and Plasma Samples under 
       Various Preanalytical Conditions.",10.3390/diagnostics13081501,"The anti-Müllerian hormone (AMH) is a glycoprotein that plays an important role 
       in prenatal sex differentiation. It is used as a biomarker in polycystic ovary 
       syndrome (PCOS) diagnostics, as well as for estimating an individual's ovarian 
       reserve and the ovarian response to hormonal stimulation during in vitro 
       fertilization (IVF). The aim of this study was to test the stability of AMH 
       during various preanalytical conditions that are in accordance with the ISBER 
       (International Society for Biological and Environmental Repositories) protocol. 
       Plasma and serum samples were taken from each of the 26 participants. The samples 
       were then processed according to the ISBER protocol. AMH levels were measured in 
       all the samples simultaneously using the chemiluminescent kit ACCESS AMH in a 
       UniCel(®) DxI 800 Immunoassay System (Beckman Coulter, Brea, CA, USA). The study 
       proved that AMH retains a relatively high degree of stability during repeated 
       freezing and thawing in serum. AMH was shown to be less stable in plasma samples. 
       Room temperature proved to be the least suitable condition for the storage of 
       samples before performing the biomarker analysis. During the testing of storage 
       stability at 5-7 °C, the values decreased over time for all the plasma samples 
       but remained stable in the serum samples. We proved that AMH is highly stable 
       under various stress conditions. The anti-Müllerian hormone retained the greatest 
       stability in the serum samples.",PMC10137981,"Diagnostics (Basel, Switzerland)",101658402

37093689,"Biospecimen Digital Twins: Moving from a ""High Quality"" to a ""Fit-for-Purpose"" 
       Concept in the Era of Omics Sciences.",10.21873/cgp.20376,"The growing demand for personalized medicine we are currently witnessing has 
       given rise to more in-depth research in the field of biomarker discovery and, 
       thus, in biological banks that hold the ability to process, collect, store, and 
       distribute ""high-quality"" biological specimens. However, the notion of ""specimen 
       quality"" is subject to change with technological advancements. In this 
       perspective, we propose that the notion of sample quality should shift from a 
       broad definition of ""high-quality"" to a ""fit-for-purpose"" concept more suitable 
       for precision medicine studies. Digital twins are a digital replica of real 
       entities. These are largely adopted in any digitalized domain and are currently 
       finding applications in biomedicine. The adoption of digital twins for 
       biosamples, proposed in this paper, can provide prompt information about the 
       whole lifecycle of the physical twin (i.e., the biosample) and substantially 
       extend the possible matching criteria between the available samples and the 
       researchers' and physicians' requests. This fine-tuning matching could greatly 
       contribute to improving the ""fit-for-purpose"" quality, not only for studies based 
       on current needs, but also to improve the identification of the best available 
       samples in future situations, determined by the evolution of technologies and 
       biosciences. Assuming and exploiting a data-science view in our biobank 
       perspective, the more (accurate) data there are available, the more information 
       can be extrapolated from them, the more opportunities there are for matching 
       future, currently unknown, needs. This should be a mandatory principle that the 
       'time machines' called biobanks should follow.",PMC10148068,Cancer genomics & proteomics,101188791

36588831,"Need for a national oral cancer biobank for cutting-edge translational research 
       in developing countries.",10.4103/jomfp.jomfp_385_22,,PMC9802511,Journal of oral and maxillofacial pathology : JOMFP,101227995

35844964,"Harmonizing the COVID-19 sample biobanks: Barriers and opportunities for 
       standards, best practices and networks.",10.1016/j.bsheal.2022.06.003,"The coronavirus disease 2019 (COVID-19) pandemic has highlighted the practice of 
       infectious diseases biobanking, as well as existing challenges and opportunities. 
       Thus, the future of infectious diseases biobanking in the post-pandemic era, 
       shall not be an ""entry-level version"" of its counterpart in non-communicable 
       diseases and large population cohorts, but incorporate the lessons learned. 
       Biobanks constitute a critical research infrastructure supported by harmonized 
       practices through the implementation of international standards, and perceived 
       within the broader scope of healthcare's intersection with research. This 
       perspective paper considers the barriers in biobanking and standardization of 
       practices, as well as the emerging opportunities in the field.",PMC9270233,Biosafety and health,101768009

35801971,The Use of Human Tissues for Research: What Investigators Need to Know.,10.1177/02611929221107933,"While laboratory animals are necessary for some aspects of the development of 
       scientific and biomedical advances, including those of precision medicine, the 
       use of human tissues is necessary in order to explore the findings and ensure 
       that they are relevant to human systems. Many sources of human tissues exist, but 
       researchers - particularly those making the transition from animal to human 
       systems - may not be aware of how best to find quality sources of human tissues 
       or how best to use them in their research. In this article, we discuss the 
       advantages of using human tissues in research. In addition, we highlight some of 
       the major advances made possible through the use of human tissue, and describe 
       how human tissue is collected for research. We discuss the various types of 
       bioresources that make human tissue available, and advise on how investigators 
       can find and use appropriate bioresources to support their research - with the 
       hope that this information will help facilitate the transition from research on 
       animals to research using human tissues, as rapidly as is practicable.",PMC9427667,Alternatives to laboratory animals : ATLA,8110074

35304543,"A high-throughput real-time PCR tissue-of-origin test to distinguish blood from 
       lymphoblastoid cell line DNA for (epi)genomic studies.",10.1038/s41598-022-08663-6,"Lymphoblastoid cell lines (LCLs) derive from blood infected in vitro by 
       Epstein-Barr virus and were used in several genetic, transcriptomic and 
       epigenomic studies. Although few changes were shown between LCL and blood 
       genotypes (SNPs) validating their use in genetics, more were highlighted for 
       other genomic features and/or in their transcriptome and epigenome. This could 
       render them less appropriate for these studies, notably when blood DNA could 
       still be available. Here we developed a simple, high-throughput and 
       cost-effective real-time PCR approach allowing to distinguish blood from LCL DNA 
       samples based on the presence of EBV relative load and rearranged T-cell 
       receptors γ and β. Our approach was able to achieve 98.5% sensitivity and 100% 
       specificity on DNA of known origin (458 blood and 316 LCL DNA). It was further 
       applied to 1957 DNA samples from the CEPH Aging cohort comprising DNA of 
       uncertain origin, identifying 784 blood and 1016 LCL DNA. A subset of these DNA 
       was further analyzed with an epigenetic clock indicating that DNA extracted from 
       blood should be preferred to LCL for DNA methylation-based age prediction 
       analysis. Our approach could thereby be a powerful tool to ascertain the origin 
       of DNA in old collections prior to (epi)genomic studies.",PMC8933453,Scientific reports,101563288

35169862,"Laying the groundwork for the Biobank of Rare Malignant Neoplasms at the service 
       of the Hellenic Network of Precision Medicine on Cancer.",10.3892/ijo.2022.5321,"Biobanks constitute an integral part of precision medicine. They provide a 
       repository of biospecimens that may be used to elucidate the pathophysiology, 
       support diagnoses, and guide the treatment of diseases. The pilot biobank of rare 
       malignant neoplasms has been established in the context of the Hellenic Network 
       of Precision Medicine on Cancer and aims to enhance future clinical and/or 
       research studies in Greece by collecting, processing, and storing rare malignant 
       neoplasm samples with associated data. The biobank currently comprises 
       553 samples; 384 samples of hematopoietic and lymphoid tissue malignancies, 
       72 samples of pediatric brain tumors and 97 samples of malignant skin neoplasms. 
       In this article, sample collections and their individual significance in clinical 
       research are described in detail along with computational methods developed 
       specifically for this project. A concise review of the Greek biobanking landscape 
       is also delineated, in addition to recommended technologies, methodologies and 
       protocols that were integrated during the creation of the biobank. This project 
       is expected to re‑enforce current clinical and research studies, introduce 
       advances in clinical and genetic research and potentially aid in future targeted 
       drug discovery. It is our belief that the future of medical research is entwined 
       with accessible, effective, and ethical biobanking and that our project will 
       facilitate research planning in the '‑omic' era by contributing high‑quality 
       samples along with their associated data.",PMC8878762,International journal of oncology,9306042

35147251,"Interferon epsilon and preterm birth subtypes; a new piece of the type I 
       interferon puzzle during pregnancy?",10.1111/aji.13526,"PROBLEM: Interferon epsilon (IFNε) is a unique type I IFN that is expressed in 
       response to sex steroids. Studies suggest that type I IFNs regulate 
       inflammation-induced preterm birth (PTB), but no study has examined the role of 
       IFNε in human pregnancy. METHOD OF STUDY: We used stored vaginal swabs between 8 
       and 26 weeks of gestation from the Global Alliance to Prevent Prematurity and 
       Stillbirth (GAPPS) biobank and measured IFNε by enzyme-linked immunosorbent assay 
       (ELISA). A total of 29 women with spontaneous preterm births, 34 women with 
       medically indicated preterm births, and 134 women with term births were included. 
       Secondary outcomes included a preterm birth with chorioamnionitis and 
       preeclampsia with a preterm birth. Logistic regression calculated odds ratios 
       (OR) and 95% confidence intervals (CI) adjusting for maternal age, race, body 
       mass index, prior pregnancy complications, lower genital tract infections, 
       chronic health conditions, and gestational age at blood draw. RESULTS AND 
       CONCLUSIONS: There was no significant association between IFNε and spontaneous 
       preterm birth (OR(adj) 1.0, 0.8-1.3) or chorioamnionitis (OR(adj) 1.6, 0.7-3.5). 
       A trend toward increased odds of medically indicated preterm birth (OR(adj) . 
       1.3, 1.0-1.8) was observed. This was likely due to elevated IFNε among women with 
       preterm preeclampsia (OR(adj) . 2.0, 95% CI 1.3-3.2). While exploratory, our 
       novel findings suggest that larger longitudinal studies of IFNε across human 
       pregnancy may be warranted.",PMC9978937,"American journal of reproductive immunology (New York, N.Y. : 1989)",8912860

35024075,Biobanking in dentistry: A review.,10.1016/j.jdsr.2021.12.002,"Biobanks are not-for-profit services for the collection, processing, storage and 
       distribution of biological samples and data for research and diagnostic purposes. 
       In dentistry, biological materials and data obtained from questionnaires 
       investigating oral conditions can be stored and used for large-scale studies on 
       oral and systemic diseases. To give some examples: gene expression microarrays 
       obtained on biobanked specimens were used in the identification of genetic 
       alterations in oral cancer; efforts to identify genetic mechanisms behind dental 
       caries have been based on an integrative analysis of transcriptome-wide 
       associations and messenger RNA expression. One of the largest studies on facial 
       pain was conducted using Biobank data. Cryopreservation of dental pulp stem cells 
       is a common practice in tooth biobanks. With the exception of teeth and pulp, 
       also leftover oral soft and hard tissues may represent a source of healthy 
       samples that has rarely been exploited as yet. While biobanks are increasingly 
       attracting the attention of the scientific community and becoming economically 
       sustainable, a systematic approach to this resource in dentistry seems to be 
       lacking. This review illustrates the applications of biobanking in dentistry, 
       describing biobanked pathological and healthy samples and data, and discussing 
       future developments.",PMC8728430,The Japanese dental science review,101481371

34784361,"The transfer temperature from slow cooling to cryogenic storage is critical for 
       optimal recovery of cryopreserved mammalian cells.",10.1371/journal.pone.0259571,"Cryopreservation is a key step for the effective delivery of many cell therapies 
       and for the maintenance of biological materials for research. The preservation 
       process must be carefully controlled to ensure maximum, post-thaw recovery using 
       cooling rates slow enough to allow time for cells to cryodehydrate sufficiently 
       to avoid lethal intracellular ice. This study focuses on determining the 
       temperature necessary at the end of controlled slow cooling before transfer to 
       cryogenic storage which ensures optimal recovery of the processed cell samples. 
       Using nucleated, mammalian cell lines derived from liver (HepG2), ovary (CHO) and 
       bone tissue (MG63) this study has shown that cooling must be controlled to -40°C 
       before transfer to long term storage to ensure optimal cell recovery. No further 
       advantage was seen by controlling cooling to lower temperatures. These results 
       are consistent with collected differential scanning calorimetry data, that 
       indicated the cells underwent an intracellular, colloidal glass transition 
       between -49 and -59°C (Tg'i) in the presence of the cryoprotective agent dimethyl 
       sulfoxide (DMSO). The glass forms at the point of maximum cryodehydration and no 
       further cellular dehydration is possible. At this point the risk of lethal 
       intracellular ice forming on transfer to ultra-low temperature storage is 
       eliminated. In practice it may not be necessary to continue slow cooling to below 
       this temperature as optimal recovery at -40°C indicates that the cells have 
       become sufficiently dehydrated to avoid further, significant damage when 
       transferred into ultra-low temperature storage.",PMC8594829,PloS one,101285081

34583056,Biorepository best practices for research and clinical investigations.,10.1016/j.cct.2021.106572,"Translational research requires good quality specimens to ensure the integrity of 
       research results. Clinical research must rely not only on quality specimens, but 
       as well on clinical annotation for consistent, accurate and verifiable scientific 
       and clinical outcomes. In laboratory research performed on a specimen by a single 
       investigator, quality control is easily maintained. In a multi-site clinical 
       research network, the numerous steps for biospecimens from procurement through 
       transport, processing, storage and ultimately testing requires strict 
       standardization of operational workflows and procedures. The practices of a 
       central biorepository can inform and contribute to best practices regarding 
       clinical research specimen integrity for multi-site clinical research.",PMC9275522,Contemporary clinical trials,101242342

34381837,"Progress, but at the Expense of Male Power? Institutional Resistance to Gender 
       Equality in an Irish University.",10.3389/fsoc.2021.696446,"Gender equality is a whole-organization endeavor. Building on Agócs (Journal of 
       Business Ethics, 1997, 16 (9), 917-931) concept of institutionalized resistance 
       this article undertakes a feminist critique of policy and practice around 
       internal promotions to the equivalent of Associate Professor level in one Irish 
       university (called the Case Study University). This university was selected 
       because of its low proportion of women in senior academic positions. The 
       methodology is a single case study design, employing documentary analysis, 
       including secondary data. Since 2013 the proportion of women at Associate 
       Professor in the Case Study University increased significantly (bringing them 
       close to the national average): this being associated with increased 
       transparency, with the cascade model in the background. However, men's ""chances"" 
       have varied little over time and at 1:4 are the highest in Irish universities. 
       This article uses Agócs (Journal of Business Ethics, 1997, 16 (9), 917-931) 
       stages of institutional resistance to show that while some changes have been 
       made, ongoing institutionalized resistance is reflected in its failure to accept 
       responsibility for change as reflected in its refusal to challenge the ""core 
       mission"" and restricting the focus to ""fixing the women""; and its failure to 
       implement change by focusing on ""busy-ness"" which does not challenge power and 
       colluding with foot-dragging and slippage in key areas. It is suggested that such 
       institutional resistance reflects the enactment of hidden or stealth power. The 
       article implicitly raises questions about the intractability and the covertness 
       of men's power and privilege and the conditions under which women's ""chances"" are 
       allowed to improve, thus providing insights into the extent and nature of 
       institutional resistance.",PMC8350130,Frontiers in sociology,101777459

34380020,"EBiSC best practice: How to ensure optimal generation, qualification, and 
       distribution of iPSC lines.",10.1016/j.stemcr.2021.07.009,"Disease-relevant human induced pluripotent stem cells (iPSCs) are generated 
       worldwide for research purposes; however, without robust and practical ethical, 
       legal, and quality standards, there is a high risk that their true potential will 
       not be realized. Best practices for tissue procurement, iPSC reprogramming, 
       day-to-day cultivation, quality control, and data management aligned with an 
       ethical and legal framework must be included into daily operations to ensure 
       their promise is maximized. Here we discuss key learning experiences from 7 years 
       of operating the European Bank for induced Pluripotent Stem Cells (EBiSC) and 
       recommend how to incorporate solutions into a daily management framework.",PMC8365092,Stem cell reports,101611300

34255145,"Basic principles of biobanking: from biological samples to precision medicine for 
       patients.",10.1007/s00428-021-03151-0,"The term ""biobanking"" is often misapplied to any collection of human biological 
       materials (biospecimens) regardless of requirements related to ethical and legal 
       issues or the standardization of different processes involved in tissue 
       collection. A proper definition of biobanks is large collections of biospecimens 
       linked to relevant personal and health information (health records, family 
       history, lifestyle, genetic information) that are held predominantly for use in 
       health and medical research. In addition, the International Organization for 
       Standardization, in illustrating the requirements for biobanking (ISO 
       20387:2018), stresses the concept of biobanks being legal entities driving the 
       process of acquisition and storage together with some or all of the activities 
       related to collection, preparation, preservation, testing, analysing and 
       distributing defined biological material as well as related information and data. 
       In this review article, we aim to discuss the basic principles of biobanking, 
       spanning from definitions to classification systems, standardization processes 
       and documents, sustainability and ethical and legal requirements. We also deal 
       with emerging specimens that are currently being generated and shaping the 
       so-called next-generation biobanking, and we provide pragmatic examples of 
       cancer-associated biobanking by discussing the process behind the construction of 
       a biobank and the infrastructures supporting the implementation of biobanking in 
       scientific research.",PMC8275637,Virchows Archiv : an international journal of pathology,9423843

34216325,"The biobank of barretos cancer hospital: 14 years of experience in cancer 
       research.",10.1007/s10561-021-09941-9,"Despite the developments in cancer research over years, cancer is still one of 
       the leading causes of death worldwide. In Brazil, the number of cancer cases for 
       the several next years (2020-2022) is expected to increase up to 625,000. Thus, 
       translational research has been vital to determine the potential risk, 
       prognostic, and predictive biomarkers in cancer. Therefore, Barretos Cancer 
       Hospital implemented a biobank (BB-BCH) in 2006, which is responsible for 
       processing, storage, and provision of biological materials from cancer and 
       non-cancer participants. Hence, this article aimed to describe BB-BCH's history, 
       experiences, and outcomes and explore its impact on Brazilian translational 
       oncology research scenario. BB-BCH has a multidisciplinary team who are 
       responsible for guaranteeing the quality of all processes as recommended by 
       international guidelines for biobanks. Furthermore, BB-BCH has ample equipment to 
       ensure the quality of all material requested by researchers as genetic material 
       (DNA and RNA) and/or entire biospecimens. From 2006 to 2019, BB-BCH contained 
       252,069 samples from 44,933 participants, the whole collection is represented by 
       15 different types of biospecimens collected from them. According to our data, 
       the most collected and stored topography in men is head and neck (29%); in women 
       is breast (28%); and in children is torso and limb (27%) samples. Finally, we 
       supported national and international consortia and projects such as The Cancer 
       Genome Atlas. BB-BCH is a vital knowledge source for scientific community, 
       enabling the development of high-quality studies, with a wide variety of tumor 
       categories and high national representativeness of Brazilian population.",,Cell and tissue banking,100965121

34178874,"Establishment of biobank facility at Endocrinology and Metabolism Research 
       Institute of Iran: experiences, challenges, and future outlook.",10.1007/s40200-021-00781-8,"Biobanking as an emerging procedure referring to the development of sample 
       storage technologies which provide essential structures for conducting research. 
       This paper presents the experiences and challenges faced while establishing the 
       non-communicable diseases (NCDs)-dedicated biobank at Endocrinology and 
       Metabolism Research Institute (EMRI) in Iran, such as infrastructure, Laboratory 
       Information Management System (LIMS), ethical and legal aspects, sample 
       collection, preservation, and quality control (QC). NCDs are a major health 
       problem around the world and in Iran, which is access to biological samples are 
       required to understanding and planning to these diseases. The main objectives of 
       the EMRI biobank is currently the collection and storage of biological samples 
       such as blood, serum, plasma, urine and DNA from patients with NCDs including 
       diabetes mellitus osteoporosis and elderly population based on cohort and 
       cross-sectional studies. The biobank of EMRI aims to have a major impact on the 
       NCDs by supplying biological samples for national and international research 
       projects.",PMC8212262,Journal of diabetes and metabolic disorders,101590741

34117264,"Urinary exosome microRNA signatures as a noninvasive prognostic biomarker for 
       prostate cancer.",10.1038/s41525-021-00212-w,"Predicting the risk of metastasis before starting prostate cancer (PCa) treatment 
       can minimize the overtreatment of indolent cases and help choosing appropriate 
       treatment. The levels of circulating microRNAs (miRNAs) from body fluids can be 
       used as noninvasive prognostic biomarkers. In this study, urinary exosomal miRNA 
       expression profiles of 149 PCas were determined and the miRNAs associated with 
       metastasis were identified: miR-21, miR-16, miR-142-3p, miR-451, and miR-636. 
       When evaluating clinical factors together, miR-21, miR-451, miR-636, and 
       preoperative prostate-specific antigen (PSA) level remained significant in the 
       multivariate analysis. Based on them, we developed a ""Prostate Cancer Metastasis 
       Risk Scoring (PCa-MRS)"" model. The PCa-MRS showed superior stratification power 
       (AUC = 0.925) to preoperative PSA or clinical Gleason score. Patients with high 
       scores showed significantly poorer biochemical recurrence-free survival than 
       those with low scores (P = 6.53 × 10(-10)). Our results showed the potential of 
       urinary exosomal miRNAs as noninvasive markers for predicting metastasis and 
       prognosis in PCa patients.",PMC8196022,NPJ genomic medicine,101685193

34042498,Recommendations for a Dutch Sustainable Biobanking Environment.,10.1089/bio.2021.0011,"Biobanks and their collections are considered essential for contemporary 
       biomedical research and a critical resource toward personalized medicine. 
       However, they need to operate in a sustainable manner to prevent research waste 
       and maximize impact. Sustainability is the capacity of a biobank to remain 
       operative, effective, and competitive over its expected lifetime. This remains a 
       challenge given a biobank's position at the interplay of ethical, societal, 
       scientific, and commercial values and the difficulties in finding continuous 
       funding. In the end, biobanks are responsible for their own sustainability. 
       Still, biobanks also depend on their surrounding environment, which contains 
       overarching legislative, policy, financial, and other factors that can either 
       impede or promote sustainability. The Biobanking and Biomolecular Research 
       Infrastructure for The Netherlands (BBMRI.nl) has worked on improving the 
       national environment for sustainable biobanking. In this article, we present the 
       final outcomes of this BBMRI.nl project. First, we summarize the current 
       overarching challenges of the Dutch biobanking landscape. These challenges were 
       gathered during workshops and focus groups with Dutch biobanks and their users, 
       for which the full results are described in separate reports. The main 
       overarching challenges relate to sample and data quality, funding, use and reuse, 
       findability and accessibility, and the general image of biobanks. Second, we 
       propose a package of recommendations-across nine themes-toward creating 
       overarching conditions that stimulate and enable sustainable biobanking. These 
       recommendations serve as a guideline for the Dutch biobanking community and their 
       stakeholders to jointly work toward practical implementation and a better 
       biobanking environment. There are undoubtedly parallels between the Dutch 
       situation and the challenges found in other countries. We hope that sharing our 
       project's approach, outcomes, and recommendations will support other countries in 
       their efforts toward sustainable biobanking.",PMC8217590,Biopreservation and biobanking,101507284

33958852,"Quality Considerations When Using Tissue Samples for Biomarker Studies in Cancer 
       Research.",10.1177/11772719211009513,"Tissue obtained from biobanks is frequently employed in biomarker studies. 
       Biomarkers define objective, measurable characteristics of biological and 
       biomedical procedures and have been used as indicators of clinical outcome. This 
       article outlines some of the steps scientists should consider when embarking on 
       biomarker research in cancer research using samples from biobanks and the 
       importance and challenges of linking clinical data to biological samples.",PMC8060748,Biomarker insights,101288638

33814897,"Strengthening the global network for sharing of marine biological collections: 
       recommendations for a new agreement for biodiversity beyond national 
       jurisdiction.",10.1093/icesjms/fsaa227,"Biological collections are fundamental to marine scientific research and 
       understanding of biodiversity at various scales. Despite their key importance, 
       sample collections and the institutes that house them are often underfunded and 
       receive comparatively little attention in the discussions associated with global 
       biodiversity agreements. Furthermore, access to collections can be limited by 
       inadequate systems, infrastructure, and networks. With negotiations underway for 
       a new implementing agreement on biodiversity beyond national jurisdiction, marine 
       genetic resources (MGR), including questions on the sharing of benefits, remains 
       the most debated and contentious element. Disparities remain between States 
       regarding access to and utilization of marine biological samples (including MGR) 
       from areas beyond national jurisdiction. Addressing capacity gaps related to 
       collections could provide a point of agreement during negotiations and enhance 
       global inclusivity in access to and utilization of MGR. Here, we examine both 
       existing capacity and regional gaps in marine collections. We propose the 
       strengthening of a distributed network of marine biological collections, building 
       on existing initiatives and emphasizing best practices to bridge regional gaps. 
       Our recommendations include: promoting scientific best practice for the curation 
       of collections; alignment with ocean observing, and sampling initiatives; a 
       potential pairing scheme for collections in developing and developed States; 
       raising awareness of collections and benefits to marine science including through 
       a global registry/directory; and promoting sustainable funding mechanisms to 
       support collections and sustain global generation of contributors and users.",PMC7988798,ICES journal of marine science : journal du conseil,101284786

33376744,"Morocco's First Biobank: Establishment, Ethical Issues, Biomedical Research 
       Opportunities, and Challenges.",10.1155/2020/8812609,"BACKGROUND: Biobanks are highly organized infrastructures that allow the storage 
       of human biological specimens associated with donors' personal and clinical data. 
       These infrastructures play a key role in the development of translational medical 
       research. In this context, we launched, in November 2015, the first biobank in 
       Morocco (BRO Biobank) in order to promote biomedical research and provide 
       opportunities to include Moroccan and North African ethnic groups in 
       international biomedical studies. Here, we present the setup and the sample 
       characteristics of BRO Biobank. METHODS: Patients were recruited at several 
