PMID,Title,DOI,Abstract,PMCID,Journal_title,Journal_id
       when in developmental time gliomagenesis intersects with normal trajectories can 
       greatly inform our understanding of tumor biology. Here, we review how elapsing 
       time impacts the developmental principles of astrocyte (AS) and oligodendrocyte 
       (OL) lineages, and how these same temporal programs are replicated, distorted, or 
       circumvented in pathological settings such as gliomas. Additionally, we discuss 
       how normal gliogenic processes can inform our understanding of the temporal 
       progression of gliomagenesis, including when in developmental time gliomas 
       originate, thrive, and can be pushed towards upon therapeutic coercion.",PMC10847444,Communications biology,101719179

37881491,"TP53-PTEN-NF1 depletion in human brain organoids produces a glioma phenotype in 
       vitro.",10.3389/fonc.2023.1279806,"Glioblastoma (GBM) is fatal and the study of therapeutic resistance, disease 
       progression, and drug discovery in GBM or glioma stem cells is often hindered by 
       limited resources. This limitation slows down progress in both drug discovery and 
       patient survival. Here we present a genetically engineered human cerebral 
       organoid model with a cancer-like phenotype that could provide a basis for 
       GBM-like models. Specifically, we engineered a doxycycline-inducible vector 
       encoding shRNAs enabling depletion of the TP53, PTEN, and NF1 tumor suppressors 
       in human cerebral organoids. Designated as inducible short hairpin-TP53-PTEN-NF1 
       (ish-TPN), doxycycline treatment resulted in human cancer-like cerebral organoids 
       that effaced the entire organoid cytoarchitecture, while uninduced ish-TPN 
       cerebral organoids recapitulated the normal cytoarchitecture of the brain. 
       Transcriptomic analysis revealed a proneural GBM subtype. This proof-of-concept 
       study offers a valuable resource for directly investigating the emergence and 
       progression of gliomas within the context of specific genetic alterations in 
       normal cerebral organoids.",PMC10597663,Frontiers in oncology,101568867

37784036,"Exosomes-mediated transfer of LINC00691 regulates the formation of CAFs and 
       promotes the progression of gastric cancer.",10.1186/s12885-023-11373-5,"OBJECTIVE: Gastric cancer (GC) is one of the malignant tumors with the highest 
       mortality worldwide. Our previous studies have revealed that LINC00691 is 
       up-regulated in serum of GC patients as a novel potential biomarker for GC 
       diagnosis and prognosis. However, the roles of serum exosomal LINC00691 in GC has 
       not been clarified. This study aimed to find the expression pattern of serum 
       exosomal LINC00691 in GC patients and the correlation between the level of serum 
       exosomal LINC00691 and the pathology of gastric cancer patients. METHODS: We 
       collected the serum of 94 GC patients before surgery and extracted exosomes to 
       detect the expression level of exosomal LINC00691, with 21 healthy volunteers and 
       17 patients with benign gastric diseases as controls. Surgical GC tissues and 
       paired healthy tissues were collected to culture primary cancer-associated 
       fibroblasts (CAFs) and normal fibroblasts (NFs). We then treated NFs with 
       LINC00691-rich GC cell culture supernatant or exosomes and detected the 
       activation markers and biological functions of the fibroblasts. RESULTS: The 
       results of real-time qPCR indicated that the serum exosomal LINC00691 of GC 
       patients was significantly higher than that of healthy subjects and patients with 
       benign gastric diseases, and was associated with the clinicopathology of GC 
       patients. More interestingly, when the NFs were treated with GC exosomes, the 
       level of LINC00691 was significantly increased, the cell proliferation and 
       migration were noticeably enhanced, and the ability to accelerate GC cell 
       proliferation and invasion was promoted, which means that the induced fibroblasts 
       gained the properties of CAFs. In addition, we found that knockdown of LINC00691 
       and the use of the JAK2/STAT3 signaling pathway inhibitor ruxolitinib effectively 
       deprived exosome-containing GC cell supernatants of the effects on NFs. 
       CONCLUSION: Our study suggested that exosomal LINC00691 promoted NFs to gained 
       the properties of CAFs depending on JAK2/STAT3 signaling pathway as a potential 
       diagnostic biomarker for GC.",PMC10544540,BMC cancer,100967800

37451272,"Tissue factor is a critical regulator of radiation therapy-induced glioblastoma 
       remodeling.",10.1016/j.ccell.2023.06.007,"Radiation therapy (RT) provides therapeutic benefits for patients with 
       glioblastoma (GBM), but inevitably induces poorly understood global changes in 
       GBM and its microenvironment (TME) that promote radio-resistance and recurrence. 
       Through a cell surface marker screen, we identified that CD142 (tissue factor or 
       F3) is robustly induced in the senescence-associated β-galactosidase 
       (SA-βGal)-positive GBM cells after irradiation. F3 promotes clonal expansion of 
       irradiated SA-βGal(+) GBM cells and orchestrates oncogenic TME remodeling by 
       activating both tumor-autonomous signaling and extrinsic coagulation pathways. 
       Intratumoral F3 signaling induces a mesenchymal-like cell state transition and 
       elevated chemokine secretion. Simultaneously, F3-mediated focal hypercoagulation 
       states lead to activation of tumor-associated macrophages (TAMs) and 
       extracellular matrix (ECM) remodeling. A newly developed F3-targeting agent 
       potently inhibits the aforementioned oncogenic events and impedes tumor relapse 
       in vivo. These findings support F3 as a critical regulator for therapeutic 
       resistance and oncogenic senescence in GBM, opening potential therapeutic 
       avenues.",PMC10530238,Cancer cell,101130617

37351164,"SPI1-mediated MIR222HG transcription promotes proneural-to-mesenchymal transition 
       of glioma stem cells and immunosuppressive polarization of macrophages.",10.7150/thno.82590,"Background: Glioma stem cells (GSCs) are a key factor in glioblastoma (GBM) 
       development and treatment resistance. GSCs can be divided into the mesenchymal 
       (MES) and proneural (PN) subtypes, and these two subtypes of GSCs can undergo 
       interconversion under certain conditions. MES GSCs have higher malignancy and 
       radioresistance and are closely associated with an immunosuppressive 
       microenvironment. Long noncoding RNAs (lncRNAs) play a broad role in GBM, while 
       the role of GSCs subtype remains unknown. Methods: We performed RNA sequencing to 
       explore the lncRNA expression profile in MES- and PN-subtype GBM tissues. The 
       biological function of a host gene-MIR222HG-in GBM development was confirmed in 
       vitro and in vivo. Specifically, RNA sequencing, RNA pulldown, mass spectrometry, 
       RIP, ChIP, luciferase reporter assays and Co-IP were performed. Results: 
       MIR222HG, the expression of which can be induced by SPI1, has high levels in MES 
       GBM tissues. Functionally, we demonstrated that MIR222HG promotes the MES 
       transition and radioresistance in GSCs in vivo and in vitro. Mechanistically, 
       MIR222HG can bind to the YWHAE/HDAC5 complex to promote the MES transition of 
       GSCs through H4 deacetylation. Moreover, cotranscribed miR221 and miR222 can be 
       delivered to macrophages via exosomes to target SOCS3, causing immunosuppressive 
       polarization. Finally, PLX-4720 sensitivity is associated with SPI1 expression 
       and acts on MES GSCs to enhance radiosensitivity. Conclusions: This study 
       demonstrates that targeting SPI1 to block transcription of the MIR222HG cluster 
       helps to reduce radioresistance and combat the immunosuppressive microenvironment 
       in GBM. PLX-4720 is a potential GBM drug and radiosensitizer.",PMC10283056,Theranostics,101552395

37284615,Neurooncology: 2021 update.,10.17879/freeneuropathology-2021-3271,"This article briefly presents 10 topics that were selected by the author as 'top 
       10 discoveries' published in 2020 in the broader field of neurooncological 
       pathology including neurosciences as well as clinical neurooncology of interest 
       for neurooncological pathology. The selected topics concern new information on 
       the molecular characteristics of gliomas (infratentorial IDH-mutant diffuse 
       astrocytomas, pediatric low-grade gliomas, infant-type high-grade gliomas, 
       hypermutation in gliomas), the immunological aspects of the brain tumor 
       microenvironment (TME), the impact of the TME on preclinical glioma models, and 
       the importance of lymphatic drainage on brain tumor surveillance. Furthermore, 
       important papers were published on two 'new' genetic syndromes predisposing to 
       medulloblastoma, on liquid biopsy-based diagnosis of central nervous system (CNS) 
       tumors, and on the 'microbiome' in glioblastomas (and other cancers). In the last 
       part of this review, a dozen of papers are given as examples of papers that did 
       not make it to the top 10 list of the author, underscoring the subjective 
       component in the selection process. Acknowledging that 2020 will be remembered as 
       the year in which the world changed because of the COVID-19 pandemic, some of the 
       consequences of this pandemic for neurooncological pathology are briefly 
       discussed as well. Hopefully, this review forms an incentive to appreciate the 
       wealth of information provided by the papers that were used as building blocks 
       for the present manuscript.",PMC10210005,Free neuropathology,101768755

37248629,Applications of organoid technology to brain tumors.,10.1111/cns.14272,"Lacking appropriate model impedes basic and preclinical researches of brain 
       tumors. Organoids technology applying on brain tumors enables great 
       recapitulation of the original tumors. Here, we compared brain tumor organoids 
       (BTOs) with common models including cell lines, tumor spheroids, and 
       patient-derived xenografts. Different BTOs can be customized to research 
       objectives and particular brain tumor features. We systematically introduce the 
       establishments and strengths of four different BTOs. BTOs derived from patient 
       somatic cells are suitable for mimicking brain tumors caused by germline 
       mutations and abnormal neurodevelopment, such as the tuberous sclerosis complex. 
       BTOs derived from human pluripotent stem cells with genetic manipulations endow 
       for identifying and understanding the roles of oncogenes and processes of 
       oncogenesis. Brain tumoroids are the most clinically applicable BTOs, which could 
       be generated within clinically relevant timescale and applied for drug screening, 
       immunotherapy testing, biobanking, and investigating brain tumor mechanisms, such 
       as cancer stem cells and therapy resistance. Brain organoids co-cultured with 
       brain tumors (BO-BTs) own the greatest recapitulation of brain tumors. Tumor 
       invasion and interactions between tumor cells and brain components could be 
       greatly explored in this model. BO-BTs also offer a humanized platform for 
       testing the therapeutic efficacy and side effects on neurons in preclinical 
       trials. We also introduce the BTOs establishment fused with other advanced 
       techniques, such as 3D bioprinting. So far, over 11 brain tumor types of BTOs 
       have been established, especially for glioblastoma. We conclude BTOs could be a 
       reliable model to understand brain tumors and develop targeted therapies.",PMC10493676,CNS neuroscience & therapeutics,101473265

37046694,"TCF12 Deficiency Impairs the Proliferation of Glioblastoma Tumor Cells and 
       Improves Survival.",10.3390/cancers15072033,"Isocitrate dehydrogenase (IDH)-wild-type glioblastoma (GBM) is the most common 
       and aggressive primary brain tumor which carries a very poor overall prognosis 
       and is universally fatal. Understanding the transcriptional regulation of the 
       proliferation of GBM tumor cells is critical for developing novel and effective 
       treatments. In this study, we investigate the role of the transcription factor 
       TCF12 in the regulation of GBM proliferation using human and murine GBM cell 
       lines and an in vivo GBM xenograft model. Our study shows that TCF12 deficiency 
       severely impairs proliferation of tumor cells in vitro by disrupting/blocking the 
       G1 to S phase transition. We also discover that TCF12 loss significantly improves 
       animal survival and that TCF12-deficient tumors grow much slower in vivo. 
       Overexpression of TCF12, on the other hand, leads to an increase in the 
       proliferation of tumor cells in vitro and more aggressive tumor progression in 
       vivo. Interestingly, loss of TCF12 leads to upregulation of signature genes of 
       the oligodendrocytic lineage in GBM stem cells, suggesting a role for TCF12 in 
       inhibiting differentiation along the oligodendrocytic lineage. Transcriptomic 
       data also reveals that loss of TCF12 leads to dysregulation of the expression of 
       key genes in the cell cycle. Our work demonstrates critical roles of TCF12 in GBM 
       tumor progression.",PMC10093168,Cancers,101526829

37004686,"Considerations for modelling diffuse high-grade gliomas and developing clinically 
       relevant therapies.",10.1007/s10555-023-10100-7,"Diffuse high-grade gliomas contain some of the most dangerous human cancers that 
       lack curative treatment options. The recent molecular stratification of gliomas 
       by the World Health Organisation in 2021 is expected to improve outcomes for 
       patients in neuro-oncology through the development of treatments targeted to 
       specific tumour types. Despite this promise, research is hindered by the lack of 
       preclinical modelling platforms capable of recapitulating the heterogeneity and 
       cellular phenotypes of tumours residing in their native human brain 
       microenvironment. The microenvironment provides cues to subsets of glioma cells 
       that influence proliferation, survival, and gene expression, thus altering 
       susceptibility to therapeutic intervention. As such, conventional in vitro 
       cellular models poorly reflect the varied responses to chemotherapy and 
       radiotherapy seen in these diverse cellular states that differ in transcriptional 
       profile and differentiation status. In an effort to improve the relevance of 
       traditional modelling platforms, recent attention has focused on human 
       pluripotent stem cell-based and tissue engineering techniques, such as 
       three-dimensional (3D) bioprinting and microfluidic devices. The proper 
       application of these exciting new technologies with consideration of tumour 
       heterogeneity and microenvironmental interactions holds potential to develop more 
       applicable models and clinically relevant therapies. In doing so, we will have a 
       better chance of translating preclinical research findings to patient 
       populations, thereby addressing the current derisory oncology clinical trial 
       success rate.",PMC10348989,Cancer metastasis reviews,8605731

36982186,"Differential Transcriptome Responses in Human THP-1 Macrophages Following 
       Exposure to T98G and LN-18 Human Glioblastoma Secretions: A Simplified 
       Bioinformatics Approach to Understanding Patient-Glioma-Specific Effects on 
       Tumor-Associated Macrophages.",10.3390/ijms24065115,"A common theme in glioma disease progression is robust infiltration of immune 
       cells within the tumor microenvironment, resulting in a state of chronic 
       inflammation. This disease state is characterized by an abundance of CD68(+) 
       microglia and CD163(+) bone marrow-derived macrophages with the greater the 
       percentage of CD163(+) cells, the poorer the prognosis. These macrophages are 
       ""cold,"" in that their phenotype is of an alternatively activated state 
       (M0-M2-like) supporting tumor growth rather than being engaged with classically 
       activated, pro-inflammatory, and anti-tumor activities, referred to as ""hot"", or 
       M1-like. Herein, we have developed an in vitro approach that uses two human 
       glioma cell lines, T98G and LN-18, which exhibit a variety of differing mutations 
       and characteristics, to demonstrate their disparate effects on differentiated 
       THP-1 macrophages. We first developed an approach to differentiating THP-1 
       monocytes to macrophages with mixed transcriptomic phenotypes we regard as 
       M0-like macrophages. We then found that supernatants from the two different 
       glioma cell lines induced different gene expression profiles in THP-1 
       macrophages, suggesting that from patient to patient, gliomas may be considered 
       as different diseases. This study suggests that in addition to standard glioma 
       treatment modalities, transcriptome profiling of the effects of cultured glioma 
       cells on a standard THP-1 macrophage in vitro model may lead to future druggable 
       targets that aim to reprogram tumor-associated macrophages towards an anti-tumor 
       phenotype.",PMC10049238,International journal of molecular sciences,101092791

36877162,"Microenvironment-Driven Dynamic Chromatin Changes in Glioblastoma Recapitulate 
       Early Neural Development at Single-Cell Resolution.",10.1158/0008-5472.CAN-22-2872,"The tumor microenvironment is necessary for recapitulating the intratumoral 
       heterogeneity and cell state plasticity found in human primary glioblastoma 
       (GBM). Conventional models do not accurately recapitulate the spectrum of GBM 
       cellular states, hindering elucidation of the underlying transcriptional 
       regulation of these states. Using our glioblastoma cerebral organoid model, we 
       profiled the chromatin accessibility of 28,040 single cells in five 
       patient-derived glioma stem cell lines. Integration of paired epigenomes and 
       transcriptomes within the context of tumor-normal host cell interactions was used 
       to probe the gene-regulatory networks underlying individual GBM cellular states 
       in a way not readily possible in other in vitro models. These analyses identified 
       the epigenetic underpinnings of GBM cellular states and characterized dynamic 
       chromatin changes reminiscent of early neural development that underlie GBM cell 
       state transitions. Despite large differences between tumors, a shared cellular 
       compartment made up of neural progenitor-like cells and outer radial glia-like 
       cells was observed. Together, these results shed light on the transcriptional 
       regulation program in GBM and offer novel therapeutic targets across a broad 
       range of genetically heterogenous GBMs. SIGNIFICANCE: Single-cell analyses 
       elucidate the chromatin landscape and transcriptional regulation of glioblastoma 
       cellular states and identify a radial glia-like population, providing potential 
       targets to disrupt cell states and improve therapeutic efficacy.",PMC11022245,Cancer research,2984705R

36865302,"A cell state specific metabolic vulnerability to GPX4-dependent ferroptosis in 
       glioblastoma.",10.1101/2023.02.22.529581,"Glioma cells hijack developmental transcriptional programs to control cell state. 
       During neural development, lineage trajectories rely on specialized metabolic 
       pathways. However, the link between tumor cell state and metabolic programs is 
       poorly understood in glioma. Here we uncover a glioma cell state-specific 
       metabolic liability that can be leveraged therapeutically. To model cell state 
       diversity, we generated genetically engineered murine gliomas, induced by 
       deletion of p53 alone (p53) or with constitutively active Notch signaling (N1IC), 
       a pathway critical in controlling cellular fate. N1IC tumors harbored quiescent 
       astrocyte-like transformed cell states while p53 tumors were predominantly 
       comprised of proliferating progenitor-like cell states. N1IC cells exhibit 
       distinct metabolic alterations, with mitochondrial uncoupling and increased ROS 
       production rendering them more sensitive to inhibition of the lipid 
       hydroperoxidase GPX4 and induction of ferroptosis. Importantly, treating 
       patient-derived organotypic slices with a GPX4 inhibitor induced selective 
       depletion of quiescent astrocyte-like glioma cell populations with similar 
       metabolic profiles.",PMC9980114,bioRxiv : the preprint server for biology,101680187

36831643,"A Simple 3D Cell Culture Method for Studying the Interactions between Human 
       Mesenchymal Stromal/Stem Cells and Patients Derived Glioblastoma.",10.3390/cancers15041304,"We have developed a 3D biosphere model using patient-derived cells (PDCs) from 
       glioblastoma (GBM), the major form of primary brain tumors in adult, plus 
       cancer-activated fibroblasts (CAFs), obtained by culturing mesenchymal stem cells 
       with GBM conditioned media. The effect of MSC/CAFs on the proliferation, 
       cell-cell interactions, and response to treatment of PDCs was evaluated. 
       Proliferation in the presence of CAFs was statistically lower but the spheroids 
       formed within the 3D-biosphere were larger. A treatment for 5 days with 
       Temozolomide (TMZ) and irradiation, the standard therapy for GBM, had a marked 
       effect on cell number in monocultures compared to co-cultures and influenced 
       cancer stem cells composition, similar to that observed in GBM patients. 
       Mathematical analyses of spheroids growth and morphology confirm the similarity 
       with GBM patients. We, thus, provide a simple and reproducible method to obtain 
       3D cultures from patient-derived biopsies and co-cultures with MSC with a near 
       100% success. This method provides the basis for relevant in vitro functional 
       models for a better comprehension of the role of tumor microenvironment and, for 
       precision and/or personalized medicine, potentially to predict the response to 
       treatments for each GBM patient.",PMC9954562,Cancers,101526829

36831595,"Modeling Human Brain Tumors and the Microenvironment Using Induced Pluripotent 
       Stem Cells.",10.3390/cancers15041253,"Brain cancer is a group of diverse and rapidly growing malignancies that 
       originate in the central nervous system (CNS) and have a poor prognosis. The 
       complexity of brain structure and function makes brain cancer modeling extremely 
       difficult, limiting pathological studies and therapeutic developments. 
       Advancements in human pluripotent stem cell technology have opened a window of 
       opportunity for brain cancer modeling, providing a wealth of customizable methods 
       to simulate the disease in vitro. This is achieved with the advent of genome 
       editing and genetic engineering technologies that can simulate germline and 
       somatic mutations found in human brain tumors. This review investigates induced 
       pluripotent stem cell (iPSC)-based approaches to model human brain cancer. The 
       applications of iPSCs as renewable sources of individual brain cell types, brain 
       organoids, blood-brain barrier (BBB), and brain tumor models are discussed. The 
       brain tumor models reviewed are glioblastoma and medulloblastoma. The 
       iPSC-derived isogenic cells and three-dimensional (3D) brain cancer organoids 
       combined with patient-derived xenografts will enhance future compound screening 
       and drug development for these deadly human brain cancers.",PMC9954701,Cancers,101526829

36744875,"Glioblastoma and cerebral organoids: development and analysis of an in vitro 
       model for glioblastoma migration.",10.1002/1878-0261.13389,"It is currently challenging to adequately model the growth and migration of 
       glioblastoma using two-dimensional (2D) in vitro culture systems as they quickly 
       lose the original, patient-specific identity and heterogeneity. However, with the 
       advent of three-dimensional (3D) cell cultures and human-induced pluripotent stem 
       cell (iPSC)-derived cerebral organoids (COs), studies demonstrate that the 
       glioblastoma-CO (GLICO) coculture model helps to preserve the phenotype of the 
       patient-specific tissue. Here, we aimed to set up such a model using mature COs 
       and develop a pipeline for subsequent analysis of cocultured glioblastoma. Our 
       data demonstrate that the growth and migration of the glioblastoma cell line 
       within the mature COs are significantly increased in the presence of 
       extracellular matrix proteins, shortening the time needed for glioblastoma to 
       initiate migration. We also describe in detail the method for the visualization 
       and quantification of these migrating cells within the GLICO model. Lastly, we 
       show that this coculture model (and the human brain-like microenvironment) can 
       significantly transform the gene expression profile of the established U87 
       glioblastoma cell line into proneural and classical glioblastoma cell types.",PMC10061278,Molecular oncology,101308230

36566384,A review of protocols for brain organoids and applications for disease modeling.,10.1016/j.xpro.2022.101860,"Recent breakthroughs in human stem cell technologies have enabled the generation 
       of 3D brain organoid platforms for modeling human neurodevelopment and disease. 
       Here, we review advances in brain organoid development, approaches for generating 
       whole-brain or cerebral organoids and region-specific brain organoids, and their 
       applications in disease modeling. We present a comprehensive overview of various 
       brain organoid generation protocols, including culture steps, media, timelines, 
       and technical considerations associated with each protocol, and highlight the 
       advantages and disadvantages of each protocol. We also discuss the current 
       limitations as well as increasing sophistication of brain organoid technology, 
       and future directions for the field. These insights provide a valuable assessment 
       of multiple commonly used brain organoid models and main considerations for 
       investigators who are considering implementing brain organoid technologies in 
       their laboratories.",PMC9803834,STAR protocols,101769501

36497454,"Three-Dimensional Cell Culture Systems in Pediatric and Adult Brain Tumor 
       Precision Medicine.",10.3390/cancers14235972,"Primary brain tumors often possess a high intra- and intertumoral heterogeneity, 
       which fosters insufficient treatment response for high-grade neoplasms, leading 
       to a dismal prognosis. Recent years have seen the emergence of patient-specific 
       three-dimensional in vitro models, including organoids. They can mimic primary 
       parenteral tumors more closely in their histological, transcriptional, and 
       mutational characteristics, thus approximating their intratumoral heterogeneity 
       better. These models have been established for entities including glioblastoma 
       and medulloblastoma. They have proven themselves to be reliable platforms for 
       studying tumor generation, tumor-TME interactions, and prediction of 
       patient-specific responses to establish treatment regimens and new personalized 
       therapeutics. In this review, we outline current 3D cell culture models for adult 
       and pediatric brain tumors, explore their current limitations, and summarize 
       their applications in precision oncology.",PMC9738956,Cancers,101526829

36358948,"Identification of a Fibroblast-Related Prognostic Model in Glioma Based on 
       Bioinformatics Methods.",10.3390/biom12111598,"BACKGROUND: Glioma is the most common primary tumor of the central nervous system 
       with a high lethality rate. This study aims to mine fibroblast-related genes with 
       prognostic value and construct a corresponding prognostic model. METHODS: A 
       glioma-related TCGA (The Cancer Genome Atlas) cohort and a CGGA (Chinese Glioma 
       Genome Atlas) cohort were incorporated into this study. Variance expression 
       profiling was executed via the ""limma"" R package. The ""clusterProfiler"" R package 
       was applied to perform a GO (Gene Ontology) analysis. The Kaplan-Meier (K-M) 
       curve, LASSO regression analysis, and Cox analyses were implemented to determine 
       the prognostic genes. A fibroblast-related risk model was created and affirmed by 
       independent cohorts. We derived enriched pathways between the fibroblast-related 
       high- and low-risk subgroups using gene set variation analysis (GSEA). The immune 
