arxivId,Title,Year,Semantic Scholar ID,URL
,Laser-captured microglia in the Alzheimer's and Parkinson's brain reveal unique regional expression profiles and suggest a potential role for hepatitis B in the Alzheimer's brain,2018,08d4b951df7337ea669b11ac3d74f2a6fc2d14bf,https://www.semanticscholar.org/paper/08d4b951df7337ea669b11ac3d74f2a6fc2d14bf
,PET Imaging of Microglial Activation—Beyond Targeting TSPO,2018,f9e10b58d67ebf289c1948e6068a729137930560,https://www.semanticscholar.org/paper/f9e10b58d67ebf289c1948e6068a729137930560
,2018 Alzheimer's disease facts and figures,2018,ab43362d0b11b22a2990fae7310765ca67f1c4f2,https://www.semanticscholar.org/paper/ab43362d0b11b22a2990fae7310765ca67f1c4f2
,NLRP3 Inflammasome Inhibitor Ameliorates Amyloid Pathology in a Mouse Model of Alzheimer’s Disease,2018,259f316c19f41b979d424d991429a705f85b3aca,https://www.semanticscholar.org/paper/259f316c19f41b979d424d991429a705f85b3aca
,Counteracting the effects of TNF receptor‐1 has therapeutic potential in Alzheimer's disease,2018,55bb02912d7b2d10bf556ed7a2259dcab5997e32,https://www.semanticscholar.org/paper/55bb02912d7b2d10bf556ed7a2259dcab5997e32
,The Evolving Dialogue of Microglia and Neurons in Alzheimer’s Disease: Microglia as Necessary Transducers of Pathology,2018,ce5785fb152d260fabfa146f0e55f3cc9137abe9,https://www.semanticscholar.org/paper/ce5785fb152d260fabfa146f0e55f3cc9137abe9
,A transcriptomic atlas of aged human microglia,2018,4a4c66ced7b16f2559b5e439653388e3a31bafc3,https://www.semanticscholar.org/paper/4a4c66ced7b16f2559b5e439653388e3a31bafc3
,Blood–brain barrier breakdown in Alzheimer disease and other neurodegenerative disorders,2018,4d92c092b2819e1ed90219e4dbb45c7fe3d87806,https://www.semanticscholar.org/paper/4d92c092b2819e1ed90219e4dbb45c7fe3d87806
,Diverse Brain Myeloid Expression Profiles Reveal Distinct Microglial Activation States and Aspects of Alzheimer's Disease Not Evident in Mouse Models.,2018,680e93dff751e51b55513a45fd61286ab6f75ca6,https://www.semanticscholar.org/paper/680e93dff751e51b55513a45fd61286ab6f75ca6
,Purinergic receptors P2Y12R and P2X7R: potential targets for PET imaging of microglia phenotypes in multiple sclerosis,2017,06bf1de354d2f8ff152848130a501685bb48c871,https://www.semanticscholar.org/paper/06bf1de354d2f8ff152848130a501685bb48c871
,Microglia-derived ASC specks cross-seed amyloid-β in Alzheimer’s disease,2017,cb17ef0ab08a09442fa73b451fad4635f8d4ab3b,https://www.semanticscholar.org/paper/cb17ef0ab08a09442fa73b451fad4635f8d4ab3b
,Erythromyeloid-Derived TREM2: A Major Determinant of Alzheimer’s Disease Pathology in Down Syndrome,2017,b2ea31b9dd3c320fd35f19becd26f34d2d5fdeca,https://www.semanticscholar.org/paper/b2ea31b9dd3c320fd35f19becd26f34d2d5fdeca
,Markers of microglia in post-mortem brain samples from patients with Alzheimer’s disease: a systematic review,2017,e5949829ae3ceaae34bfcf16f48d721be73cc26b,https://www.semanticscholar.org/paper/e5949829ae3ceaae34bfcf16f48d721be73cc26b
,Microglia show altered morphology and reduced arborization in human brain during aging and Alzheimer's disease,2017,0b4355dd99a2028b7abb5a1292c5787bf1e09043,https://www.semanticscholar.org/paper/0b4355dd99a2028b7abb5a1292c5787bf1e09043
,Temporal Tracking of Microglia Activation in Neurodegeneration at Single-Cell Resolution,2017,759bc4c7eb3751a22b93cf5d5c243157c1749cd8,https://www.semanticscholar.org/paper/759bc4c7eb3751a22b93cf5d5c243157c1749cd8
,The TREM2-APOE Pathway Drives the Transcriptional Phenotype of Dysfunctional Microglia in Neurodegenerative Diseases.,2017,1785de4a79cd2110e10fb8f2b479aef720550d2c,https://www.semanticscholar.org/paper/1785de4a79cd2110e10fb8f2b479aef720550d2c
,Microglia emerge as central players in brain disease,2017,65f70357c5ba311eac23b9ed1e75acb1724191c2,https://www.semanticscholar.org/paper/65f70357c5ba311eac23b9ed1e75acb1724191c2
,Absence of CX3CR1 impairs the internalization of Tau by microglia,2017,a0f797a8b6e59528b78d13b0215d21e196f44992,https://www.semanticscholar.org/paper/a0f797a8b6e59528b78d13b0215d21e196f44992
,TREM2 Maintains Microglial Metabolic Fitness in Alzheimer’s Disease,2017,0cd2262f57a1f38a02b92bd46ca70f0bc3858205,https://www.semanticscholar.org/paper/0cd2262f57a1f38a02b92bd46ca70f0bc3858205
,Tau-imaging in neurodegeneration.,2017,2e4988666570b37d757cb787036189572653232e,https://www.semanticscholar.org/paper/2e4988666570b37d757cb787036189572653232e
,TREM2 in Neurodegenerative Diseases,2017,ac51af9995edb441f0ce4fdc384908daa6e83675,https://www.semanticscholar.org/paper/ac51af9995edb441f0ce4fdc384908daa6e83675
,Biomarkers for Alzheimer Disease: Classical and Novel Candidates’ Review,2017,3150281f45777ec2ac90a8f48e20040a47471461,https://www.semanticscholar.org/paper/3150281f45777ec2ac90a8f48e20040a47471461
,Transcriptomic analysis of purified human cortical microglia reveals age-associated changes,2017,8d2b5393ec7f7a363292e5e305e15da374993835,https://www.semanticscholar.org/paper/8d2b5393ec7f7a363292e5e305e15da374993835
,Minocycline reduces inflammatory parameters in the brain structures and serum and reverses memory impairment caused by the administration of amyloid β (1-42) in mice,2017,016705ecff6cfb4493d52f951f2744ddb082762b,https://www.semanticscholar.org/paper/016705ecff6cfb4493d52f951f2744ddb082762b
,Immune hyperreactivity of Aβ plaque-associated microglia in Alzheimer's disease,2017,95c5f7f1a16d04fb72bd478db1ab8c486d1b67c9,https://www.semanticscholar.org/paper/95c5f7f1a16d04fb72bd478db1ab8c486d1b67c9
,Reply: Beneficial effect of interleukin-2-based immunomodulation in Alzheimer-like pathology.,2017,eec07709aa129d00e4ee80e3144370dbbe7fddc5,https://www.semanticscholar.org/paper/eec07709aa129d00e4ee80e3144370dbbe7fddc5
,"Reactive Astrocytes: Production, Function, and Therapeutic Potential.",2017,e312ecd8d31f75530d005a763f46ca3876069602,https://www.semanticscholar.org/paper/e312ecd8d31f75530d005a763f46ca3876069602
,A Unique Microglia Type Associated with Restricting Development of Alzheimer’s Disease,2017,212eb732533a5fd49e8706b1400b83aa51ea9f89,https://www.semanticscholar.org/paper/212eb732533a5fd49e8706b1400b83aa51ea9f89
,"Aging Microglia—Phenotypes, Functions and Implications for Age-Related Neurodegenerative Diseases",2017,86bf191eb0529e75975115b601f7893dcc30531d,https://www.semanticscholar.org/paper/86bf191eb0529e75975115b601f7893dcc30531d
,Complement C3 deficiency protects against neurodegeneration in aged plaque-rich APP/PS1 mice,2017,9b3f6a14369dd65bfc394e92ccb26bd20b83ccd0,https://www.semanticscholar.org/paper/9b3f6a14369dd65bfc394e92ccb26bd20b83ccd0
,Cerebral blood flow regulation and neurovascular dysfunction in Alzheimer disease,2017,04102fb60ae2f42f8899d92d1642adec855af4d2,https://www.semanticscholar.org/paper/04102fb60ae2f42f8899d92d1642adec855af4d2
,"Effect of long-term omega 3 polyunsaturated fatty acid supplementation with or without multidomain intervention on cognitive function in elderly adults with memory complaints (MAPT): a randomised, placebo-controlled trial",2017,cfb1a7b4bf7902bff84af0d9b7c080ed927ab531,https://www.semanticscholar.org/paper/cfb1a7b4bf7902bff84af0d9b7c080ed927ab531
,Diagnostic function of the neuroinflammatory biomarker YKL-40 in Alzheimer’s disease and other neurodegenerative diseases,2017,f68a45778d25ba3e425814ac3ffb64986bf8896d,https://www.semanticscholar.org/paper/f68a45778d25ba3e425814ac3ffb64986bf8896d
,Recent Progress in the Development of TSPO PET Ligands for Neuroinflammation Imaging in Neurological Diseases,2017,d83dd351ec5bfb055d0fc5d22fcb414d71f41928,https://www.semanticscholar.org/paper/d83dd351ec5bfb055d0fc5d22fcb414d71f41928
,Depiction of microglial activation in aging and dementia: Positron emission tomography with [11C]DPA713 versus [11C](R)PK11195,2017,0e0d84c69d2e5244a6f741b2d2330578bc2a2723,https://www.semanticscholar.org/paper/0e0d84c69d2e5244a6f741b2d2330578bc2a2723
,Autophagy and Microglia: Novel Partners in Neurodegeneration and Aging,2017,07fa38da1310a8c0a590a6e6a0ec67ed611f2163,https://www.semanticscholar.org/paper/07fa38da1310a8c0a590a6e6a0ec67ed611f2163
,An early and late peak in microglial activation in Alzheimer’s disease trajectory,2017,92d51e7e2d1f0138a222a5e84b757deb6a9783b7,https://www.semanticscholar.org/paper/92d51e7e2d1f0138a222a5e84b757deb6a9783b7
,Inflammation in Alzheimer’s disease: Lessons learned from microglia-depletion models,2017,0a003d18f1d4e68b6c2cdfd16f3aa4a09e9d2b4e,https://www.semanticscholar.org/paper/0a003d18f1d4e68b6c2cdfd16f3aa4a09e9d2b4e
,Inflammasomes as therapeutic targets for Alzheimer's disease,2017,f0f2731b2a22a5baa85d8f3b1cb736b48eb87e4c,https://www.semanticscholar.org/paper/f0f2731b2a22a5baa85d8f3b1cb736b48eb87e4c
,Opposing effects of progranulin deficiency on amyloid and tau pathologies via microglial TYROBP network,2017,0e2a72bb1b23f3ff400b9d2ba6296fff176ae0ee,https://www.semanticscholar.org/paper/0e2a72bb1b23f3ff400b9d2ba6296fff176ae0ee
,Large Soluble Oligomers of Amyloid β-Protein from Alzheimer Brain Are Far Less Neuroactive Than the Smaller Oligomers to Which They Dissociate,2017,6f06c36c863f8a5f00f73f976a65ae85ad709bb5,https://www.semanticscholar.org/paper/6f06c36c863f8a5f00f73f976a65ae85ad709bb5
,Resveratrol regulates neuro-inflammation and induces adaptive immunity in Alzheimer’s disease,2017,97e340c5d45537c4c46bf0bbb3ac567530ff9c26,https://www.semanticscholar.org/paper/97e340c5d45537c4c46bf0bbb3ac567530ff9c26
,Danger‐associated molecular patterns in Alzheimer’s disease,2017,b12b165aa3be3c51b74dbe3e74c53141f418937f,https://www.semanticscholar.org/paper/b12b165aa3be3c51b74dbe3e74c53141f418937f
,"Interleukin-2 improves amyloid pathology, synaptic failure and memory in Alzheimer’s disease mice",2016,a34b96cb57eeefd113fca449315a75ec2f0b43f2,https://www.semanticscholar.org/paper/a34b96cb57eeefd113fca449315a75ec2f0b43f2
,"The endocytic pathway in microglia during health, aging and Alzheimer’s disease",2016,64153f211921400ce1a0a4dc4ea6f1c18756dc04,https://www.semanticscholar.org/paper/64153f211921400ce1a0a4dc4ea6f1c18756dc04
,Soluble phospho-tau from Alzheimer’s disease hippocampus drives microglial degeneration,2016,bdf4c0410cdab0fd63e1b60f204bebb197511fe0,https://www.semanticscholar.org/paper/bdf4c0410cdab0fd63e1b60f204bebb197511fe0
,Distinct inflammatory phenotypes of microglia and monocyte‐derived macrophages in Alzheimer's disease models: effects of aging and amyloid pathology,2016,5f386c1650f7122f07749f20971629e03d5c5e03,https://www.semanticscholar.org/paper/5f386c1650f7122f07749f20971629e03d5c5e03
,"Differential Kv1.3, KCa3.1, and Kir2.1 expression in “classically” and “alternatively” activated microglia",2016,00c478305f4bd9560183730a96f4894b9ea16f39,https://www.semanticscholar.org/paper/00c478305f4bd9560183730a96f4894b9ea16f39
,Acceleration of Amyloidosis by Inflammation in the Amyloid-Beta Marmoset Monkey Model of Alzheimer’s Disease,2016,d591468e18ac5f7fc45caa1ca784a1780e07800e,https://www.semanticscholar.org/paper/d591468e18ac5f7fc45caa1ca784a1780e07800e
,Inhomogeneous distribution of Iba‐1 characterizes microglial pathology in Alzheimer's disease,2016,03665ae28779f71f748151cdca815c92ddc4bd58,https://www.semanticscholar.org/paper/03665ae28779f71f748151cdca815c92ddc4bd58
,A polarizing question: do M1 and M2 microglia exist?,2016,1792453506d65e60288b77c373ecfee9a5d65a6e,https://www.semanticscholar.org/paper/1792453506d65e60288b77c373ecfee9a5d65a6e
,"
 11C-PBR28 binding to translocator protein increases with progression of Alzheimer's disease",2016,c5f10418784a3f0cb82c1b3ce9908d55c0eb9ad1,https://www.semanticscholar.org/paper/c5f10418784a3f0cb82c1b3ce9908d55c0eb9ad1
,Folic Acid Supplementation Mitigates Alzheimer's Disease by Reducing Inflammation: A Randomized Controlled Trial,2016,3fd303222c85064661330143c6f3e9f163f295a8,https://www.semanticscholar.org/paper/3fd303222c85064661330143c6f3e9f163f295a8
,Microglial immunophenotype in dementia with Alzheimer’s pathology,2016,d92afa77d6303f5f8d18fd5c07df7d6916f721e7,https://www.semanticscholar.org/paper/d92afa77d6303f5f8d18fd5c07df7d6916f721e7
,CSF and blood biomarkers for the diagnosis of Alzheimer's disease: a systematic review and meta-analysis,2016,9b3db5cbd8dab968b8950009220721208cf57ef8,https://www.semanticscholar.org/paper/9b3db5cbd8dab968b8950009220721208cf57ef8
,Neuroinflammation in Alzheimer's disease: Current evidence and future directions,2016,a661ddd88dcbe108b191d815773d5eddd93f4da1,https://www.semanticscholar.org/paper/a661ddd88dcbe108b191d815773d5eddd93f4da1
,Brain trauma elicits non-canonical macrophage activation states,2016,9056c049de33c815dbfaa53272d184e8f4f3e1c2,https://www.semanticscholar.org/paper/9056c049de33c815dbfaa53272d184e8f4f3e1c2
,Complement and microglia mediate early synapse loss in Alzheimer mouse models,2016,263283a8a909a408c17db247008120af75a16aa9,https://www.semanticscholar.org/paper/263283a8a909a408c17db247008120af75a16aa9
,Neuroinflammation: the devil is in the details,2016,4fa6108c1caa0d7f91fbda607c7c762b40c9f4ff,https://www.semanticscholar.org/paper/4fa6108c1caa0d7f91fbda607c7c762b40c9f4ff
,TREM2-mediated early microglial response limits diffusion and toxicity of amyloid plaques,2016,2230bd8f6bd57c232850ce4952473de6f833134f,https://www.semanticscholar.org/paper/2230bd8f6bd57c232850ce4952473de6f833134f
,IL-33 ameliorates Alzheimer’s disease-like pathology and cognitive decline,2016,1eac3f908af98105c0179fde2edb52b24e9f5d0c,https://www.semanticscholar.org/paper/1eac3f908af98105c0179fde2edb52b24e9f5d0c
,"The dual roles of cytokines in Alzheimer’s disease: update on interleukins, TNF-α, TGF-β and IFN-γ",2016,99a61d03d9701d820fa20f5cfc3fc37963552bcf,https://www.semanticscholar.org/paper/99a61d03d9701d820fa20f5cfc3fc37963552bcf
,Early and protective microglial activation in Alzheimer's disease: a prospective study using 18F-DPA-714 PET imaging.,2016,9746dece167dc0121dc680df6d269704c96af9ab,https://www.semanticscholar.org/paper/9746dece167dc0121dc680df6d269704c96af9ab
,Immunosenescence of microglia and macrophages: impact on the ageing central nervous system.,2016,dc19c3600ca507b8f799857a67b4a7dbd0ab6b98,https://www.semanticscholar.org/paper/dc19c3600ca507b8f799857a67b4a7dbd0ab6b98
,Astrocytes: a central element in neurological diseases,2016,804262b9642519949a4867ecf3843437ab7fad07,https://www.semanticscholar.org/paper/804262b9642519949a4867ecf3843437ab7fad07
,Dark microglia: A new phenotype predominantly associated with pathological states,2016,7ebddfdfaf984f985ea62b5e8013e79351472ac2,https://www.semanticscholar.org/paper/7ebddfdfaf984f985ea62b5e8013e79351472ac2
,Plaque-Associated Local Toxicity Increases over the Clinical Course of Alzheimer Disease.,2016,cbe62faf4b282980b08f9c01d17bd0a75619b03c,https://www.semanticscholar.org/paper/cbe62faf4b282980b08f9c01d17bd0a75619b03c
,Cerebrospinal Fluid Markers of Alzheimer's Disease Pathology and Microglial Activation are Associated with Altered White Matter Microstructure in Asymptomatic Adults at Risk for Alzheimer's Disease.,2016,1aa2ff1b342124d92aebd970fafade356f1ac1cb,https://www.semanticscholar.org/paper/1aa2ff1b342124d92aebd970fafade356f1ac1cb
,Astrocyte-Microglia Cross Talk through Complement Activation Modulates Amyloid Pathology in Mouse Models of Alzheimer's Disease,2016,25a0694e516e9d5b0091d56fcac2b7331fdb5b37,https://www.semanticscholar.org/paper/25a0694e516e9d5b0091d56fcac2b7331fdb5b37
,Tau positron emission tomographic imaging in aging and early Alzheimer disease,2016,f190a1a6b576f8b64b228ebd3d4eb8692fcb46ea,https://www.semanticscholar.org/paper/f190a1a6b576f8b64b228ebd3d4eb8692fcb46ea
,Microglial brain region-dependent diversity and selective regional sensitivities to ageing,2015,6b96ab2e0402d6b0d49432966a32e87800008767,https://www.semanticscholar.org/paper/6b96ab2e0402d6b0d49432966a32e87800008767
,Tau in physiology and pathology,2015,908c47c30a602d3f78cccb5bb2dae8b33aa44937,https://www.semanticscholar.org/paper/908c47c30a602d3f78cccb5bb2dae8b33aa44937
,LDL-lipids from patients with hypercholesterolaemia and Alzheimer's disease are inflammatory to microvascular endothelial cells: mitigation by statin intervention.,2015,db1e5987bd6d1b3f5421922209227c9c3af541d3,https://www.semanticscholar.org/paper/db1e5987bd6d1b3f5421922209227c9c3af541d3
,Direct Evidence of Internalization of Tau by Microglia In Vitro and In Vivo.,2015,bc2dec8238f43ca9c16366925d09aaa7dd6359ed,https://www.semanticscholar.org/paper/bc2dec8238f43ca9c16366925d09aaa7dd6359ed
,"Inflammation and Oxidative Stress: The Molecular Connectivity between Insulin Resistance, Obesity, and Alzheimer's Disease",2015,28a3d9afbaf54a45888a6b4898e1cd1f06f211d2,https://www.semanticscholar.org/paper/28a3d9afbaf54a45888a6b4898e1cd1f06f211d2
,Longitudinal influence of microglial activation and amyloid on neuronal function in Alzheimer's disease.,2015,db1f4a8874d381966fe9a25100a5144abb162680,https://www.semanticscholar.org/paper/db1f4a8874d381966fe9a25100a5144abb162680
,Depletion of microglia and inhibition of exosome synthesis halt tau propagation,2015,4f8e43642eadb365b038b2d1260f4be63a859efa,https://www.semanticscholar.org/paper/4f8e43642eadb365b038b2d1260f4be63a859efa
,The preclinical phase of the pathological process underlying sporadic Alzheimer's disease.,2015,80a2add6a241a1dd6f663b91562954fc41d730ef,https://www.semanticscholar.org/paper/80a2add6a241a1dd6f663b91562954fc41d730ef
,Forebrain microglia from wild-type but not adult 5xFAD mice prevent amyloid-β plaque formation in organotypic hippocampal slice cultures,2015,6626c2dfce85549c087cc0f06710d3bfdb0cb752,https://www.semanticscholar.org/paper/6626c2dfce85549c087cc0f06710d3bfdb0cb752
,Longitudinal Cerebrospinal Fluid Biomarker Changes in Preclinical Alzheimer Disease During Middle Age.,2015,437df53b890d78d153fa1a0a87edfc1cfd4e3c0b,https://www.semanticscholar.org/paper/437df53b890d78d153fa1a0a87edfc1cfd4e3c0b
,Immune phenotypes of microglia in human neurodegenerative disease: challenges to detecting microglial polarization in human brains,2015,7dfe5259b0dd90242c00a8764fffe2ea0e800838,https://www.semanticscholar.org/paper/7dfe5259b0dd90242c00a8764fffe2ea0e800838
,Amyloid precursor protein metabolism and inflammation markers in preclinical Alzheimer disease,2015,41714e6011c1431dfa51e28ce3beca5c3e8b3793,https://www.semanticscholar.org/paper/41714e6011c1431dfa51e28ce3beca5c3e8b3793
,Genetic Cell Ablation Reveals Clusters of Local Self-Renewing Microglia in the Mammalian Central Nervous System.,2015,bc2992b1c91fb96482e7632f3cb2a165e6996db9,https://www.semanticscholar.org/paper/bc2992b1c91fb96482e7632f3cb2a165e6996db9
,Diversity of astrocyte functions and phenotypes in neural circuits,2015,38151aea1dc67c0157393594acb5f4dfbb014aa7,https://www.semanticscholar.org/paper/38151aea1dc67c0157393594acb5f4dfbb014aa7
,"A 2 year multidomain intervention of diet, exercise, cognitive training, and vascular risk monitoring versus control to prevent cognitive decline in at-risk elderly people (FINGER): a randomised controlled trial",2015,7c3134ece7f703fa5cd1528f8e9b59dee8e2af63,https://www.semanticscholar.org/paper/7c3134ece7f703fa5cd1528f8e9b59dee8e2af63
,Influence of microglial activation on neuronal function in Alzheimer's and Parkinson's disease dementia,2015,8ef7fe57ef88f5e5f35083a4935212ade9d94350,https://www.semanticscholar.org/paper/8ef7fe57ef88f5e5f35083a4935212ade9d94350
,The case for rejecting the amyloid cascade hypothesis,2015,1f8dc6d0b699a954b4c3f6002c0873e02260a451,https://www.semanticscholar.org/paper/1f8dc6d0b699a954b4c3f6002c0873e02260a451
,Etanercept in Alzheimer disease,2015,9a4d67f43c4ac817f9cffaccd364c2e6a02099d5,https://www.semanticscholar.org/paper/9a4d67f43c4ac817f9cffaccd364c2e6a02099d5
,Induction of a common microglia gene expression signature by aging and neurodegenerative conditions: a co-expression meta-analysis,2015,7efd86f2a60222370c3a1e15013a2fa9fa0d9f27,https://www.semanticscholar.org/paper/7efd86f2a60222370c3a1e15013a2fa9fa0d9f27
,The Glymphatic System: A Beginner’s Guide,2015,5265d174e6e3870c2a98775e7a01c698671b91f3,https://www.semanticscholar.org/paper/5265d174e6e3870c2a98775e7a01c698671b91f3
,Can Studies of Neuroinflammation in a TSPO Genetic Subgroup (HAB or MAB) Be Applied to the Entire AD Cohort?,2015,5f20dcfb12612788f4e0310b16312e1bddb1d1d2,https://www.semanticscholar.org/paper/5f20dcfb12612788f4e0310b16312e1bddb1d1d2
,Cerebellum Can Serve As a Pseudo-Reference Region in Alzheimer Disease to Detect Neuroinflammation Measured with PET Radioligand Binding to Translocator Protein,2015,d8a2b8daa6b12d42b29385ae7e6ddbf3ce1335ff,https://www.semanticscholar.org/paper/d8a2b8daa6b12d42b29385ae7e6ddbf3ce1335ff
,Neuroinflammation in Alzheimer's disease,2015,05b909ab2fc627f66b747cb88b77010b6d3ceaeb,https://www.semanticscholar.org/paper/05b909ab2fc627f66b747cb88b77010b6d3ceaeb
,TREM2 deficiency eliminates TREM2+ inflammatory macrophages and ameliorates pathology in Alzheimer’s disease mouse models,2015,5f0fd1cb48f9f7b8e95e0216716a668f2b29c0fa,https://www.semanticscholar.org/paper/5f0fd1cb48f9f7b8e95e0216716a668f2b29c0fa
