PMID,Title,DOI,Abstract,PMCID,Journal_title,Journal_id
       predicting Leukemia, a blood cancer, using integrated multi-omics technology. 
       However, realizing these goals demands novel approaches to harness this data 
       deluge. This study introduces a novel Leukemia diagnosis approach, analyzing 
       multi-omics data for accuracy using ML and DL algorithms. ML techniques, 
       including Random Forest (RF), Naive Bayes (NB), Decision Tree (DT), Logistic 
       Regression (LR), Gradient Boosting (GB), and DL methods such as Recurrent Neural 
       Networks (RNN) and Feedforward Neural Networks (FNN) are compared. GB achieved 
       97 % accuracy in ML, while RNN outperformed by achieving 98 % accuracy in DL. 
       This approach filters unclassified data effectively, demonstrating the 
       significance of DL for leukemia prediction. The testing validation was based on 
       17 different features such as patient age, sex, mutation type, treatment methods, 
       chromosomes, and others. Our study compares ML and DL techniques and chooses the 
       best technique that gives optimum results. The study emphasizes the implications 
       of high-throughput technology in healthcare, offering improved patient care.",PMC10862685,Heliyon,101672560

38350879,Interpretable deep learning methods for multiview learning.,10.1186/s12859-024-05679-9,"BACKGROUND: Technological advances have enabled the generation of unique and 
       complementary types of data or views (e.g. genomics, proteomics, metabolomics) 
       and opened up a new era in multiview learning research with the potential to lead 
       to new biomedical discoveries. RESULTS: We propose iDeepViewLearn (Interpretable 
       Deep Learning Method for Multiview Learning) to learn nonlinear relationships in 
       data from multiple views while achieving feature selection. iDeepViewLearn 
       combines deep learning flexibility with the statistical benefits of data and 
       knowledge-driven feature selection, giving interpretable results. Deep neural 
       networks are used to learn view-independent low-dimensional embedding through an 
       optimization problem that minimizes the difference between observed and 
       reconstructed data, while imposing a regularization penalty on the reconstructed 
       data. The normalized Laplacian of a graph is used to model bilateral 
       relationships between variables in each view, therefore, encouraging selection of 
       related variables. iDeepViewLearn is tested on simulated and three real-world 
       data for classification, clustering, and reconstruction tasks. For the 
       classification tasks, iDeepViewLearn had competitive classification results with 
       state-of-the-art methods in various settings. For the clustering task, we 
       detected molecular clusters that differed in their 10-year survival rates for 
       breast cancer. For the reconstruction task, we were able to reconstruct 
       handwritten images using a few pixels while achieving competitive classification 
       accuracy. The results of our real data application and simulations with small to 
       moderate sample sizes suggest that iDeepViewLearn may be a useful method for 
       small-sample-size problems compared to other deep learning methods for multiview 
       learning. CONCLUSION: iDeepViewLearn is an innovative deep learning model capable 
       of capturing nonlinear relationships between data from multiple views while 
       achieving feature selection. It is fully open source and is freely available at 
       https://github.com/lasandrall/iDeepViewLearn .",,BMC bioinformatics,100965194

38338932,"TEMINET: A Co-Informative and Trustworthy Multi-Omics Integration Network for 
       Diagnostic Prediction.",10.3390/ijms25031655,"Advancing the domain of biomedical investigation, integrated multi-omics data 
       have shown exceptional performance in elucidating complex human diseases. 
       However, as the variety of omics information expands, precisely perceiving the 
       informativeness of intra- and inter-omics becomes challenging due to the 
       intricate interrelations, thus presenting significant challenges in the 
       integration of multi-omics data. To address this, we introduce a novel 
       multi-omics integration approach, referred to as TEMINET. This approach enhances 
       diagnostic prediction by leveraging an intra-omics co-informative representation 
       module and a trustworthy learning strategy used to address inter-omics fusion. 
       Considering the multifactorial nature of complex diseases, TEMINET utilizes 
       intra-omics features to construct disease-specific networks; then, it applies 
       graph attention networks and a multi-level framework to capture more collective 
       informativeness than pairwise relations. To perceive the contribution of 
       co-informative representations within intra-omics, we designed a trustworthy 
       learning strategy to identify the reliability of each omics in integration. To 
       integrate inter-omics information, a combined-beliefs fusion approach is deployed 
       to harmonize the trustworthy representations of different omics types 
       effectively. Our experiments across four different diseases using mRNA, 
       methylation, and miRNA data demonstrate that TEMINET achieves advanced 
       performance and robustness in classification tasks.",PMC10855161,International journal of molecular sciences,101092791

38295477,"CLCLSA: Cross-omics linked embedding with contrastive learning and self attention 
       for integration with incomplete multi-omics data.",10.1016/j.compbiomed.2024.108058,"Integration of heterogeneous and high-dimensional multi-omics data is becoming 
       increasingly important in understanding etiology of complex genetic diseases. 
       Each omics technique only provides a limited view of the underlying biological 
       process and integrating heterogeneous omics layers simultaneously would lead to a 
       more comprehensive and detailed understanding of diseases and phenotypes. 
       However, one obstacle faced when performing multi-omics data integration is the 
       existence of unpaired multi-omics data due to instrument sensitivity and cost. 
       Studies may fail if certain aspects of the subjects are missing or incomplete. In 
       this paper, we propose a deep learning method for multi-omics integration with 
       incomplete data by Cross-omics Linked unified embedding with Contrastive Learning 
       and Self Attention (CLCLSA). Utilizing complete multi-omics data as supervision, 
       the model employs cross-omics autoencoders to learn the feature representation 
       across different types of biological data. The multi-omics contrastive learning 
       is employed, which maximizes the mutual information between different types of 
       omics. In addition, the feature-level self-attention and omics-level 
       self-attention are employed to dynamically identify the most informative features 
       for multi-omics data integration. Finally, a Softmax classifier is employed to 
       perform multi-omics data classification. Extensive experiments were conducted on 
       four public multi-omics datasets. The experimental results indicate that our 
       proposed CLCLSA produces promising results in multi-omics data classification 
       using both complete and incomplete multi-omics data.",PMC10959569,Computers in biology and medicine,1250250

38260498,"PathIntegrate: Multivariate modelling approaches for pathway-based multi-omics 
       data integration.",10.1101/2024.01.09.574780,"As terabytes of multi-omics data are being generated, there is an ever-increasing 
       need for methods facilitating the integration and interpretation of such data. 
       Current multi-omics integration methods typically output lists, clusters, or 
       subnetworks of molecules related to an outcome. Even with expert domain 
       knowledge, discerning the biological processes involved is a time-consuming 
       activity. Here we propose PathIntegrate, a method for integrating multi-omics 
       datasets based on pathways, designed to exploit knowledge of biological systems 
       and thus provide interpretable models for such studies. PathIntegrate employs 
       single-sample pathway analysis to transform multi-omics datasets from the 
       molecular to the pathway-level, and applies a predictive single-view or 
       multi-view model to integrate the data. Model outputs include multi-omics 
       pathways ranked by their contribution to the outcome prediction, the contribution 
       of each omics layer, and the importance of each molecule in a pathway. Using 
       semi-synthetic data we demonstrate the benefit of grouping molecules into 
       pathways to detect signals in low signal-to-noise scenarios, as well as the 
       ability of PathIntegrate to precisely identify important pathways at low effect 
       sizes. Finally, using COPD and COVID-19 data we showcase how PathIntegrate 
       enables convenient integration and interpretation of complex high-dimensional 
       multi-omics datasets. The PathIntegrate Python package is available at 
       https://github.com/cwieder/PathIntegrate.",PMC10802464,bioRxiv : the preprint server for biology,101680187

38254021,"A semi-supervised approach for the integration of multi-omics data based on 
       transformer multi-head self-attention mechanism and graph convolutional networks.",10.1186/s12864-024-09985-7,"BACKGROUND AND OBJECTIVES: Comprehensive analysis of multi-omics data is crucial 
       for accurately formulating effective treatment plans for complex diseases. 
       Supervised ensemble methods have gained popularity in recent years for 
       multi-omics data analysis. However, existing research based on supervised 
       learning algorithms often fails to fully harness the information from unlabeled 
       nodes and overlooks the latent features within and among different omics, as well 
       as the various associations among features. Here, we present a novel multi-omics 
       integrative method MOSEGCN, based on the Transformer multi-head self-attention 
       mechanism and Graph Convolutional Networks(GCN), 
       with the aim of enhancing the accuracy of complex disease classification. MOSEGCN 
       first employs the Transformer multi-head self-attention mechanism and Similarity 
       Network Fusion (SNF) to separately learn the inherent correlations of latent 
       features within and among different omics, constructing a comprehensive view of 
       diseases. Subsequently, it feeds the learned crucial information into a 
       self-ensembling Graph Convolutional Network (SEGCN) built upon semi-supervised 
       learning methods for training and testing, facilitating a better analysis and 
       utilization of information from multi-omics data to achieve precise 
       classification of disease subtypes. RESULTS: The experimental results show that 
       MOSEGCN outperforms several state-of-the-art multi-omics integrative analysis 
       approaches on three types of omics data: mRNA expression data, microRNA 
       expression data, and DNA methylation data, with accuracy rates of 83.0% for 
       Alzheimer's disease and 86.7% for breast cancer subtyping. Furthermore, MOSEGCN 
       exhibits strong generalizability on the GBM dataset, enabling the identification 
       of important biomarkers for related diseases. CONCLUSION: MOSEGCN explores the 
       significant relationship information among different omics and within each omics' 
       latent features, effectively leveraging labeled and unlabeled information to 
       further enhance the accuracy of complex disease classification. It also provides 
       a promising approach for identifying reliable biomarkers, paving the way for 
       personalized medicine.",PMC10802018,BMC genomics,100965258

38244040,"Artificial intelligence (AI)-it's the end of the tox as we know it (and I feel 
       fine).",10.1007/s00204-023-03666-2,"The rapid progress of AI impacts diverse scientific disciplines, including 
       toxicology, and has the potential to transform chemical safety evaluation. 
       Toxicology has evolved from an empirical science focused on observing apical 
       outcomes of chemical exposure, to a data-rich field ripe for AI integration. The 
       volume, variety and velocity of toxicological data from legacy studies, 
       literature, high-throughput assays, sensor technologies and omics approaches 
       create opportunities but also complexities that AI can help address. In 
       particular, machine learning is well suited to handle and integrate large, 
       heterogeneous datasets that are both structured and unstructured-a key challenge 
       in modern toxicology. AI methods like deep neural networks, large language 
       models, and natural language processing have successfully predicted toxicity 
       endpoints, analyzed high-throughput data, extracted facts from literature, and 
       generated synthetic data. Beyond automating data capture, analysis, and 
       prediction, AI techniques show promise for accelerating quantitative risk 
       assessment by providing probabilistic outputs to capture uncertainties. AI also 
       enables explanation methods to unravel mechanisms and increase trust in modeled 
       predictions. However, issues like model interpretability, data biases, and 
       transparency currently limit regulatory endorsement of AI. Multidisciplinary 
       collaboration is needed to ensure development of interpretable, robust, and 
       human-centered AI systems. Rather than just automating human tasks at scale, 
       transformative AI can catalyze innovation in how evidence is gathered, data are 
       generated, hypotheses are formed and tested, and tasks are performed to usher new 
       paradigms in chemical safety assessment. Used judiciously, AI has immense 
       potential to advance toxicology into a more predictive, mechanism-based, and 
       evidence-integrated scientific discipline to better safeguard human and 
       environmental wellbeing across diverse populations.",PMC10861653,Archives of toxicology,417615

38240887,miRNAs in pancreatic cancer progression and metastasis.,10.1007/s10585-023-10256-0,"Small non-coding RNA or microRNA (miRNA) are critical regulators of eukaryotic 
       cells. Dysregulation of miRNA expression and function has been linked to a 
       variety of diseases including cancer. They play a complex role in cancers, having 
       both tumour suppressor and promoter properties. In addition, a single miRNA can 
       be involved in regulating several mRNAs or many miRNAs can regulate a single 
       mRNA, therefore assessing these roles is essential to a better understanding in 
       cancer initiation and development. Pancreatic cancer is a leading cause of cancer 
       death worldwide, in part due to the lack of diagnostic tools and limited 
       treatment options. The most common form of pancreatic cancer, pancreatic ductal 
       adenocarcinoma (PDAC), is characterised by major genetic mutations that drive 
       cancer initiation and progression. The regulation or interaction of miRNAs with 
       these cancer driving mutations suggests a strong link between the two. 
       Understanding this link between miRNA and PDAC progression may give rise to novel 
       treatments or diagnostic tools. This review summarises the role of miRNAs in 
       PDAC, the downstream signalling pathways that they play a role in, how these are 
       being used and studied as therapeutic targets as well as prognostic/diagnostic 
       tools to improve the clinical outcome of PDAC.",,Clinical & experimental metastasis,8409970

38225583,"A multimodal graph neural network framework for cancer molecular subtype 
       classification.",10.1186/s12859-023-05622-4,"BACKGROUND: The recent development of high-throughput sequencing has created a 
       large collection of multi-omics data, which enables researchers to better 
       investigate cancer molecular profiles and cancer taxonomy based on molecular 
       subtypes. Integrating multi-omics data has been proven to be effective for 
       building more precise classification models. Most current multi-omics integrative 
       models use either an early fusion in the form of concatenation or late fusion 
       with a separate feature extractor for each omic, which are mainly based on deep 
       neural networks. Due to the nature of biological systems, graphs are a better 
       structural representation of bio-medical data. Although few graph neural network 
       (GNN) based multi-omics integrative methods have been proposed, they suffer from 
       three common disadvantages. One is most of them use only one type of connection, 
       either inter-omics or intra-omic connection; second, they only consider one kind 
       of GNN layer, either graph convolution network (GCN) or graph attention network 
       (GAT); and third, most of these methods have not been tested on a more complex 
       classification task, such as cancer molecular subtypes. RESULTS: In this study, 
       we propose a novel end-to-end multi-omics GNN framework for accurate and robust 
       cancer subtype classification. The proposed model utilizes multi-omics data in 
       the form of heterogeneous multi-layer graphs, which combine both inter-omics and 
       intra-omic connections from established biological knowledge. The proposed model 
       incorporates learned graph features and global genome features for accurate 
       classification. We tested the proposed model on the Cancer Genome Atlas (TCGA) 
       Pan-cancer dataset and TCGA breast invasive carcinoma (BRCA) dataset for 
       molecular subtype and cancer subtype classification, respectively. The proposed 
       model shows superior performance compared to four current state-of-the-art 
       baseline models in terms of accuracy, F1 score, precision, and recall. The 
       comparative analysis of GAT-based models and GCN-based models reveals that 
       GAT-based models are preferred for smaller graphs with less information and 
       GCN-based models are preferred for larger graphs with extra information.",PMC10789042,BMC bioinformatics,100965194

38205965,"methylClass: an R package to construct DNA methylation-based classification 
       models.",10.1093/bib/bbad485,"DNA methylation profiling is a useful tool to increase the accuracy of a cancer 
       diagnosis. However, a comprehensive R package specially for it is lacking. Hence, 
       we developed the R package methylClass for methylation-based classification. 
       Within it, we provide the eSVM (ensemble-based support vector machine) model to 
       achieve much higher accuracy in methylation data classification than the popular 
       random forest model and overcome the time-consuming problem of the traditional 
