Title,Abstract,PMID,PMCID,DOI,Cited Number,journal_title,Journal_id,impact_factor,relevance_score,cited_Normalized,impact_Normalized,final_score
Cancer epigenetics: an introduction,"Epigenetic and genetic alterations contribute to cancer initiation and progression. Epigenetics refers to the study of heritable changes in gene expression without alterations in DNA sequences. Epigenetic changes are reversible and include key processes of DNA methylation, chromatin modifications, nucleosome positioning, and alterations in noncoding RNA profiles. Disruptions in epigenetic processes can lead to altered gene function and cellular neoplastic transformation. Epigenetic modifications precede genetic changes and usually occur at an early stage in neoplastic development. Recent technological advances offer a better understanding of the underlying epigenetic alterations during carcinogenesis and provide insight into the discovery of putative epigenetic biomarkers for detection, prognosis, risk assessment, and disease monitoring. In this chapter we provide information on various epigenetic mechanisms and their role in carcinogenesis, in particular, epigenetic modifications causing genetic changes and the potential clinical impact of epigenetic research in the future.",25421652,,10.1007/978-1-4939-1804-1_1,98,"Methods in molecular biology (Clifton, N.J.)",9214969,0.0,0.7754347920417786,0.959866220735786,0.0,0.6572341193722243
Epigenetic Regulation of Vascular Diseases,"Epigenetic regulatory mechanisms, encompassing diverse molecular processes including DNA methylation, histone post-translational modifications, and noncoding RNAs, are essential to numerous processes such as cell differentiation, growth and development, environmental adaptation, aging, and disease states. In many cases, epigenetic changes occur in response to environmental cues and lifestyle factors, resulting in persistent changes in gene expression that affect vascular disease risk during the lifetime of the individual. Biological aging-a powerful cardiovascular risk factor-is partly genetically determined yet strongly influenced by traditional risk factors, reflecting epigenetic modulation. Quantification of specific DNA methylation patterns may serve as an accurate predictor of biological age-a concept known as the epigenetic clock, which could help to refine cardiovascular risk assessment. Epigenetic reprogramming of monocytes rewires cellular immune signaling and induces a metabolic shift toward aerobic glycolysis, thereby increasing innate immune responses. This form of trained epigenetic memory can be maladaptive, thus augmenting vascular inflammation. Somatic mutations in epigenetic regulatory enzymes lead to clonal hematopoiesis of indeterminate potential, a precursor of hematologic malignancies and a recently recognized cardiovascular risk factor; moreover, epigenetic regulators are increasingly being targeted in cancer therapeutics. Thus, understanding epigenetic regulatory mechanisms lies at the intersection between cancer and cardiovascular disease and is of paramount importance to the burgeoning field of cardio-oncology (Graphic Abstract).",31070469,PMC6531339,10.1161/ATVBAHA.119.312193,24,"Arteriosclerosis, thrombosis, and vascular biology",9505803,10.514,0.7662936449050903,0.7491638795986622,0.8528428093645485,0.7801775247356963
DNA methylation mediated downregulation of histone H3 variant H3.3 affects cell proliferation contributing to the development of HCC,"Chromatin alterations brought by histone variants and modifications potentially regulate gene transcription from tumor initiation to progression. Histone H3.3 variant is one such epigenetic player important for disease progression and development. Though many studies have implicated H3.3 role in cancer progression and metastasis, its regulation, importance of specific modifications and chaperones have been not understood yet. We report DNA methylation mediated downregulation of histone H3 variant H3.3 in HCC and a concomitant increase in the level of the H3.2 variant. The loss of H3.3 in cancer tissues correlates with a decrease in the histone modifications associated with active transcription like H3K9/K14/K27Ac and H3K4Me3. The ectopic overexpression of H3.3 and H3.2 did not affect global PTMs and cell physiology, probably owing to the deregulation of specific histone chaperones CAF-1 (for H3.2) and HIRA (for H3.3) as observed in HCC tissues. Notably, knockdown of P150, a subunit of CAF-1 leads to a cell cycle arrest in S-phase in a neoplastic rat liver cell line, possibly due to the decrease in the histone levels necessary for DNA packaging. Remarkably, modulation of H3.3 in pre-neoplastic rat liver cells lead to an increase in cell proliferation and a decreased transcription of tumor suppressor genes, recapitulating the tumor cell phenotype. Our data suggests, inhibition of DNA methylation and histone deacetylation leads to the restoration of histone H3 variant expression in tumor cells.",34626773,,10.1016/j.bbadis.2021.166284,4,Biochimica et biophysica acta. Molecular basis of disease,101731730,6.633,0.7643643021583557,0.25752508361204013,0.6555183946488294,0.6412272769471874
Epigenetics and Precision Oncology,"Epigenetic alterations such as DNA methylation defects and aberrant covalent histone modifications occur within all cancers and are selected for throughout the natural history of tumor formation, with changes being detectable in early onset, progression, and ultimately recurrence and metastasis. The ascertainment and use of these marks to identify at-risk patient populations, refine diagnostic criteria, and provide prognostic and predictive factors to guide treatment decisions are of growing clinical relevance. Furthermore, the targetable nature of epigenetic modifications provides a unique opportunity to alter treatment paradigms and provide new therapeutic options for patients whose malignancies possess these aberrant epigenetic modifications, paving the way for new and personalized medicine. DNA methylation has proven to be of significant clinical utility for its stability and relative ease of testing. The intent of this review is to elaborate upon well-supported examples of epigenetic precision medicine and how the field is moving forward, primarily in the context of aberrant DNA methylation.",28926426,PMC5708865,10.1097/PPO.0000000000000281,46,"Cancer journal (Sudbury, Mass.)",100931981,2.074,0.7643643021583557,0.8695652173913043,0.12374581939799331,0.657280788652873
"Causes, effects, and clinical implications of perturbed patterns within the cancer epigenome","Somatic mutations accumulating over a patient's lifetime are well-defined causative factors that fuel carcinogenesis. It is now clear, however, that epigenomic signature is also largely perturbed in many malignancies. These alterations support the transcriptional program crucial for the acquisition and maintenance of cancer hallmarks. Epigenetic instability may arise due to the genetic mutations or transcriptional deregulation of the proteins implicated in epigenetic signaling. Moreover, external stimulation and physiological aging may also participate in this phenomenon. The epigenomic signature is frequently associated with a cell of origin, as well as with tumor stage and differentiation, which all reflect its high heterogeneity across and within various tumors. Here, we will overview the current understanding of the causes and effects of the altered and heterogeneous epigenomic landscape in cancer. We will focus mainly on DNA methylation and post-translational histone modifications as the key regulatory epigenetic signaling marks. In addition, we will describe how this knowledge is translated into the clinic. We will particularly concentrate on the applicability of epigenetic alterations as biomarkers for improved diagnosis, prognosis, and prediction. Finally, we will also review current developments regarding epi-drug usage in clinical and experimental settings.",33359485,,10.1016/j.semcancer.2020.12.014,8,Seminars in cancer biology,9010218,17.012,0.7595822811126709,0.431438127090301,0.919732441471572,0.7259834823799771
"Epigenetics in cancer development, diagnosis and therapy","Cancer is a dangerous disease and one of the leading causes of death in the world. In 2020, there were nearly 10 million cancer deaths and approximately 20 million new cases. New cases and deaths from cancer are expected to increase further in the coming years. To have a deeper insight into the mechanism of carcinogenesis, epigenetics studies have been published and received much attention from scientists, doctors, and patients. Among alterations in epigenetics, DNA methylation and histone modification are studied by many scientists. They have been reported to be a major contributor in tumor formation and are involved in metastasis. From the understanding of DNA methylation and histone modification, effective, accurate and cost-effective methods for diagnosis and screening of cancer patients have been introduced. Furthermore, therapeutic approaches and drugs targeting altered epigenetics have also been clinically studied and have shown positive results in combating tumor progression. Several cancer drugs that rely on DNA methylation inactivation or histone modification have been approved by the FDA for the treatment of cancer patients. In summary, epigenetics changes such as DNA methylation or histone modification are take part in tumor growth, and they also have great prospect to study diagnostic and therapeutic methods of this dangerous disease.",37225325,,10.1016/bs.pmbts.2023.01.009,1,Progress in molecular biology and translational science,101498165,4.025,0.7550956010818481,0.0802675585284281,0.2842809364548495,0.5259670596457644
Epigenetics in Health and Disease,"Epigenetic mechanisms, which include DNA methylation, histone modification, and microRNA (miRNA), can produce heritable phenotypic changes without a change in DNA sequence. Disruption of gene expression patterns which are governed by epigenetics can result in autoimmune diseases, cancers, and various other maladies. Mechanisms of epigenetics include DNA methylation (and demethylation), histone modifications, and non-coding RNAs such as microRNAs. Compared to numerous studies that have focused on the field of genetics, research on epigenetics is fairly recent. In contrast to genetic changes, which are difficult to reverse, epigenetic aberrations can be pharmaceutically reversible. The emerging tools of epigenetics can be used as preventive, diagnostic, and therapeutic markers. With the development of drugs that target the specific epigenetic mechanisms involved in the regulation of gene expression, development and utilization of epigenetic tools are an appropriate and effective approach that can be clinically applied to the treatment of various diseases.",32445090,,10.1007/978-981-15-3449-2_1,216,Advances in experimental medicine and biology,121103,3.65,0.7547342777252197,0.9899665551839465,0.2140468227424749,0.6936432422204162
(De)Toxifying the Epigenetic Code,"Cells are continuously subjected to an array of reactive/toxic chemical species which are produced both endogenously through metabolic pathways and taken up exogenously by diet and exposure to drugs or toxins. As a result, proteins often undergo non-enzymatic covalent modifications (NECMs) by these species, which can alter protein structure, function, stability, and binding partner affinity. NECMs accumulate over time and are linked to various diseases such as Alzheimer's disease, cancer, and diabetes. In the cellular proteome, histones have some of the longest half-lives, making them prime targets for NECMs. In addition, histones have emerged as key regulators of transcription, a function that is primarily controlled by modification of their tails. These modifications are usually installed or removed enzymatically, but recent evidence suggests that some may also occur non-enzymatically. Despite the vast knowledge detailing the relationship between histone modifications and gene regulation, NECMs on histones remain poorly explored. A major reason for this difference stems from the fact that, unlike their enzymatically installed counterparts, NECMs are difficult to both control and test in vivo. Here, we review advances in our understanding of the effect non-enzymatic covalent modifications (NECMs) have on the epigenetic landscape, cellular fate, and their implications in disease. Cumulatively, this illustrates how the epigenetic code is directly toxified by chemicals and detoxified by corresponding eraser enzymes.",30839196,PMC6583786,10.1021/acs.chemrestox.9b00013,15,Chemical research in toxicology,8807448,3.973,0.7507355809211731,0.6287625418060201,0.2809364548494983,0.6323811478838075
Epigenetic Modifications in Neurological Diseases: Natural Products as Epigenetic Modulators a Treatment Strategy,"Epigenetic modifications, including DNA methylation, covalent histone modifications, and small noncoding RNAs, play a key role in regulating the gene expression. This regulatory mechanism is important in cellular differentiation and development. Recent advances in the field of epigenetics extended the role of epigenetic mechanisms in controlling key biological processes such as genome imprinting and X-chromosome inactivation. Aberrant epigenetic modifications are associated with the development of many diseases. The role of epigenetic modifications in various neurodegenerative disorders including Alzheimer's disease, Parkinson's disease, Huntington disease, epilepsy, and multiple sclerosis is rapidly emerging. The use of epigenetic modifying drugs to treat these diseases has been the interest in recent years. A number of natural products having diverse mechanism of action are used for drug discovery. For many years, natural compounds have been used to treat various neurodegenerative diseases, but the use of such compounds as epigenetic modulators to reverse or treat neurological diseases are not well studied. In this chapter, we mainly focus on how various epigenetic modifications play a key role in neurodegenerative diseases, their mechanism of action, and how it acts as a potential therapeutic target for epigenetic drugs to treat these diseases will be discussed.",27651245,,10.1007/978-3-319-28383-8_1,4,Advances in neurobiology,101571545,0.0,0.7414869070053101,0.2608695652173913,0.0033444816053511705,0.49773495356773456
"A Summary of the Biological Processes, Disease-Associated Changes, and Clinical Applications of DNA Methylation","DNA methylation at cytosines followed by guanines, CpGs, forms one of the multiple layers of epigenetic mechanisms controlling and modulating gene expression through chromatin structure. It closely interacts with histone modifications and chromatin remodeling complexes to form the local genomic and higher-order chromatin landscape. DNA methylation is essential for proper mammalian development, crucial for imprinting and plays a role in maintaining genomic stability. DNA methylation patterns are susceptible to change in response to environmental stimuli such as diet or toxins, whereby the epigenome seems to be most vulnerable during early life. Changes of DNA methylation levels and patterns have been widely studied in several diseases, especially cancer, where interest has focused on biomarkers for early detection of cancer development, accurate diagnosis, and response to treatment, but have also been shown to occur in many other complex diseases. Recent advances in epigenome engineering technologies allow now for the large-scale assessment of the functional relevance of DNA methylation. As a stable nucleic acid-based modification that is technically easy to handle and which can be analyzed with great reproducibility and accuracy by different laboratories, DNA methylation is a promising biomarker for many applications.",29224136,,10.1007/978-1-4939-7481-8_1,10,"Methods in molecular biology (Clifton, N.J.)",9214969,0.0,0.7403621077537537,0.5050167224080268,0.006688963210702341,0.546558401775998
The landscape of histone modifications in epigenomics since 2020,"Histone proteins are a primary component of chromatin; therefore, any modifications to their structure are anticipated to affect the behavior of our genetic material, which is manifested in the form of phenotypic changes at a molecular, cellular or organic level. The majority of histone modifications are of either methylation or acetylation type that regulate gene expression. Though, not all of these modifications are concerned with the direct regulation of gene transcription. Throughout its 13-year run,Epigenomicshas never ceased to cover these most gripping epigenetic stories, a significant proportion of which is in the matter of histones and their modifications. As such, the current perspective piece is intended to highlight original histone-oriented contributions published inEpigenomicssince 2020.",36710634,,10.2217/epi-2022-0437,4,Epigenomics,101519720,4.357,0.7394223809242249,0.26421404682274247,0.3411371237458194,0.5647236626682473
The Role of Epigenetic Modifications in Human Cancers and the Use of Natural Compounds as Epidrugs: Mechanistic Pathways and Pharmacodynamic Actions,"Cancer is a complex disease resulting from the genetic and epigenetic disruption of normal cells. The mechanistic understanding of the pathways involved in tumor transformation has implicated a priori predominance of epigenetic perturbations and a posteriori genetic instability. In this work, we aimed to explain the mechanistic involvement of epigenetic pathways in the cancer process, as well as the abilities of natural bioactive compounds isolated from medicinal plants (flavonoids, phenolic acids, stilbenes, and ketones) to specifically target the epigenome of tumor cells. The molecular events leading to transformation, angiogenesis, and dissemination are often complex, stochastic, and take turns. On the other hand, the decisive advances in genomics, epigenomics, transcriptomics, and proteomics have allowed, in recent years, for the mechanistic decryption of the molecular pathways of the cancerization process. This could explain the possibility of specifically targeting this or that mechanism leading to cancerization. With the plasticity and flexibility of epigenetic modifications, some studies have started the pharmacological screening of natural substances against different epigenetic pathways (DNA methylation, histone acetylation, histone methylation, and chromatin remodeling) to restore the cellular memory lost during tumor transformation. These substances can inhibit DNMTs, modify chromatin remodeling, and adjust histone modifications in favor of pre-established cell identity by the differentiation program. Epidrugs are molecules that target the epigenome program and can therefore restore cell memory in cancerous diseases. Natural products isolated from medicinal plants such as flavonoids and phenolic acids have shown their ability to exhibit several actions on epigenetic modifiers, such as the inhibition of DNMT, HMT, and HAT. The mechanisms of these substances are specific and pleiotropic and can sometimes be stochastic, and their use as anticancer epidrugs is currently a remarkable avenue in the fight against human cancers.",35327559,PMC8945214,10.3390/biom12030367,23,Biomolecules,101596414,6.064,0.739234209060669,0.7391304347826086,0.5852842809364549,0.7084234685802141
"Out of sight, out of mind? Germ cells and the potential impacts of epigenomic drugs","Epigenetic modifications, including DNA methylation and histone modifications, determine the way DNA is packaged within the nucleus and regulate cell-specific gene expression. The heritability of these modifications provides a memory of cell identity and function. Common dysregulation of epigenetic modifications in cancer has driven substantial interest in the development of epigenetic modifying drugs. Although these drugs have the potential to be highly beneficial for patients, they act systemically and may have ""off-target"" effects in other cells such as the patients' sperm or eggs. This review discusses the potential for epigenomic drugs to impact on the germline epigenome and subsequent offspring and aims to foster further examination into the possible effects of these drugs on gametes. Ultimately, the information gained by further research may improve the clinical guidelines for the use of such drugs in patients of reproductive age.",30613387,PMC6305226,10.12688/f1000research.15935.1,3,F1000Research,101594320,0.0,0.7301936745643616,0.20066889632107024,0.010033444816053512,0.4802566729660417
[Epigenetics in the genesis and development of cancers],"Cancer is a complex disease caused by the malignant cellular proliferation and metastasis. Elucidating its pathogenic mechanism is one of the major challenges that we face currently. Epigenetic mechanisms are essential for maintaining specific patterns of gene expression and normal development and growth of living individuals. Disorders of epigenetic markers, such as histone modification, DNA/RNA methylation, and changes in the three-dimensional conformation of chromatin, can interfere with gene expression to some extent, and result in cancers. This review provides a brief overview of epigenetics, focusing on their association with the genesis of cancers, and we look forward to the application of epigenetics in cancer clinical diagnosis and treatment.",31307967,,10.16288/j.yczz.19-077,0,Yi chuan = Hereditas,9436478,0.0,0.7293270230293274,0.0033444816053511705,0.013377926421404682,0.44094069542294767
Epigenomic insights into common human disease pathology,"The epigenome-the chemical modifications and chromatin-related packaging of the genome-enables the same genetic template to be activated or repressed in different cellular settings. This multi-layered mechanism facilitates cell-type specific function by setting the local sequence and 3D interactive activity level. Gene transcription is further modulated through the interplay with transcription factors and co-regulators. The human body requires this epigenomic apparatus to be precisely installed throughout development and then adequately maintained during the lifespan. The causal role of the epigenome in human pathology, beyond imprinting disorders and specific tumour suppressor genes, was further brought into the spotlight by large-scale sequencing projects identifying that mutations in epigenomic machinery genes could be critical drivers in both cancer and developmental disorders. Abrogation of this cellular mechanism is providing new molecular insights into pathogenesis. However, deciphering the full breadth and implications of these epigenomic changes remains challenging. Knowledge is accruing regarding disease mechanisms and clinical biomarkers, through pathogenically relevant and surrogate tissue analyses, respectively. Advances include consortia generated cell-type specific reference epigenomes, high-throughput DNA methylome association studies, as well as insights into ageing-related diseases from biological 'clocks' constructed by machine learning algorithms. Also, 3rd-generation sequencing is beginning to disentangle the complexity of genetic and DNA modification haplotypes. Cell-free DNA methylation as a cancer biomarker has clear clinical utility and further potential to assess organ damage across many disorders. Finally, molecular understanding of disease aetiology brings with it the opportunity for exact therapeutic alteration of the epigenome through CRISPR-activation or inhibition.",38602535,PMC11008083,10.1007/s00018-024-05206-2,0,Cellular and molecular life sciences : CMLS,9705402,9.207,0.7268136143684387,0.006688963210702341,0.8160535117056856,0.6006366636043408
The emerging field of epigenetics in neurodegeneration and neuroprotection,"Epigenetic mechanisms - including DNA methylation, histone post-translational modifications and changes in nucleosome positioning - regulate gene expression, cellular differentiation and development in almost all tissues, including the brain. In adulthood, changes in the epigenome are crucial for higher cognitive functions such as learning and memory. Striking new evidence implicates the dysregulation of epigenetic mechanisms in neurodegenerative disorders and diseases. Although these disorders differ in their underlying causes and pathophysiologies, many involve the dysregulation of restrictive element 1-silencing transcription factor (REST), which acts via epigenetic mechanisms to regulate gene expression. Although not somatically heritable, epigenetic modifications in neurons are dynamic and reversible, which makes them good targets for therapeutic intervention.",28515491,PMC6380351,10.1038/nrn.2017.46,133,Nature reviews. Neuroscience,100962781,38.755,0.7219392657279968,0.9698996655518395,0.9866220735785953,0.824467907262885
